indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3196,,0.0,33.0,0,0,12.0,944.6(14),2.0,1013.6,938.9,20.2,,24.8,31,0,19.0,,0,12.0,82.0,0.0,3,,249.0,130,0,0,4118.0,8.3,6,4,10.0,0,30.6,0,27.9,35.6,0,934.1(11),3,01-07-2016
3196,,1.0,35.0,0,0,12.0,945.9(02),5.0,1012.4,937.4,19.5,,24.6,27,0,22.0,,2,8.0,82.0,0.0,4,,257.0,118,1,0,4914.0,50.3,4,2,11.0,0,23.2,0,26.6,33.6,0,931.0(31),4,01-07-2017
3196,,0.0,36.0,0,0,12.7,941.9(05),0.0,1012.4,937.2,18.2,,21.0,26,0,17.0,,0,14.0,86.0,0.0,0,,285.0,121,0,0,5109.0,0.0,0,0,12.0,0,27.6,0,25.3,32.4,0,932.5(01),0,01-07-2018
3196,,0.0,31.0,0,0,12.1,943.0(22),1.0,1010.4,935.8,20.7,,24.5,29,0,12.0,,0,19.0,82.0,0.0,6,,293.0,118,0,0,5070.0,9.6,6,3,11.0,0,28.1,0,27.6,34.5,0,930.0(27),3,01-07-2019
3196,,0.0,30.0,0,0,12.0,943.9(04),2.0,1011.9,937.5,20.9,,24.5,31,0,17.0,,0,14.0,81.0,0.0,3,,272.0,120,0,0,5666.0,5.8,6,1,12.0,0,32.2,0,28.5,36.1,0,932.6(30),2,01-07-2020
3196,,1.0,33.0,0,0,12.1,944.4(08),4.0,1012.0,936.9,18.7,,23.0,24,0,18.0,,0,12.0,82.0,0.0,2,,302.0,111,0,0,5158.0,5.3,2,1,13.0,0,23.0,0,25.8,32.9,0,931.2(25),1,01-07-2021
3196,,0.0,29.0,0,0,12.6,946.0(08),1.0,1013.0,938.8,22.2,,27.4,31,0,20.0,,0,11.0,86.0,0.0,1,,267.0,123,0,0,5272.0,7.7,2,2,11.0,0,32.9,0,29.8,37.3,0,932.1(27),1,01-07-2022
3196,,1.0,36.0,0,0,12.3,942.8(09),1.0,1011.9,937.4,20.5,,25.1,31,0,18.0,,0,12.0,84.0,0.0,0,,306.0,140,0,0,5606.0,0.0,0,0,14.0,0,31.5,0,27.7,34.8,0,932.6(24),0,01-07-2023
3196,,0.0,31.0,0,0,12.2,943.0(23),4.0,1011.2,936.6,20.4,,25.7,31,0,21.0,,0,10.0,83.0,0.0,0,,290.0,123,0,0,5301.0,0.0,0,0,13.0,0,31.0,0,28.0,35.5,0,929.8(05),0,01-07-2024
3196,,1.0,35.0,0,0,10.8,945.0(06),1.0,1014.2,939.0,19.4,,24.0,27,0,8.0,,0,22.0,79.0,0.0,2,,256.0,119,0,0,3962.0,1.1,5,1,11.0,0,29.0,0,26.2,33.1,0,934.5(13),1,01-08-2001
3196,,3.0,44.0,0,0,10.5,942.7(31),2.0,1012.8,937.3,17.2,,21.6,22,0,10.0,,0,18.0,76.0,0.0,3,,248.0,136,0,0,3408.0,5.5,4,4,11.0,0,24.2,0,24.2,31.3,0,931.8(10),1,01-08-2002
3196,,0.0,36.0,0,0,11.2,945.8(13),3.0,1014.1,939.3,19.9,,24.6,29,0,9.0,,0,22.0,81.0,0.0,4,,281.0,134,0,0,3776.0,3.6,6,0,12.0,0,23.8,0,27.5,35.1,0,931.4(28),2,01-08-2003
3196,,2.0,43.0,0,0,10.5,943.8(26),3.0,1013.5,937.9,18.1,,23.6,21,0,11.0,,2,18.0,77.0,0.0,7,,311.0,131,0,0,4089.0,27.4,8,0,14.0,0,24.4,0,24.6,31.1,0,930.6(08),3,01-08-2004
3196,,2.0,34.0,0,0,10.8,945.3(03),0.0,1013.4,938.1,18.4,,23.6,26,0,17.0,,0,12.0,79.0,0.0,2,,267.0,114,0,0,4663.0,4.2,3,1,12.0,0,23.4,0,25.9,33.3,0,929.3(09),1,01-08-2005
3196,,0.0,37.0,0,0,11.7,946.3(21),3.0,1012.3,936.9,17.3,,21.8,25,0,18.0,,1,13.0,85.0,0.0,1,,297.0,117,0,0,4824.0,10.1,2,0,12.0,0,22.6,0,24.8,32.2,0,927.9(17),1,01-08-2006
3196,,2.0,42.0,0,0,11.0,943.3(25),3.0,1011.7,936.2,16.9,,22.0,20,0,15.0,,0,14.0,80.0,0.0,3,,277.0,131,0,0,4291.0,7.7,5,1,12.0,0,23.6,0,24.0,31.1,0,930.9(11),2,01-08-2007
3196,,1.0,39.0,0,0,11.7,942.9(02),1.0,1011.8,936.7,18.5,,24.2,24,0,14.0,,0,16.0,85.0,0.0,0,,238.0,134,0,0,4483.0,0.0,1,0,10.0,0,27.8,0,25.7,32.8,0,928.8(11),0,01-08-2008
3196,,0.0,35.0,0,0,11.8,942.5(21),1.0,1012.5,937.7,20.3,,23.4,30,0,13.0,,0,18.0,86.0,0.0,1,,218.0,129,0,0,4628.0,0.3,2,1,9.0,0,29.8,0,27.3,34.3,0,931.1(24),0,01-08-2009
3196,,3.0,38.0,0,0,11.0,947.0(21),1.0,1013.0,937.9,18.8,,23.0,26,0,14.0,,0,14.0,80.0,0.0,2,,230.0,132,0,0,4194.0,6.6,2,2,10.0,0,27.7,0,26.2,33.5,0,932.1(31),1,01-08-2010
3196,,1.0,39.0,0,0,11.0,943.9(09),4.0,1011.8,936.7,18.7,,23.7,26,0,13.0,,0,17.0,80.0,0.0,4,,257.0,134,0,0,3731.0,12.9,8,4,11.0,0,25.2,0,25.8,32.8,0,928.6(01),2,01-08-2011
3196,,0.0,33.0,0,0,11.4,947.1(31),2.0,1013.2,938.2,19.5,,24.5,27,0,16.0,,0,15.0,83.0,0.0,0,,277.0,118,0,0,5410.0,0.0,3,0,13.0,0,26.0,0,26.7,33.8,0,931.3(05),0,01-08-2012
3196,,0.0,36.0,0,0,11.2,946.0(09),0.0,1013.0,938.0,18.4,,23.6,27,0,18.0,,0,13.0,82.0,0.0,1,,213.0,129,0,0,4452.0,1.0,4,2,8.0,0,28.2,0,26.1,33.8,0,930.1(26),1,01-08-2013
3196,,0.0,37.0,0,0,11.8,942.3(16),1.0,1011.8,936.7,18.1,,21.6,26,0,17.0,,0,14.0,86.0,0.0,0,,265.0,125,0,0,4608.0,0.0,0,0,12.0,0,27.2,0,25.2,32.1,0,930.9(02),0,01-08-2014
3196,,0.0,38.0,1,0,11.0,943.1(09),2.0,1012.5,937.2,18.6,,23.0,23,0,7.0,,0,24.0,80.0,1.0,3,,277.0,126,0,0,4282.0,18.9,2,4,11.0,0,24.8,0,25.5,32.3,0,931.2(23),2,01-08-2015
3196,,0.0,33.0,0,0,11.9,946.3(07),0.0,1014.7,939.7,20.1,,22.8,31,0,18.0,,0,13.0,87.0,0.0,0,,222.0,124,0,0,4105.0,0.0,1,1,9.0,0,30.0,0,27.4,34.7,0,932.3(18),0,01-08-2016
3196,,2.0,36.0,0,0,10.8,945.1(10),2.0,1013.3,938.2,19.7,,25.6,23,0,11.0,,1,18.0,79.0,0.0,3,,227.0,122,0,0,4229.0,13.8,4,2,9.0,0,21.8,0,26.5,33.3,0,932.8(07),2,01-08-2017
3196,,0.0,35.0,1,0,11.5,944.0(11),1.0,1013.0,938.2,20.5,,25.1,31,0,14.0,,1,17.0,84.0,0.0,1,,235.0,127,0,0,4468.0,12.8,1,3,10.0,0,31.2,0,27.6,34.7,0,931.6(07),1,01-08-2018
3196,,2.0,,1,0,11.3,942.9(22),2.0,1013.1,937.9,19.3,,22.3,26,0,13.0,,1,16.0,82.0,0.0,3,,287.0,125,1,0,4743.0,52.3,3,2,12.0,0,27.4,0,26.1,32.9,0,932.3(06),3,01-08-2019
3196,,1.0,37.0,0,0,11.4,943.4(22),0.0,1011.9,936.7,18.9,,25.0,23,0,14.0,,1,16.0,83.0,0.0,3,,258.0,123,0,0,4645.0,24.8,3,2,11.0,0,24.2,0,25.8,32.7,0,927.6(28),2,01-08-2020
3196,,0.0,34.0,0,0,11.2,943.6(13),2.0,1011.7,936.9,19.9,,25.4,29,0,11.0,,1,20.0,81.0,0.0,1,,272.0,120,0,0,4909.0,22.2,1,3,11.0,0,27.5,0,27.2,34.3,0,929.5(06),1,01-08-2021
3196,,1.0,35.0,0,0,11.3,942.7(19),1.0,1010.9,936.3,21.2,,25.2,27,0,15.0,,0,15.0,82.0,0.0,1,,264.0,135,0,0,4788.0,2.7,5,2,10.0,0,28.2,0,27.9,34.6,0,929.7(15),1,01-08-2022
3196,,0.0,30.0,0,0,11.6,944.2(11),1.0,1012.7,938.0,20.3,,25.0,26,0,21.0,,0,10.0,84.0,0.0,0,,269.0,113,0,0,5524.0,0.0,1,0,12.0,0,25.0,0,27.7,35.2,0,931.0(26),0,01-08-2023
3196,,2.0,35.0,0,0,11.1,941.2(10),3.0,1010.7,936.3,21.5,,25.5,29,0,19.0,,0,10.0,81.0,0.0,4,,249.0,133,0,0,4632.0,9.8,5,2,10.0,0,28.8,0,28.7,35.7,0,931.4(06),4,01-08-2024
3196,,4.0,47.0,0,1,8.3,943.5(26),0.0,1014.3,937.6,14.7,,20.0,16,0,11.0,,1,15.0,66.0,0.0,5,,224.0,112,0,0,2264.0,32.3,5,1,10.0,0,16.2,0,21.1,27.6,0,926.6(22),4,01-09-2001
3196,,7.0,55.0,0,1,8.0,944.3(30),1.0,1014.7,937.8,13.7,,17.6,5,0,3.0,,0,20.0,64.0,0.0,11,,233.0,130,0,1,2012.0,24.5,13,3,10.0,0,21.4,0,20.0,26.3,0,932.1(23),6,01-09-2002
3196,,3.0,45.0,0,0,9.2,946.6(12),1.0,1017.1,940.6,15.9,,18.8,11,0,7.0,,1,20.0,73.0,0.0,3,,276.0,119,1,0,2554.0,42.7,3,0,12.0,0,19.8,0,22.3,28.8,0,926.7(30),2,01-09-2003
3196,,2.0,42.0,0,0,9.2,945.8(22),0.0,1017.0,940.6,15.8,,19.6,19,0,9.0,,0,19.0,74.0,0.0,2,,258.0,118,0,0,3248.0,1.5,2,1,11.0,0,21.8,0,22.7,29.7,0,933.4(01),1,01-09-2004
3196,,1.0,41.0,0,0,9.2,947.9(14),1.0,1016.3,939.3,13.7,,21.5,8,0,12.0,,1,17.0,74.0,0.0,5,,252.0,101,0,0,3281.0,13.3,6,1,10.0,0,21.0,0,20.6,27.6,0,929.9(06),2,01-09-2005
3196,,3.0,47.0,0,0,7.9,946.5(04),2.0,1013.6,937.3,15.6,,22.2,13,0,6.0,,0,21.0,63.0,0.0,7,,272.0,122,0,0,3602.0,3.8,7,3,11.0,0,18.2,0,22.2,28.8,0,927.8(21),1,01-09-2006
3196,,2.0,54.0,0,0,8.9,943.9(15),0.0,1015.7,939.1,15.3,,18.0,9,0,9.0,,0,19.0,71.0,0.0,6,,193.0,141,0,0,2725.0,10.0,7,3,7.0,0,19.0,0,21.5,27.7,0,931.6(28),4,01-09-2007
3196,,3.0,52.0,1,0,8.5,944.2(28),2.0,1014.1,937.2,13.5,,17.6,4,0,7.0,,1,20.0,68.0,0.0,5,,231.0,124,0,0,2684.0,38.9,5,2,9.0,0,18.0,0,19.9,26.2,0,930.8(23),3,01-09-2008
3196,,4.0,51.0,0,0,8.4,945.1(22),0.0,1015.4,938.8,15.6,,21.5,11,0,5.0,,0,21.0,67.0,0.0,4,,216.0,131,0,0,2874.0,7.9,6,1,9.0,0,14.7,0,21.5,27.3,0,929.3(16),4,01-09-2009
3196,,6.0,49.0,0,0,8.5,945.9(14),1.0,1013.8,937.3,15.1,,19.8,10,0,5.0,,1,19.0,68.0,0.0,3,,194.0,125,0,0,2689.0,20.6,5,1,8.0,0,20.8,0,21.6,27.9,0,928.7(07),2,01-09-2010
3196,,2.0,41.0,0,0,9.5,947.5(06),0.0,1015.6,939.3,15.7,,20.0,11,0,17.0,,0,11.0,76.0,0.0,0,,194.0,112,0,0,3405.0,0.0,3,0,7.0,0,24.4,0,22.5,29.3,0,931.6(01),0,01-09-2011
3196,,5.0,48.0,0,0,8.4,945.5(01),2.0,1014.1,937.5,15.1,,19.9,14,0,10.0,,2,15.0,67.0,0.0,7,,242.0,117,1,0,3124.0,84.2,7,1,10.0,0,16.4,0,21.3,27.5,0,925.4(26),5,01-09-2012
3196,,3.0,47.0,0,1,9.2,945.6(09),1.0,1014.6,938.3,14.9,,19.6,12,0,9.0,,1,18.0,74.0,0.0,6,,200.0,124,0,0,2622.0,23.5,7,2,8.0,0,20.4,0,21.8,28.7,0,928.9(28),5,01-09-2013
3196,,2.0,54.0,0,0,8.2,945.8(30),2.0,1013.5,937.1,15.5,,21.4,8,0,5.0,,0,23.0,65.0,0.0,7,,215.0,139,0,0,2710.0,26.4,11,1,10.0,0,20.0,0,21.5,27.5,0,928.1(16),5,01-09-2014
3196,,3.0,45.0,1,0,8.4,945.6(19),1.0,1014.2,937.3,14.1,,18.4,1,0,6.0,,0,21.0,67.0,0.0,5,,240.0,108,0,0,2811.0,19.2,7,2,10.0,0,19.8,0,20.2,26.4,0,925.5(16),2,01-09-2015
3196,,1.0,41.0,0,0,9.2,949.3(28),0.0,1016.4,940.1,16.3,,23.0,12,0,7.0,,0,22.0,74.0,0.0,1,,186.0,113,0,0,2936.0,5.1,1,1,8.0,0,20.5,0,23.1,30.0,0,932.8(12),1,01-09-2016
3196,,1.0,42.0,0,0,9.7,945.8(28),0.0,1016.0,939.3,14.9,,20.3,8,0,11.0,,0,18.0,78.0,0.0,0,,208.0,108,0,0,3140.0,0.0,0,0,8.0,0,21.5,0,21.5,28.1,0,930.0(09),0,01-09-2017
3196,,2.0,50.0,0,0,8.9,951.0(26),0.0,1016.4,940.4,17.6,,22.5,18,0,8.0,,0,20.0,71.0,0.0,6,,192.0,151,0,0,2713.0,19.1,7,4,7.0,0,22.0,0,24.1,30.5,0,931.4(03),5,01-09-2018
3196,,4.0,52.0,0,0,8.4,948.0(12),1.0,1016.5,939.7,15.4,,19.6,5,0,9.0,,2,17.0,68.0,0.0,6,,248.0,128,0,0,2810.0,47.9,6,3,10.0,0,20.8,0,21.5,27.5,0,933.9(09),4,01-09-2019
3196,,6.0,47.0,0,0,9.0,946.1(04),2.0,1015.8,939.1,15.0,,19.8,12,0,6.0,,1,18.0,72.0,0.0,6,,264.0,119,0,0,2923.0,40.1,6,2,10.0,0,19.3,0,21.3,27.6,0,933.3(18),3,01-09-2020
3196,,5.0,56.0,0,0,7.6,946.9(29),0.0,1016.0,939.1,15.4,,21.3,5,0,2.0,,1,23.0,61.0,0.0,7,,230.0,136,0,0,2404.0,40.0,8,3,9.0,0,19.9,0,21.0,26.6,0,934.3(14),5,01-09-2021
3196,,5.0,50.0,0,0,8.7,942.3(30),3.0,1012.8,936.3,15.6,,22.5,6,0,5.0,,1,20.0,70.0,0.0,6,,277.0,129,0,0,3153.0,22.7,7,2,10.0,0,16.7,0,21.6,27.5,0,928.5(29),3,01-09-2022
3196,,7.0,65.0,0,0,7.2,947.5(30),0.0,1014.9,938.2,15.3,,20.0,3,0,8.0,,2,15.0,59.0,0.0,14,,210.0,160,2,0,1835.0,119.1,14,5,9.0,0,18.8,0,20.7,26.1,0,930.3(21),10,01-09-2023
3196,,4.0,46.0,0,0,8.9,945.5(28),2.0,1013.5,936.7,14.2,,20.0,8,0,9.0,,1,17.0,72.0,0.0,2,,268.0,108,0,0,2924.0,27.5,4,1,11.0,0,21.7,0,20.6,26.9,0,926.2(06),1,01-09-2024
3196,,12.0,73.0,0,2,5.7,950.2(24),1.0,1019.1,940.8,11.8,,15.4,0,0,2.0,,2,17.0,52.0,0.0,13,,247.0,135,0,1,1114.0,73.2,14,0,10.0,0,14.8,0,16.5,21.3,0,926.1(20),9,01-10-2001
3196,,9.0,73.0,0,2,6.0,948.7(28),3.0,1017.4,938.8,10.1,,13.8,0,0,2.0,,3,20.0,54.0,0.0,10,,254.0,124,0,0,1030.0,61.9,13,2,10.0,0,14.0,0,15.0,19.9,0,923.0(09),7,01-10-2002
3196,,9.0,74.0,0,1,5.2,945.7(07),4.0,1013.5,935.0,10.0,,14.8,0,0,3.0,,5,19.0,47.0,0.0,17,,307.0,120,2,1,910.0,170.9,19,2,13.0,0,9.4,0,14.2,18.4,0,910.6(31),14,01-10-2003
3196,,6.0,65.0,0,1,6.3,945.1(02),4.0,1014.4,936.2,10.4,,15.4,4,0,4.0,,3,21.0,56.0,0.0,12,,312.0,111,0,0,1872.0,100.5,14,1,13.0,0,11.6,0,15.5,20.6,0,921.3(27),8,01-10-2004
3196,,10.0,66.0,0,1,5.9,945.7(03),3.0,1017.2,938.8,10.7,,14.4,1,0,8.0,,4,13.0,53.0,0.0,11,,237.0,113,0,0,1518.0,90.9,12,2,10.0,0,15.0,0,15.5,20.3,0,932.6(31),11,01-10-2005
3196,,8.0,68.0,0,2,5.6,949.4(28),1.0,1014.7,936.9,12.2,,15.6,0,0,5.0,,5,18.0,50.0,0.0,13,,286.0,129,0,0,1537.0,105.1,15,1,11.0,0,15.0,0,17.0,21.8,0,925.7(18),11,01-10-2006
3196,,4.0,65.0,0,1,7.9,947.4(09),1.0,1018.4,939.9,9.9,,15.0,0,0,12.0,,1,15.0,71.0,0.0,6,,152.0,116,0,0,1692.0,40.0,7,2,6.0,0,14.6,0,15.4,20.9,0,930.7(24),4,01-10-2007
3196,,11.0,65.0,0,0,5.9,948.4(26),3.0,1017.7,939.0,9.2,,14.2,0,0,9.0,,5,11.0,53.0,0.0,13,,224.0,110,1,0,1684.0,95.2,14,0,8.0,0,10.0,0,14.4,19.6,0,913.0(31),9,01-10-2008
3196,,4.0,56.0,0,2,8.2,947.8(31),2.0,1016.4,938.6,11.5,,17.6,0,0,9.0,,2,18.0,74.0,0.0,4,,179.0,112,0,0,2104.0,43.8,5,2,7.0,0,13.4,0,17.6,23.6,0,917.3(22),3,01-10-2009
3196,,7.0,60.0,0,0,7.6,947.0(27),3.0,1012.9,934.6,8.6,,15.8,0,0,11.0,,1,13.0,68.0,0.0,7,,200.0,98,0,0,1570.0,43.5,9,1,8.0,0,11.2,0,14.6,20.6,0,919.7(31),5,01-10-2010
3196,,1.0,55.0,0,0,8.5,948.6(10),0.0,1018.4,940.5,11.1,,15.4,5,0,12.0,,1,18.0,76.0,0.0,4,,178.0,106,0,0,2259.0,22.1,4,0,6.0,0,14.5,0,17.5,23.9,0,920.5(24),4,01-10-2011
3196,,6.0,66.0,0,1,7.0,944.9(07),1.0,1013.0,934.7,10.1,,16.9,0,0,7.0,,1,18.0,62.0,0.0,10,,192.0,113,0,1,1482.0,38.1,12,1,7.0,0,8.0,0,15.1,20.1,0,919.9(30),4,01-10-2012
3196,,6.0,66.0,0,1,6.8,946.8(27),0.0,1017.3,939.1,10.5,,18.2,0,0,7.0,,1,18.0,61.0,0.0,8,,172.0,123,0,1,1329.0,31.1,9,2,8.0,0,15.0,0,16.0,21.6,0,930.5(22),7,01-10-2013
3196,,3.0,63.0,0,0,7.1,948.6(22),1.0,1016.7,939.1,12.5,,16.0,0,0,6.0,,3,22.0,65.0,0.0,7,,185.0,131,1,0,1659.0,82.5,7,2,8.0,0,15.1,0,18.0,23.4,0,927.0(11),6,01-10-2014
3196,,10.0,68.0,0,0,5.7,944.0(01),1.0,1015.0,936.8,10.8,,15.4,0,0,3.0,,2,18.0,51.0,0.0,11,,199.0,121,0,0,1319.0,56.4,12,1,8.0,0,15.4,0,15.6,20.3,0,928.9(11),9,01-10-2015
3196,,9.0,63.0,0,2,6.3,951.4(28),0.0,1015.7,937.8,11.9,,15.8,0,0,5.0,,4,17.0,57.0,0.0,12,,148.0,118,0,0,1476.0,71.3,13,0,6.0,0,13.6,0,17.4,22.8,0,922.7(13),10,01-10-2016
3196,,4.0,51.0,0,2,9.0,950.1(27),0.0,1020.7,942.8,12.4,,17.5,4,0,18.0,,1,9.0,81.0,0.0,3,,132.0,108,0,1,2330.0,25.3,4,1,4.0,0,14.8,0,19.0,25.6,0,931.6(18),2,01-10-2017
3196,,7.0,64.0,0,0,6.9,947.5(23),1.0,1014.0,935.8,10.7,,15.0,0,0,10.0,,1,14.0,61.0,0.0,14,,239.0,112,0,0,1729.0,46.5,15,1,10.0,0,9.5,0,15.8,20.8,0,921.0(30),9,01-10-2018
3196,,5.0,63.0,0,0,7.5,945.4(25),3.0,1016.5,938.4,10.7,,15.9,0,0,6.0,,2,20.0,67.0,0.0,9,,240.0,117,0,0,1786.0,39.1,12,1,9.0,0,11.2,0,16.4,22.1,0,925.6(19),6,01-10-2019
3196,,7.0,62.0,0,1,7.4,948.6(29),4.0,1017.7,938.9,8.8,,13.0,0,0,7.0,,2,17.0,67.0,1.0,7,,288.0,101,0,0,1883.0,46.1,7,1,10.0,0,13.4,0,14.3,19.7,0,917.1(02),6,01-10-2020
3196,,6.0,59.0,0,0,7.7,947.4(19),2.0,1018.1,939.9,11.0,,13.6,0,0,8.0,,2,17.0,69.0,0.0,5,,204.0,112,2,0,1841.0,99.1,5,0,7.0,0,14.2,0,16.8,22.6,0,926.1(30),5,01-10-2021
3196,,14.0,62.0,0,3,5.9,948.2(02),3.0,1018.5,940.9,13.5,,16.0,1,0,4.0,,0,13.0,52.0,0.0,9,,192.0,129,0,0,1967.0,17.0,9,1,8.0,0,15.9,0,18.9,24.4,0,933.0(22),6,01-10-2022
3196,,12.0,69.0,0,2,6.3,948.3(04),4.0,1014.3,936.7,12.5,,16.4,7,0,6.0,,2,13.0,56.0,0.0,14,,297.0,136,2,2,1729.0,154.0,13,0,12.0,0,13.0,0,17.8,23.0,0,912.4(19),11,01-10-2023
3196,,11.0,69.0,0,1,4.7,948.3(23),3.0,1015.3,937.3,11.9,,17.5,0,0,1.0,,3,19.0,43.0,0.0,14,,274.0,129,0,1,1336.0,83.4,16,1,11.0,0,13.5,0,16.5,21.1,0,923.5(09),10,01-10-2024
3196,,6.0,65.0,0,0,6.5,949.3(02),2.0,1022.9,942.0,3.5,,11.2,0,0,10.0,,1,14.0,66.0,0.0,7,,197.0,73,0,0,999.0,24.5,7,0,8.0,3,7.2,0,8.4,13.3,0,933.4(09),5,01-11-2001
3196,,14.0,81.0,0,6,3.9,950.1(30),4.0,1015.9,936.0,5.9,,11.4,0,0,1.0,,4,15.0,39.0,0.0,19,,306.0,100,0,4,739.0,91.2,19,0,13.0,0,8.4,0,9.8,13.7,0,909.1(14),13,01-11-2002
3196,,12.0,80.0,0,4,4.4,948.3(13),3.0,1017.7,937.8,6.5,,9.8,0,1,5.0,,2,13.0,44.0,0.0,8,,264.0,102,1,0,566.0,87.1,13,0,10.0,0,9.6,0,10.4,14.2,0,915.1(01),8,01-11-2003
3196,,4.0,70.0,0,3,6.8,949.5(26),1.0,1022.2,941.6,4.1,,10.0,0,0,14.0,,1,12.0,68.0,0.0,5,,165.0,82,0,0,890.0,28.0,6,0,6.0,1,8.6,0,9.2,14.3,0,925.1(30),3,01-11-2004
3196,,9.0,72.0,0,4,4.8,951.0(09),0.0,1018.5,938.0,4.2,,9.6,0,1,4.0,,2,17.0,48.0,0.0,7,,221.0,82,0,2,890.0,56.1,7,0,9.0,4,6.8,2,8.3,12.3,0,921.7(25),5,01-11-2005
3196,,14.0,82.0,0,2,4.4,951.2(11),2.0,1020.8,941.1,8.3,,12.4,0,0,6.0,,4,10.0,44.0,0.0,13,,255.0,114,1,1,723.0,122.6,17,0,10.0,0,11.2,0,11.8,15.3,0,923.4(25),9,01-11-2006
3196,,2.0,59.0,1,0,7.8,948.9(07),0.0,1019.7,939.3,3.1,,7.4,0,0,21.0,,2,7.0,78.0,0.0,3,,121.0,69,0,0,1458.0,47.0,2,0,4.0,4,6.6,0,9.3,15.5,0,923.3(20),2,01-11-2007
3196,,3.0,67.0,0,0,6.5,949.6(09),2.0,1017.9,937.3,3.2,,7.6,0,0,13.0,,0,14.0,66.0,0.0,4,,215.0,73,0,0,1025.0,10.6,5,0,8.0,4,6.2,0,7.9,12.6,0,915.7(29),2,01-11-2008
3196,,5.0,66.0,0,2,6.0,951.9(23),3.0,1018.5,938.8,6.7,,12.8,0,0,5.0,,0,20.0,59.0,0.0,5,,246.0,90,0,0,1352.0,12.7,10,0,10.0,0,8.8,0,11.3,16.0,0,923.3(29),2,01-11-2009
3196,,6.0,71.0,0,2,5.9,950.4(04),2.0,1013.5,933.4,4.2,,9.5,0,0,4.0,,0,20.0,58.0,0.0,9,,245.0,81,0,1,996.0,28.2,10,0,9.0,5,2.6,1,8.6,13.0,0,912.0(09),6,01-11-2010
3196,,12.0,78.0,0,1,4.0,951.0(26),2.0,1017.5,937.9,7.4,,12.6,0,0,4.0,,1,14.0,41.0,0.0,11,,214.0,104,0,1,779.0,54.9,15,1,8.0,0,11.4,0,11.2,14.9,0,917.5(04),9,01-11-2011
3196,,10.0,76.0,0,1,4.2,946.1(06),1.0,1015.3,935.5,6.5,,10.2,0,0,1.0,,4,19.0,43.0,0.0,10,,215.0,97,0,1,889.0,68.4,10,0,8.0,0,7.6,0,10.0,13.6,0,923.5(01),8,01-11-2012
3196,,3.0,64.0,0,2,6.5,948.3(10),2.0,1020.3,939.9,3.7,,13.8,0,0,13.0,,1,14.0,65.0,0.0,3,,223.0,78,0,1,1254.0,13.2,4,0,9.0,8,6.9,1,8.9,14.1,0,927.5(18),2,01-11-2013
3196,,11.0,79.0,0,4,4.7,945.2(01),3.0,1010.9,931.7,7.1,,12.4,0,0,1.0,,2,18.0,47.0,0.0,19,,257.0,105,0,1,809.0,65.7,20,1,10.0,0,9.8,0,10.9,14.6,0,907.7(28),12,01-11-2014
3196,,3.0,70.0,0,3,7.1,955.2(30),1.0,1024.8,944.9,6.8,,13.9,0,0,14.0,,1,13.0,72.0,0.0,6,,149.0,101,0,0,882.0,27.1,6,0,,0,8.9,0,12.2,17.5,0,930.6(02),2,01-11-2015
3196,,10.0,75.0,0,2,5.0,949.0(15),2.0,1016.8,936.8,5.5,,12.0,0,0,5.0,,4,15.0,50.0,0.0,10,,183.0,91,0,1,706.0,78.8,14,0,7.0,0,6.0,0,9.8,14.0,0,921.6(21),8,01-11-2016
3196,,5.0,57.0,0,0,7.7,950.1(26),0.0,1020.8,940.6,4.9,,11.8,0,0,11.0,,0,14.0,77.0,0.0,3,,127.0,73,0,0,1207.0,7.6,4,0,5.0,1,9.8,0,10.7,16.5,0,927.6(29),2,01-11-2017
3196,,11.0,80.0,0,3,4.9,945.5(13),2.0,1015.5,935.7,6.7,,12.2,0,0,1.0,,2,18.0,49.0,0.0,18,,285.0,101,0,1,751.0,67.1,19,0,11.0,0,9.5,0,10.4,14.0,0,921.5(20),14,01-11-2018
3196,,9.0,74.0,0,0,4.7,943.6(01),7.0,1012.6,932.9,6.3,,14.1,0,0,0.0,,0,21.0,47.0,0.0,17,,453.0,92,0,0,1191.0,38.2,19,0,17.0,0,7.6,0,9.8,13.3,0,913.4(22),9,01-11-2019
3196,,9.0,79.0,0,6,4.6,952.3(19),1.0,1021.8,941.9,7.5,,11.6,0,0,4.0,,2,17.0,46.0,0.0,11,,164.0,107,0,4,654.0,54.0,12,0,7.0,0,11.5,0,11.6,15.7,0,926.5(28),9,01-11-2020
3196,,3.0,66.0,0,1,6.7,947.3(30),2.0,1017.8,937.4,4.3,,9.6,0,0,11.0,,0,16.0,67.0,0.0,6,,240.0,75,0,1,1098.0,21.4,6,0,8.0,0,6.4,0,9.2,14.0,0,926.4(27),3,01-11-2021
3196,,9.0,74.0,0,1,5.5,950.3(26),7.0,1019.7,940.0,7.4,,12.5,0,0,3.0,,0,18.0,55.0,0.0,13,,325.0,103,0,0,1012.0,36.8,14,1,12.0,0,12.0,0,11.8,16.1,0,929.5(17),9,01-11-2022
