indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3200,,11,76,0,11,4.6,957.7(17),2.0,1019.9,946.5,2.3,,8.5,0,0.0,7,,1,13,48,0.0,10,,201.0,77,0,4.0,425,34.2,10,0,8.0,8,5.1,0,6.3,10.2,0.0,927.3(27),6,01-01-2011
3200,,3,69,0,1,7.6,965.1(19),1.0,1027.5,953.7,0.8,,7.4,0,0.0,14,,0,14,78,0.0,2,,,68,0,1.0,659,4.8,3,0,6.0,15,5.4,0,6.6,12.4,0.0,939.4(16),2,01-01-2012
3200,,7,74,1,7,5.1,966.2(04),11.0,1021.5,948.1,2.6,,8.4,0,0.0,4,,0,20,53,0.0,9,,,73,0,5.0,674,17.5,8,0,13.0,8,4.4,0,6.7,10.8,0.0,909.8(19),6,01-01-2013
3200,,8,75,0,3,3.9,955.9(24),6.0,1016.1,943.5,4.2,,10.0,0,0.0,0,,2,23,40,1.0,13,,,82,0,1.0,730,51.6,16,0,15.0,0,7.6,1,7.9,11.5,0.0,923.2(19),10,01-01-2014
3200,,4,68,0,1,7.2,970.3(09),4.0,1025.4,951.6,-0.1,,9.6,0,0.0,13,,0,14,74,0.0,4,,,65,0,0.0,690,20.8,4,0,7.0,19,3.6,1,6.0,12.1,0.0,922.7(31),4,01-01-2015
3200,,13,80,0,6,4.1,962.3(30),6.0,1022.5,949.6,4.6,,9.8,0,0.0,2,,1,16,42,0.0,12,,,90,0,2.0,532,33.4,16,0,12.0,2,7.2,0,8.3,12.0,0.0,930.8(04),6,01-01-2016
3200,,6,67,0,3,5.8,957.9(07),2.0,1023.0,949.3,0.8,,8.8,0,0.0,7,,1,18,60,0.0,3,,,64,0,2.0,590,15.1,4,0,9.0,15,4.0,0,6.0,11.2,0.0,935.5(27),2,01-01-2017
3200,,6,79,0,3,5.8,963.3(28),4.0,1023.8,950.4,2.4,,8.4,0,0.0,8,,2,17,60,0.0,8,,,81,0,2.0,609,56.6,8,0,11.0,3,3.5,1,6.9,11.5,0.0,924.9(06),6,01-01-2018
3200,,5,63,0,0,7.1,961.4(05),5.0,1021.7,948.3,0.5,,6.6,0,0.0,11,,0,15,74,0.0,3,,,63,0,0.0,845,14.0,4,0,10.0,18,5.4,0,6.5,12.6,0.0,925.4(31),3,01-01-2019
3200,,10,76,0,3,4.6,961.6(04),3.0,1026.6,953.0,2.7,,9.4,0,0.0,7,,0,14,49,0.0,10,,,77,0,2.0,557,14.4,12,0,11.0,9,5.8,0,7.0,11.3,0.0,943.5(21),5,01-01-2020
3200,,10,82,0,5,4.6,958.2(13),5.0,1019.4,945.5,-0.6,,10.0,0,0.0,5,,1,16,48,1.0,9,,,72,1,2.0,398,53.3,6,0,12.0,19,0.0,3,3.7,8.0,0.0,929.8(09),7,01-01-2021
3200,,2,65,0,1,7.5,961.8(29),2.0,1028.3,954.5,0.8,,6.4,0,0.0,19,,0,10,78,0.0,2,,,66,0,1.0,719,10.7,2,0,7.0,13,8.5,0,6.9,13.0,0.0,938.2(04),2,01-01-2022
3200,,4,70,1,4,6.7,962.3(04),6.0,1023.9,950.3,1.4,,8.8,0,0.0,9,,0,18,69,0.0,4,,,71,0,4.0,758,8.0,6,0,13.0,12,6.5,0,6.5,11.5,0.0,929.2(17),3,01-01-2023
3200,,10,79,0,3,4.9,966.3(23),2.0,1023.5,950.5,4.5,,10.6,0,0.0,2,,2,19,51,0.0,11,,,92,0,1.0,500,49.7,11,0,10.0,2,8.0,0,8.6,12.8,0.0,930.4(17),8,01-01-2024
3200,,4,67,1,3,6.9,965.1(11),4.0,1022.0,948.9,3.0,,7.6,0,0.0,9,,0,15,64,0.0,10,,300.0,74,0,2.0,817,28.4,8,1,12.0,1,8.6,1,8.1,13.1,0.0,930.6(27),5,01-02-2001
3200,,4,67,0,8,7.5,960.9(19),4.0,1024.4,951.3,2.6,,8.0,0,0.0,7,,0,17,70,0.0,3,,257.0,76,0,2.0,850,4.9,4,0,10.0,4,9.6,0,8.4,14.2,0.0,938.3(28),2,01-02-2002
3200,,11,70,0,1,4.6,957.1(28),2.0,1019.8,946.4,2.0,,7.2,0,0.0,6,,2,11,44,0.0,9,,286.0,70,0,1.0,621,47.7,10,0,11.0,9,2.4,1,6.6,11.2,0.0,931.7(19),7,01-02-2003
3200,,9,70,0,8,6.1,963.3(05),1.0,1020.4,947.3,2.1,,8.0,0,0.0,10,,3,10,57,0.0,9,,215.0,75,0,5.0,577,61.7,7,0,8.0,5,5.4,2,7.6,13.1,0.0,922.1(21),6,01-02-2004
3200,,4,60,1,1,6.8,965.9(11),7.0,1020.0,946.3,-0.2,,4.2,0,0.0,11,,2,13,64,2.0,5,,307.0,54,0,0.0,650,36.6,3,0,12.0,15,3.4,4,5.1,10.3,0.0,929.9(22),5,01-02-2005
3200,,7,65,1,1,6.6,953.7(07),5.0,1016.4,943.2,1.1,,6.4,0,0.0,10,,1,11,62,0.0,6,,288.0,63,0,1.0,751,42.3,4,1,11.0,10,5.2,3,6.4,11.6,0.0,925.1(26),4,01-02-2006
3200,,8,73,0,1,4.8,956.2(27),6.0,1018.8,946.3,5.4,,10.0,0,0.0,1,,1,19,45,2.0,10,,360.0,87,0,0.0,707,40.0,14,1,15.0,0,7.6,0,9.3,13.2,0.0,931.9(16),4,01-02-2007
3200,,8,70,0,3,4.6,960.6(06),1.0,1024.9,951.9,4.6,,9.2,0,0.0,5,,0,16,43,0.0,9,,209.0,82,0,2.0,677,19.2,10,0,9.0,1,9.4,0,9.3,14.0,0.0,937.8(03),6,01-02-2008
3200,,7,63,0,1,6.6,957.3(22),2.0,1015.6,943.0,2.8,,7.2,0,0.0,11,,1,10,61,0.0,8,,252.0,66,0,0.0,922,42.8,6,0,9.0,0,5.4,2,8.0,13.2,0.0,917.1(02),7,01-02-2009
3200,,9,71,0,1,4.7,952.3(02),9.0,1008.7,936.2,2.9,,8.2,0,0.0,2,,2,17,44,1.0,15,,357.0,73,0,2.0,767,82.0,15,0,14.0,7,3.0,1,6.7,10.4,0.0,918.3(16),12,01-02-2010
3200,,3,63,0,1,7.6,961.5(04),4.0,1021.3,948.4,2.5,,10.2,0,0.0,7,,1,18,71,0.0,7,,253.0,70,0,0.0,998,30.0,8,0,11.0,4,7.6,0,8.3,14.1,0.0,923.6(17),5,01-02-2011
3200,,0,47,0,0,9.4,959.2(04),8.0,1025.0,951.2,-0.7,,6.8,0,0.0,15,,0,14,87,0.0,2,,,44,0,0.0,1135,3.5,3,0,11.0,19,4.2,0,6.0,12.7,0.0,939.0(02),1,01-02-2012
3200,,8,65,0,1,6.3,959.0(04),7.0,1018.7,945.6,2.3,,7.6,0,0.0,3,,0,17,60,0.0,10,,,66,0,0.0,830,19.2,8,0,15.0,3,5.8,2,6.9,11.4,0.0,928.9(23),6,01-02-2013
3200,,11,72,0,0,5.0,956.4(27),10.0,1016.8,944.1,3.7,,10.0,0,0.0,1,,1,16,46,0.0,12,,,76,0,0.0,866,36.8,15,0,18.0,3,5.4,2,7.6,11.4,0.0,921.9(10),8,01-02-2014
3200,,4,63,0,1,6.4,959.3(18),8.0,1019.7,946.6,2.8,,8.4,0,0.0,1,,0,23,60,0.0,6,,,65,0,0.0,1010,28.2,5,0,17.0,5,3.8,1,7.1,11.4,0.0,926.2(04),6,01-02-2015
3200,,7,65,1,1,5.9,963.5(04),9.0,1019.7,947.0,4.0,,11.4,0,0.0,6,,1,16,56,0.0,10,,,75,0,2.0,916,40.3,10,0,18.0,1,8.6,0,8.4,12.8,0.0,923.3(27),8,01-02-2016
3200,,9,70,0,1,5.2,959.5(16),10.0,1019.4,946.8,4.6,,9.2,0,0.0,4,,1,15,48,0.0,11,,,82,0,0.0,896,37.7,11,1,13.0,0,6.4,1,9.0,13.4,0.0,927.3(13),8,01-02-2017
3200,,7,60,0,1,6.2,954.8(15),2.0,1015.0,942.0,0.6,,6.4,0,0.0,5,,4,16,58,0.0,7,,,59,0,1.0,801,73.1,5,0,11.0,13,3.6,3,5.9,11.2,0.0,919.8(28),6,01-02-2018
3200,,1,58,0,1,9.0,959.9(24),3.0,1025.2,952.2,2.5,,5.4,0,0.0,14,,0,13,84,0.0,1,,,66,0,1.0,860,1.8,1,0,7.0,2,9.6,0,9.2,15.9,0.0,921.2(01),1,01-02-2019
3200,,6,71,0,9,6.1,962.1(23),1.0,1026.5,953.9,5.2,,10.2,0,0.0,8,,0,15,57,0.0,0,,,92,0,8.0,732,0.0,2,0,7.0,0,11.0,0,10.6,16.0,0.0,941.0(29),0,01-02-2020
3200,,13,73,0,1,6.0,961.3(23),5.0,1018.1,946.0,6.1,,9.0,0,0.0,0,,1,15,56,0.0,9,,,94,0,1.0,745,40.5,10,1,12.0,0,9.8,0,10.5,14.9,0.0,929.9(05),6,01-02-2021
3200,,5,59,0,1,7.6,958.8(08),1.0,1025.1,952.4,3.7,,7.4,0,0.0,9,,0,14,71,0.0,3,,,74,0,0.0,1007,4.6,4,0,9.0,1,10.5,0,10.1,16.4,0.0,943.5(18),2,01-02-2022
3200,,1,58,0,0,8.0,963.8(10),1.0,1024.7,951.4,1.6,,7.8,0,0.0,9,,0,18,75,0.0,2,,,61,0,0.0,1003,3.0,2,0,10.0,10,8.5,0,7.8,13.9,0.0,932.7(25),1,01-02-2023
3200,,8,69,1,1,6.3,963.1(01),6.0,1020.5,948.2,4.9,,10.4,0,0.0,5,,0,16,59,0.0,5,,,88,0,0.0,878,17.6,8,0,13.0,0,8.6,0,10.1,15.3,0.0,917.9(09),4,01-02-2024
3200,,12,75,2,1,5.4,952.7(13),10.0,1012.6,941.2,7.6,,12.2,0,0.0,2,,2,17,45,1.0,13,,409.0,107,0,0.0,1113,56.2,15,2,18.0,0,7.0,0,12.1,16.5,0.0,919.9(02),11,01-03-2001
3200,,13,65,0,3,6.5,958.2(21),2.0,1016.8,944.8,5.6,,9.2,0,0.0,7,,1,11,53,0.0,8,,258.0,84,0,1.0,1098,42.4,10,0,10.0,0,6.4,0,11.0,16.5,0.0,933.3(13),5,01-03-2002
3200,,6,60,1,3,7.1,956.6(16),3.0,1020.2,948.2,6.1,,9.3,0,0.0,8,,2,17,60,0.0,6,,271.0,85,0,0.0,1142,42.7,7,1,10.0,0,11.4,0,11.8,17.5,0.0,933.3(30),5,01-03-2003
3200,,11,65,0,1,5.5,959.4(03),1.0,1020.7,948.0,4.4,,9.8,0,0.0,4,,3,16,46,0.0,12,,312.0,78,0,1.0,976,67.6,11,0,13.0,4,6.6,3,9.3,14.3,0.0,930.3(29),8,01-03-2004
3200,,5,55,0,2,7.3,958.6(17),4.0,1017.8,945.6,4.3,,13.4,0,0.0,3,,0,23,61,0.0,5,,286.0,75,0,0.0,1277,11.6,5,1,12.0,9,5.6,0,10.3,16.4,0.0,934.6(01),1,01-03-2005
3200,,6,64,1,2,7.4,957.7(06),9.0,1015.9,944.1,5.5,,9.6,0,0.0,4,,0,21,63,0.0,8,,362.0,87,0,2.0,1203,22.9,9,1,14.0,2,8.8,0,10.9,16.3,0.0,928.2(05),6,01-03-2006
3200,,3,53,0,2,7.7,961.9(10),5.0,1020.0,947.6,4.9,,8.2,0,0.0,4,,0,24,65,1.0,6,,343.0,67,0,2.0,1455,9.2,7,0,16.0,1,10.0,0,10.3,15.7,0.0,936.6(25),3,01-03-2007
3200,,2,51,1,0,8.4,955.3(01),11.0,1016.1,944.2,5.1,,11.0,0,0.0,3,,0,26,70,0.0,3,,389.0,69,0,0.0,1755,8.5,4,0,17.0,2,10.2,0,11.2,17.2,0.0,924.3(22),3,01-03-2008
3200,,5,48,0,0,8.3,955.1(17),5.0,1015.8,944.3,6.1,,11.6,0,0.0,14,,0,12,69,2.0,6,,266.0,67,0,0.0,1653,13.9,7,0,10.0,0,9.8,0,12.3,18.5,0.0,925.0(05),5,01-03-2009
3200,,9,60,1,0,5.9,955.1(17),5.0,1017.4,945.0,4.7,,11.2,0,0.0,5,,1,17,49,1.0,10,,306.0,72,1,0.0,1223,52.6,11,1,12.0,4,5.4,2,9.3,13.9,0.0,933.7(08),6,01-03-2010
3200,,12,65,0,0,5.3,956.5(31),3.0,1018.2,945.9,5.5,,10.5,0,0.0,4,,1,15,44,0.0,11,,285.0,82,0,0.0,1046,40.3,11,1,13.0,0,7.0,2,10.1,14.7,0.0,928.4(14),10,01-03-2011
3200,,3,46,0,0,8.6,961.6(10),1.0,1023.8,951.7,5.1,,9.2,0,0.0,11,,1,17,72,0.0,2,,,62,0,0.0,1845,22.7,3,0,11.0,0,6.8,0,11.6,18.2,0.0,937.8(31),2,01-03-2012
3200,,11,73,0,0,5.0,947.2(15),10.0,1008.0,936.3,5.7,,10.2,0,0.0,0,,3,20,42,1.0,21,,,89,0,0.0,941,87.7,21,1,17.0,1,8.8,0,9.5,13.4,0.0,924.7(05),16,01-03-2013
3200,,6,55,0,0,7.5,956.7(15),7.0,1017.6,945.8,6.0,,10.8,0,0.0,9,,1,16,63,0.0,7,,,75,0,0.0,1572,26.3,10,0,14.0,0,12.0,0,11.7,17.3,0.0,931.4(29),4,01-03-2014
3200,,6,55,0,2,7.0,962.0(05),3.0,1020.3,948.4,5.7,,11.5,0,0.0,6,,1,19,59,0.0,6,,,76,0,1.0,1422,25.3,7,0,13.0,0,9.0,0,11.6,17.4,0.0,930.5(24),5,01-03-2015
3200,,3,54,0,0,7.8,955.6(01),7.0,1016.1,943.9,4.1,,8.3,0,0.0,6,,2,22,66,0.0,10,,,65,0,0.0,1429,41.7,11,0,15.0,0,11.2,0,9.6,15.1,0.0,932.2(04),5,01-03-2016
3200,,8,60,0,3,6.9,957.2(08),5.0,1018.9,947.1,5.7,,10.8,0,0.0,4,,0,19,58,0.0,7,,,82,0,1.0,1377,16.3,8,0,13.0,2,6.2,1,11.7,17.6,0.0,929.4(03),6,01-03-2017
3200,,8,67,1,0,5.6,953.6(27),12.0,1008.6,936.8,4.6,,9.4,0,0.0,1,,4,22,46,2.0,20,,,76,0,0.0,1172,125.0,19,0,20.0,0,9.0,2,8.8,13.0,0.0,912.4(01),17,01-03-2018
3200,,2,45,0,0,9.5,959.9(09),2.0,1022.3,950.4,5.9,,10.0,0,0.0,13,,0,16,79,0.0,2,,,64,0,0.0,1692,9.1,3,1,12.0,0,12.4,0,12.4,18.9,0.0,932.1(06),1,01-03-2019
3200,,12,66,0,0,5.9,955.7(10),6.0,1016.9,945.1,6.3,,10.7,0,0.0,1,,1,18,49,0.0,12,,,89,0,0.0,1175,51.6,12,2,14.0,0,9.8,1,11.3,16.4,0.0,930.9(02),8,01-03-2020
3200,,5,58,0,0,7.4,957.2(03),3.0,1021.6,949.6,5.5,,12.0,0,0.0,8,,0,18,61,0.0,2,,,81,0,0.0,1540,3.1,3,0,12.0,1,10.6,0,11.4,17.2,0.0,939.0(19),1,01-03-2021
3200,,18,70,1,0,3.2,954.7(01),2.0,1017.2,945.1,6.8,,12.0,0,0.0,1,,3,12,27,0.0,17,,,90,0,0.0,899,94.7,19,1,14.0,0,10.8,0,10.5,14.2,0.0,931.9(30),14,01-03-2022
3200,,2,55,0,1,8.5,953.0(28),4.0,1017.8,946.4,6.4,,12.0,0,0.0,6,,1,23,71,0.0,6,,,82,0,1.0,1761,20.2,7,0,14.0,3,7.8,0,12.7,19.0,0.0,937.4(07),3,01-03-2023
3200,,13,68,4,1,5.5,955.0(16),10.0,1011.0,939.7,6.3,,13.4,0,0.0,1,,3,17,46,0.0,12,,,95,0,1.0,998,70.8,9,2,16.0,0,9.0,0,11.5,16.6,0.0,921.9(25),11,01-03-2024
3200,,3,50,0,0,9.6,956.2(09),4.0,1017.0,945.7,7.2,,11.8,0,0.0,9,,0,18,72,0.0,5,,349.0,80,0,0.0,1867,18.5,5,2,14.0,0,13.6,0,13.5,19.8,0.0,933.3(29),4,01-04-2001
3200,,5,53,0,0,8.7,958.1(22),2.0,1012.8,941.8,7.3,,13.8,0,0.0,8,,1,17,65,0.0,7,,257.0,82,0,0.0,1652,48.5,8,2,9.0,0,11.2,0,13.5,19.8,0.0,918.9(11),5,01-04-2002
3200,,9,57,0,1,7.7,952.2(17),6.0,1013.4,942.4,7.6,,12.6,0,0.0,7,,1,14,58,0.0,10,,319.0,90,0,0.0,1362,33.2,12,1,14.0,0,13.2,0,13.3,19.0,0.0,931.8(13),8,01-04-2003
3200,,4,56,0,1,8.4,956.5(03),4.0,1013.6,942.3,6.1,,11.8,0,0.0,7,,1,19,63,0.0,7,,340.0,82,0,0.0,1435,38.9,11,2,14.0,0,10.4,0,12.2,18.2,0.0,929.3(29),4,01-04-2004
3200,,7,52,0,1,9.1,955.9(05),8.0,1015.3,944.4,7.9,,14.8,1,0.0,8,,1,15,68,0.0,4,,358.0,87,0,0.0,1744,12.3,4,2,15.0,0,13.5,0,14.1,20.4,0.0,934.2(14),1,01-04-2005
3200,,6,55,0,1,8.4,951.7(02),3.0,1013.5,942.9,9.0,,14.2,0,0.0,8,,0,16,63,0.0,6,,287.0,94,0,1.0,1650,23.0,6,1,11.0,0,15.0,0,14.9,20.8,0.0,934.6(04),6,01-04-2006
3200,,11,64,1,0,5.8,952.3(23),2.0,1015.3,944.0,8.2,,12.0,0,0.0,2,,1,17,43,0.0,15,,217.0,98,0,0.0,1058,51.5,18,6,9.0,1,11.4,0,13.3,18.4,0.0,936.6(01),9,01-04-2007
3200,,6,55,0,0,8.3,956.7(25),11.0,1012.2,941.4,8.5,,13.6,0,0.0,6,,3,18,62,1.0,11,,371.0,89,0,0.0,1783,61.3,11,1,17.0,0,11.6,0,14.1,19.8,0.0,921.5(18),9,01-04-2008
3200,,1,49,0,0,8.6,952.2(21),7.0,1013.8,942.5,6.8,,11.0,0,0.0,4,,1,25,65,0.0,10,,307.0,71,0,0.0,1915,27.8,12,0,14.0,0,12.2,0,12.7,18.5,0.0,933.1(10),7,01-04-2009
3200,,7,57,0,1,8.1,954.4(04),1.0,1015.5,944.6,9.4,,15.4,0,0.0,4,,1,19,61,0.0,9,,249.0,96,0,1.0,1550,39.0,11,2,11.0,0,9.6,0,14.6,19.7,0.0,932.8(12),7,01-04-2010
3200,,8,55,0,0,8.6,955.9(07),0.0,1014.0,943.8,10.8,,13.0,0,0.0,12,,2,10,65,0.0,8,,246.0,105,0,0.0,1658,37.3,8,2,9.0,0,14.2,0,16.7,22.7,0.0,929.8(29),5,01-04-2011
3200,,8,59,2,0,6.8,948.6(16),11.0,1009.9,938.7,6.7,,10.2,0,0.0,2,,1,20,51,0.0,16,,,82,0,0.0,1622,61.6,16,2,18.0,0,10.6,0,11.5,16.3,0.0,932.0(12),8,01-04-2012
3200,,9,57,1,0,8.2,953.0(19),4.0,1014.6,943.4,7.6,,12.4,0,0.0,5,,2,16,62,0.0,8,,,86,0,0.0,1558,46.7,9,2,16.0,0,9.5,0,12.8,18.1,0.0,928.5(01),6,01-04-2013
3200,,5,54,0,1,9.1,950.9(25),3.0,1013.6,943.4,10.7,,14.4,0,0.0,2,,1,23,68,0.0,8,,,101,0,1.0,2006,38.2,9,2,14.0,0,13.2,0,16.5,22.2,0.0,928.3(02),4,01-04-2014
3200,,9,53,0,0,8.3,957.0(01),3.0,1018.1,947.2,9.1,,12.6,0,0.0,2,,2,19,63,0.0,6,,,89,0,0.0,1735,38.9,8,1,13.0,0,10.2,0,14.8,20.5,0.0,935.2(26),4,01-04-2015
3200,,8,60,0,1,7.7,953.2(30),2.0,1013.1,941.9,7.4,,11.6,0,0.0,4,,3,18,57,0.0,12,,,87,0,1.0,1275,78.2,13,0,13.0,0,10.6,0,12.4,17.4,0.0,929.5(04),10,01-04-2016
3200,,3,40,0,0,10.2,954.3(22),2.0,1016.6,946.1,9.1,,14.4,0,0.0,10,,0,17,77,0.0,5,,,71,0,0.0,2147,13.1,5,1,12.0,0,13.4,0,15.8,22.5,0.0,934.6(25),4,01-04-2017
3200,,9,60,0,0,7.3,953.4(17),6.0,1012.3,941.3,8.0,,14.0,0,0.0,3,,1,18,54,0.0,11,,,92,0,0.0,1443,53.4,12,1,16.0,0,7.4,0,13.1,18.3,0.0,923.0(10),9,01-04-2018
3200,,9,58,1,0,7.4,955.2(27),9.0,1012.1,941.1,7.4,,13.2,0,0.0,2,,2,19,55,0.0,15,,,85,0,0.0,1412,70.4,15,2,15.0,0,11.0,0,12.7,18.1,0.0,925.6(23),11,01-04-2019
3200,,8,68,1,1,6.3,953.0(07),1.0,1014.1,943.3,9.1,,12.2,0,0.0,1,,2,21,47,0.0,15,,,113,0,0.0,1066,62.8,16,1,12.0,0,14.4,0,13.9,18.7,0.0,935.5(21),11,01-04-2020
3200,,11,61,1,1,6.5,953.1(12),2.0,1013.9,943.0,8.2,,12.6,0,0.0,4,,1,15,49,0.0,16,,,97,0,1.0,1178,62.5,16,2,11.0,0,12.5,0,13.5,18.7,0.0,932.8(27),9,01-04-2021
3200,,5,58,1,0,7.9,954.4(29),3.0,1013.7,942.6,7.1,,13.0,0,0.0,4,,3,21,60,0.0,9,,,90,0,0.0,1380,58.9,13,5,14.0,1,10.4,0,12.9,18.6,0.0,926.3(22),7,01-04-2022
3200,,2,37,0,0,10.2,953.2(02),2.0,1014.4,944.5,10.4,,18.5,2,0.0,7,,0,21,77,0.0,3,,,77,0,0.0,2696,8.2,4,0,12.0,0,18.0,0,17.7,24.8,0.0,933.0(21),1,01-04-2023
3200,,3,51,0,0,9.7,960.0(12),3.0,1016.2,945.5,8.5,,13.2,0,0.0,7,,0,20,73,0.0,4,,,91,0,0.0,1638,7.8,6,0,11.0,0,13.8,0,15.0,21.4,0.0,928.6(27),2,01-04-2024
3200,,8,57,0,1,8.3,955.3(28),0.0,1014.5,944.2,10.7,,19.4,7,0.0,6,,1,17,57,0.0,10,,218.0,110,0,0.0,1689,33.1,14,5,10.0,0,9.6,0,16.8,22.8,0.0,935.7(03),7,01-05-2001
3200,,9,52,1,1,8.4,953.0(14),4.0,1014.4,943.9,10.1,,16.0,2,0.0,5,,2,17,58,0.0,9,,334.0,95,0,0.0,2053,35.3,9,1,14.0,0,10.6,0,15.9,21.6,0.0,933.4(08),5,01-05-2002
3200,,5,43,0,0,10.5,958.2(22),1.0,1015.9,946.2,12.0,,17.6,5,0.0,10,,0,16,72,0.0,4,,277.0,98,0,0.0,2176,13.6,7,1,11.0,0,14.6,0,18.9,25.8,0.0,938.3(05),3,01-05-2003
3200,,12,60,0,0,7.6,954.5(19),3.0,1014.2,943.6,10.3,,16.0,0,0.0,4,,2,15,52,0.0,13,,273.0,106,0,0.0,1353,73.5,15,5,12.0,0,13.4,0,15.4,20.5,0.0,927.3(03),11,01-05-2004
3200,,8,43,0,0,9.4,952.3(19),3.0,1014.9,945.2,12.5,,18.2,6,0.0,6,,0,17,65,0.0,6,,310.0,98,0,0.0,2688,2.5,10,2,14.0,0,16.2,0,19.2,25.8,0.0,937.0(08),1,01-05-2005
3200,,5,42,0,0,9.6,955.6(25),,1014.9,945.4,14.0,,21.0,6,0.0,2,,0,24,67,,3,,,102,0,0.0,2659,11.7,4,2,12.0,0,18.2,0,20.2,26.5,0.0,936.2(02),3,01-05-2006
3200,,7,53,0,1,9.0,957.3(08),4.0,1014.6,944.3,11.0,,19.0,2,0.0,4,,2,20,63,0.0,9,,295.0,104,1,0.0,1959,84.0,11,4,14.0,0,13.3,0,16.8,22.6,0.0,933.3(20),8,01-05-2007
3200,,9,60,1,0,7.5,949.5(03),0.0,1010.7,940.4,10.8,,14.7,0,0.0,1,,3,21,52,0.0,15,,258.0,109,0,0.0,1553,80.5,15,4,12.0,0,14.0,0,15.8,20.8,0.0,933.5(27),11,01-05-2008
3200,,2,38,0,0,10.9,955.7(06),7.0,1015.0,945.4,13.2,,19.0,6,0.0,7,,1,22,76,0.0,3,,291.0,86,0,0.0,2963,20.4,3,3,14.0,0,17.8,0,19.8,26.3,0.0,937.7(17),3,01-05-2009
3200,,4,49,0,0,10.4,954.9(18),4.0,1013.6,943.4,11.2,,18.2,2,0.0,8,,1,19,72,0.0,4,,320.0,95,0,0.0,2110,22.4,5,2,15.0,0,13.6,0,16.7,22.3,0.0,932.7(07),3,01-05-2010
3200,,3,51,0,0,9.9,953.8(16),2.0,1015.6,946.0,13.1,,18.0,2,0.0,3,,1,25,69,0.0,12,,245.0,119,0,0.0,2116,39.2,14,6,10.0,0,17.4,0,19.3,25.3,0.0,929.9(02),6,01-05-2011
