indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
3195,,4.0,70.0,0.0,0.0,,957.8(30),1024.9,947.1,7.7,,14.1,0.0,0.0,15.0,2.0,11.0,,5.0,,101.0,0.0,0.0,489.0,30.5,5.0,0.0,0.0,9.0,0.0,12.1,16.6,0.0,932.6(02),2.0,01-11-2015,1.0,,0.0,101.0,4.0,,,
3195,,10.0,75.0,0.0,0.0,,951.1(15),1016.7,939.0,6.2,,11.8,0.0,0.0,8.0,5.0,12.0,,14.0,,93.0,0.0,0.0,342.0,95.7,14.0,0.0,0.0,5.9,0.0,9.7,13.2,0.0,924.2(21),10.0,01-11-2016,0.0,,0.0,91.0,4.0,,,
3195,,3.0,60.0,0.0,0.0,,952.2(26),1020.9,942.8,5.8,,12.5,0.0,0.0,15.0,0.0,12.0,,5.0,,77.0,0.0,0.0,565.0,9.0,5.0,0.0,0.0,8.4,0.0,10.3,14.6,0.0,930.1(29),2.0,01-11-2017,0.0,,0.0,77.0,3.0,,,
3195,,12.0,78.0,0.0,0.0,,947.8(14),1015.6,938.0,7.3,,12.1,0.0,0.0,1.0,2.0,17.0,,17.0,,98.0,0.0,0.0,273.0,70.4,17.0,0.0,0.0,9.2,0.0,10.4,13.4,0.0,923.6(20),15.0,01-11-2018,1.0,,0.0,145.0,6.0,,,
3195,,12.0,67.0,0.0,0.0,,945.9(01),1012.6,935.1,6.6,,14.3,0.0,0.0,0.0,0.0,18.0,,17.0,,83.0,0.0,0.0,380.0,44.0,17.0,0.0,0.0,7.8,0.0,9.6,12.6,0.0,916.0(22),12.0,01-11-2019,2.0,,0.0,214.0,10.0,,,
3195,,,79.0,0.0,3.0,,954.4(19),,,8.1,,11.5,0.0,,,2.0,,,11.0,,107.0,0.0,,,60.6,11.0,0.0,0.0,10.8,0.0,11.2,14.3,,928.8(28),9.0,01-11-2020,,,,,,,,
3195,,4.0,65.0,0.0,0.0,,948.9(19),1017.0,938.9,5.1,,10.5,0.0,,12.0,2.0,14.0,,4.0,,75.0,0.0,,,23.8,4.0,0.0,0.0,6.7,0.0,8.9,12.7,,927.9(27),2.0,01-11-2021,,,,,,,,
3195,,10.0,,0.0,0.0,,,,,,,,,,2.0,0.0,18.0,,16.0,,,0.0,,,45.4,16.0,0.0,,,0.0,,,,,10.0,01-11-2022,,,,,,,,
3195,,7.0,80.0,,,,950.6(18),1018.1,940.7,7.9,,12.1,0.0,,7.0,,16.0,,,,110.0,,,,,,,0.0,10.1,,11.3,14.6,,922.0(04),,01-11-2023,2.0,,0.0,177.0,8.0,,,
3195,,8.0,,0.0,0.0,,951.2(30),1020.5,943.2,9.0,,13.3,0.0,,6.0,0.0,16.0,,6.0,,111.0,0.0,,,10.0,6.0,0.0,0.0,10.4,0.0,12.5,15.9,,934.9(22),2.0,01-11-2024,0.0,,0.0,139.0,6.0,,,
3195,,8.0,70.0,0.0,6.0,4.9,953.0(05),1023.4,943.5,0.5,,5.8,0.0,0.0,14.0,0.0,9.0,52.0,4.0,,60.0,0.0,4.0,296.0,18.0,2.0,0.0,13.0,2.5,2.0,4.2,7.9,0.0,931.1(23),4.0,01-12-2001,0.0,,0.0,124.0,5.0,,,
3195,,12.0,83.0,0.0,2.0,3.0,949.4(01),1018.6,940.3,6.1,,11.4,0.0,0.0,2.0,1.0,17.0,31.0,15.0,,95.0,0.0,1.0,260.0,62.8,16.0,0.0,0.0,6.6,0.0,8.7,11.2,0.0,924.7(27),10.0,01-12-2002,,,,,,,,
3195,,6.0,77.0,0.0,3.0,3.8,953.3(23),1020.5,941.6,3.4,,8.2,0.0,0.0,7.0,1.0,18.0,41.0,9.0,,77.0,0.0,1.0,266.0,44.0,9.0,0.0,1.0,6.8,0.0,6.8,10.1,1.0,927.0(01),7.0,01-12-2003,1.0,,0.0,166.0,6.0,,,
3195,,5.0,71.0,0.0,0.0,4.4,953.1(30),1020.9,942.1,3.9,,9.2,0.0,0.0,7.0,1.0,19.0,47.0,4.0,,75.0,0.0,0.0,420.0,14.1,3.0,0.0,2.0,5.6,1.0,7.4,10.8,0.0,918.6(01),2.0,01-12-2004,2.0,,0.0,206.0,8.0,,,
3195,,5.0,67.0,0.0,1.0,5.6,952.7(22),1020.7,941.6,2.6,,8.1,0.0,0.0,9.0,1.0,17.0,60.0,3.0,,66.0,0.0,0.0,517.0,24.6,4.0,0.0,9.0,6.7,0.0,6.2,9.7,0.0,928.0(27),3.0,01-12-2005,3.0,,0.0,178.0,7.0,,,
3195,,8.0,70.0,0.0,2.0,4.9,961.9(31),1027.7,948.2,3.3,,9.5,0.0,0.0,11.0,2.0,12.0,52.0,5.0,,71.0,0.0,0.0,332.0,27.5,7.0,0.0,3.0,6.9,1.0,6.6,9.8,0.0,931.0(08),3.0,01-12-2006,2.0,,0.0,123.0,5.0,,,
3195,,6.0,,0.0,2.0,,953.3(06),1025.7,946.2,2.8,,7.3,0.0,0.0,9.0,1.0,16.0,,4.0,,73.0,0.0,0.0,286.0,15.1,6.0,0.0,3.0,6.2,0.0,6.3,9.9,0.0,937.3(17),2.0,01-12-2007,0.0,,0.0,129.0,4.0,,,
3195,,11.0,72.0,0.0,2.0,,958.1(20),1019.2,940.2,2.7,,8.8,0.0,0.0,9.0,1.0,11.0,,7.0,,69.0,0.0,2.0,334.0,45.3,6.0,0.0,5.0,4.3,2.0,6.3,9.9,0.0,921.6(14),6.0,01-12-2008,,,,,6.0,,,
3195,,10.0,,0.0,1.0,,949.4(09),1012.0,933.7,3.0,,10.4,0.0,0.0,4.0,4.0,17.0,,19.0,,80.0,0.0,0.0,224.0,129.2,15.0,0.0,7.0,1.4,4.0,6.2,9.3,0.0,911.2(24),13.0,01-12-2009,,,,,7.0,,,
3195,,12.0,,0.0,1.0,,950.2(10),1014.3,935.7,3.1,,9.9,0.0,0.0,7.0,3.0,12.0,,14.0,,76.0,0.0,0.0,286.0,78.4,15.0,0.0,10.0,4.6,0.0,6.2,9.3,0.0,915.2(22),10.0,01-12-2010,1.0,,0.0,149.0,6.0,,,
3195,,5.0,,0.0,2.0,,957.0(26),1027.8,948.3,3.1,,6.8,0.0,0.0,8.0,0.0,15.0,,4.0,,72.0,0.0,0.0,,5.4,4.0,0.0,2.0,4.6,0.0,6.9,10.8,0.0,939.8(16),2.0,01-12-2011,,,,,5.0,,,
3195,,14.0,,0.0,2.0,,955.6(28),1022.9,943.8,3.7,,9.6,0.0,0.0,7.0,0.0,10.0,,6.0,,79.0,0.0,0.0,361.0,9.9,8.0,0.0,5.0,4.2,0.0,6.8,9.9,0.0,930.4(01),4.0,01-12-2012,0.0,,0.0,128.0,4.0,,,
3195,,9.0,,0.0,1.0,,955.2(15),1025.6,946.1,2.3,,7.6,0.0,0.0,17.0,2.0,5.0,,6.0,,68.0,0.0,0.0,390.0,52.6,8.0,0.0,4.0,7.0,0.0,6.3,10.3,0.0,921.5(25),6.0,01-12-2013,2.0,,0.0,161.0,5.0,,,
3195,,3.0,,0.0,0.0,,956.0(29),1024.9,945.7,3.2,,8.0,0.0,0.0,14.0,1.0,14.0,,3.0,,72.0,0.0,0.0,418.0,22.8,3.0,0.0,2.0,8.8,0.0,7.3,11.3,0.0,926.3(01),2.0,01-12-2014,2.0,,0.0,121.0,4.0,,,
3195,,7.0,73.0,0.0,0.0,,,,,6.0,,9.2,0.0,0.0,5.0,0.0,17.0,,4.0,,88.0,0.0,0.0,351.0,4.1,4.0,0.0,0.0,10.0,0.0,9.9,13.6,0.0,,1.0,01-12-2015,0.0,,0.0,69.0,3.0,8.2,8.0,9.7
3195,,7.0,77.0,0.0,4.0,,967.3(22),1027.5,948.4,5.0,,9.6,0.0,0.0,10.0,1.0,14.0,,5.0,,85.0,0.0,2.0,312.0,29.8,5.0,0.0,2.0,3.3,0.0,8.3,11.6,0.0,933.8(03),5.0,01-12-2016,0.0,,0.0,78.0,3.0,,,
3195,,4.0,69.0,0.0,0.0,,958.8(21),1024.9,946.0,2.9,,8.7,0.0,0.0,10.0,1.0,17.0,,4.0,,71.0,0.0,0.0,454.0,17.4,4.0,0.0,5.0,5.6,0.0,6.8,10.7,0.0,917.1(11),3.0,01-12-2017,1.0,,0.0,132.0,5.0,,,
3195,,6.0,76.0,0.0,3.0,,961.9(24),1027.3,948.2,4.1,,6.9,0.0,0.0,7.0,0.0,18.0,,5.0,,80.0,0.0,3.0,278.0,11.4,5.0,0.0,0.0,8.0,0.0,7.8,11.5,0.0,931.0(13),2.0,01-12-2018,0.0,,0.0,73.0,4.0,,,
3195,,10.0,67.0,0.0,2.0,,954.2(31),1020.4,941.9,5.6,,10.7,0.0,0.0,5.0,3.0,13.0,,12.0,,75.0,1.0,1.0,488.0,90.1,12.0,0.0,0.0,7.0,0.0,8.8,12.0,0.0,921.8(20),9.0,01-12-2019,4.0,,0.0,179.0,7.0,,,
3195,,,74.0,0.0,0.0,,952.0(21),,,4.3,,11.9,0.0,,,0.0,,,17.0,,78.0,0.0,,,19.6,17.0,0.0,3.0,6.9,0.0,7.2,10.1,,919.3(04),7.0,01-12-2020,,,,,,,,
3195,,9.0,75.0,0.0,1.0,,951.1(31),1020.9,942.6,5.6,,10.1,0.0,,9.0,1.0,12.0,,7.0,,88.0,0.0,,,34.1,7.0,0.0,0.0,9.4,0.0,9.1,12.6,,928.5(25),6.0,01-12-2021,,,,,,,,
3195,,20.0,88.0,0.0,0.0,,954.3(27),1016.5,938.7,6.9,,11.5,0.0,,3.0,7.0,8.0,,16.0,,105.0,0.0,,,145.4,16.0,1.0,0.0,7.9,0.0,9.4,11.8,,921.9(09),13.0,01-12-2022,0.0,,0.0,142.0,6.0,,,
3195,,9.0,77.0,0.0,0.0,,958.5(17),1025.0,945.8,3.5,,10.4,0.0,,12.0,1.0,10.0,,4.0,,78.0,0.0,,,17.9,4.0,0.0,1.0,7.1,0.0,7.1,10.6,,920.2(01),2.0,01-12-2023,0.0,,0.0,126.0,5.0,,,
3195,,4.0,70.0,,,,960.0(16),1026.9,947.7,3.6,,9.5,0.0,,11.0,0.0,16.0,,4.0,,74.0,0.0,,,1.4,,,0.0,7.1,,7.7,11.7,,937.7(11),0.0,01-12-2024,0.0,,0.0,129.0,6.0,,,
