indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,np_100,n_nub,p_sol,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha,nw_55,w_racha,nw_91,w_rec,w_med,ts_20,ts_10,ts_50
3195,,0.0,,0.0,0.0,,948.0(08),1013.3,940.9,22.4,,26.2,29.0,,21.0,0.0,10.0,,2.0,,,0.0,,,9.8,2.0,2.0,0.0,31.8,0.0,29.6,36.8,,934.4(27),2.0,01-07-2022,1.0,,0.0,180.0,7.0,,,
3195,,2.0,30.0,0.0,0.0,,945.2(09),1012.4,939.7,21.0,,25.3,31.0,,20.0,0.0,9.0,,0.0,,111.0,0.0,,,0.0,0.0,0.0,0.0,31.7,0.0,27.9,34.7,,934.7(24),0.0,01-07-2023,0.0,,0.0,,9.0,,,
3195,,0.0,31.0,0.0,0.0,,944.6(23),1010.4,938.1,21.1,,25.6,31.0,,22.0,0.0,9.0,,0.0,,115.0,0.0,,,0.0,0.0,0.0,0.0,30.0,0.0,28.2,35.2,,931.4(05),0.0,01-07-2024,2.0,,0.0,,8.0,,,
3195,,2.0,43.0,0.0,0.0,10.6,946.9(06),1013.1,939.8,19.6,,24.2,22.0,0.0,8.0,0.0,21.0,77.0,3.0,,144.0,0.0,0.0,1654.0,1.5,6.0,2.0,0.0,28.1,0.0,25.6,31.4,0.0,935.0(13),0.0,01-08-2001,0.0,,0.0,181.0,8.0,,,
3195,,2.0,44.0,0.0,0.0,9.7,944.1(31),1012.1,938.4,17.8,,22.0,18.0,0.0,9.0,0.0,20.0,70.0,4.0,,130.0,0.0,0.0,1559.0,6.5,4.0,3.0,0.0,23.0,0.0,23.7,29.6,0.0,932.7(10),2.0,01-08-2002,,,,,7.0,,,
3195,,0.0,42.0,0.0,0.0,11.0,947.3(13),1013.2,940.2,21.1,,25.0,24.0,0.0,13.0,0.0,18.0,80.0,4.0,,149.0,0.0,0.0,1869.0,3.4,4.0,2.0,0.0,22.9,0.0,27.2,33.2,0.0,931.5(28),2.0,01-08-2003,1.0,,0.0,184.0,8.0,,,
3195,,2.0,49.0,0.0,0.0,10.2,945.4(21),1012.6,938.9,18.5,,23.2,18.0,0.0,9.0,2.0,20.0,75.0,6.0,,146.0,0.0,0.0,1385.0,38.6,6.0,0.0,0.0,23.4,0.0,24.1,29.7,0.0,931.0(08),3.0,01-08-2004,0.0,,0.0,195.0,9.0,,,
3195,,2.0,38.0,0.0,0.0,10.7,947.3(03),1013.1,939.9,19.2,,24.2,23.0,0.0,19.0,0.0,10.0,78.0,2.0,,127.0,0.0,0.0,1897.0,0.8,2.0,1.0,0.0,23.5,0.0,25.7,32.1,0.0,931.1(09),0.0,01-08-2005,,,,,8.0,,,
3195,,1.0,41.0,0.0,0.0,11.6,948.7(21),1012.5,939.0,17.6,,22.4,22.0,0.0,16.0,0.0,14.0,84.0,1.0,,127.0,0.0,0.0,1766.0,9.8,1.0,0.0,0.0,21.6,0.0,24.2,30.7,0.0,930.1(17),1.0,01-08-2006,2.0,,0.0,229.0,9.0,,,
3195,,2.0,45.0,0.0,0.0,,944.2(04),1012.0,938.3,17.3,,22.2,16.0,0.0,14.0,0.0,15.0,,4.0,,135.0,0.0,0.0,1583.0,15.1,4.0,0.0,0.0,23.5,0.0,23.7,30.1,0.0,933.5(11),3.0,01-08-2007,3.0,,0.0,221.0,9.0,,,
3195,,1.0,,0.0,0.0,,944.6(02),1011.9,938.6,19.2,,24.2,23.0,0.0,16.0,0.0,14.0,,1.0,,132.0,0.0,0.0,1720.0,0.1,1.0,0.0,0.0,26.4,0.0,25.7,32.2,0.0,930.7(11),0.0,01-08-2008,0.0,,0.0,190.0,8.0,,,
3195,,0.0,38.0,0.0,0.0,,944.9(20),1012.3,939.5,20.6,,24.2,30.0,0.0,14.0,0.0,17.0,,1.0,,142.0,0.0,0.0,1978.0,0.8,2.0,0.0,0.0,29.0,0.0,27.5,34.3,0.0,932.9(24),0.0,01-08-2009,2.0,,0.0,169.0,7.0,,,
3195,,0.0,43.0,0.0,0.0,,949.5(21),1013.2,940.1,19.3,,22.6,26.0,0.0,18.0,0.0,13.0,,2.0,,146.0,0.0,0.0,1888.0,3.4,2.0,1.0,0.0,27.0,0.0,26.0,32.7,0.0,932.4(18),2.0,01-08-2010,0.0,,0.0,181.0,7.0,,,
3195,,1.0,,0.0,0.0,,946.1(10),1012.3,939.1,19.2,,24.0,26.0,0.0,13.0,0.0,17.0,,6.0,,141.0,0.0,0.0,1872.0,10.1,7.0,2.0,0.0,25.3,0.0,25.9,32.5,0.0,931.2(01),2.0,01-08-2011,1.0,,0.0,170.0,7.0,,,
3195,,0.0,,0.0,0.0,,949.4(31),1013.3,940.2,20.3,,25.4,27.0,0.0,15.0,0.0,16.0,,1.0,,129.0,0.0,0.0,2222.0,0.3,2.0,0.0,0.0,26.0,0.0,26.9,33.5,0.0,933.5(05),0.0,01-08-2012,0.0,,0.0,177.0,8.0,,,
3195,,1.0,40.0,0.0,0.0,,947.6(09),1013.0,939.9,19.8,,23.6,28.0,0.0,18.0,0.0,12.0,,3.0,,139.0,0.0,0.0,2137.0,0.9,3.0,0.0,0.0,28.0,0.0,26.7,33.5,0.0,932.5(26),0.0,01-08-2013,0.0,,0.0,212.0,7.0,,,
3195,,0.0,43.0,0.0,0.0,,944.1(16),1012.0,938.8,19.2,,21.6,26.0,0.0,19.0,0.0,12.0,,0.0,,144.0,0.0,0.0,1950.0,0.0,0.0,0.0,0.0,28.0,0.0,25.7,32.1,0.0,933.1(02),0.0,01-08-2014,0.0,,0.0,185.0,7.0,,,
3195,,1.0,46.0,0.0,0.0,,945.0(09),1012.5,939.4,19.0,,23.0,23.0,0.0,10.0,0.0,20.0,,3.0,,157.0,0.0,0.0,1975.0,3.3,3.0,0.0,0.0,24.8,0.0,25.6,32.2,0.0,933.4(24),1.0,01-08-2015,1.0,,0.0,169.0,7.0,,,
3195,,0.0,41.0,0.0,0.0,,948.2(08),1014.7,941.8,20.6,,23.3,30.0,0.0,20.0,0.0,11.0,,0.0,,155.0,0.0,0.0,2249.0,0.0,0.0,1.0,0.0,29.5,0.0,27.5,34.3,0.0,934.7(18),0.0,01-08-2016,0.0,,0.0,158.0,6.0,,,
3195,,2.0,43.0,0.0,0.0,,947.3(10),1013.3,940.3,20.4,,25.1,22.0,0.0,16.0,1.0,13.0,,3.0,,152.0,0.0,0.0,2117.0,26.0,3.0,1.0,0.0,22.4,0.0,26.7,32.9,0.0,934.6(07),1.0,01-08-2017,3.0,,0.0,152.0,6.0,,,
3195,,0.0,40.0,0.0,0.0,,945.9(11),1013.0,940.2,21.3,,25.9,31.0,0.0,15.0,0.0,16.0,,0.0,,149.0,0.0,0.0,2121.0,0.0,0.0,0.0,0.0,30.4,0.0,27.7,34.0,0.0,933.5(07),0.0,01-08-2018,0.0,,0.0,158.0,6.0,,,
3195,,2.0,35.0,2.0,0.0,,945.3(22),1013.3,940.1,19.7,,22.4,25.0,0.0,16.0,3.0,13.0,,6.0,,118.0,0.0,0.0,1958.0,58.4,4.0,3.0,0.0,26.2,0.0,26.1,32.4,0.0,934.2(07),4.0,01-08-2019,1.0,,0.0,162.0,7.0,,,
3195,,,38.0,0.0,0.0,,,,,19.1,,25.4,22.0,,,1.0,,,3.0,,124.0,0.0,,,28.5,3.0,2.0,0.0,23.0,0.0,25.5,31.8,,,2.0,01-08-2020,,,,,,,,
3195,,,35.0,0.0,0.0,,945.5(13),1011.4,938.5,20.4,,26.1,27.0,,,1.0,,,2.0,,117.0,1.0,,,36.1,2.0,1.0,0.0,26.6,0.0,27.1,33.7,,931.3(06),2.0,01-08-2021,,,,,,,,
3195,,3.0,33.0,0.0,0.0,,944.9(19),1011.2,938.5,21.4,,25.1,27.0,,14.0,0.0,14.0,,3.0,,121.0,0.0,,,4.9,3.0,4.0,0.0,27.7,0.0,27.9,34.3,,931.9(15),2.0,01-08-2022,1.0,,0.0,171.0,7.0,,,
3195,,0.0,27.0,,,,946.6(11),1013.2,940.3,20.8,,25.7,26.0,,21.0,0.0,10.0,,0.0,,100.0,0.0,,,0.0,,,0.0,23.8,,28.0,35.2,,933.0(26),0.0,01-08-2023,1.0,,0.0,,8.0,,,
3195,,3.0,35.0,0.0,0.0,,942.8(10),1010.1,937.7,22.0,,25.7,29.0,,21.0,1.0,6.0,,5.0,,130.0,0.0,,,21.9,5.0,3.0,0.0,27.6,0.0,28.5,35.0,,932.8(06),5.0,01-08-2024,0.0,,0.0,,7.0,,,
3195,,3.0,52.0,0.0,0.0,8.7,945.1(26),1013.2,938.6,14.9,,19.9,5.0,0.0,10.0,1.0,17.0,69.0,5.0,,126.0,0.0,0.0,1109.0,23.1,6.0,2.0,0.0,16.2,0.0,20.4,25.8,0.0,927.8(23),2.0,01-09-2001,0.0,,0.0,183.0,7.0,,,
3195,,8.0,58.0,0.0,0.0,7.8,945.8(10),1013.8,938.9,14.6,,18.2,0.0,0.0,5.0,0.0,17.0,62.0,10.0,,131.0,0.0,0.0,890.0,28.0,10.0,3.0,0.0,18.8,0.0,19.7,24.7,0.0,933.1(23),8.0,01-09-2002,0.0,,0.0,147.0,6.0,,,
3195,,3.0,51.0,0.0,0.0,9.3,948.6(12),1016.2,941.7,16.3,,18.7,4.0,0.0,7.0,1.0,20.0,75.0,3.0,,134.0,1.0,0.0,1234.0,43.6,3.0,1.0,0.0,19.4,0.0,21.8,27.3,0.0,927.9(30),2.0,01-09-2003,0.0,,0.0,199.0,8.0,,,
3195,,2.0,48.0,0.0,0.0,9.3,947.8(22),1016.0,941.6,16.6,,20.5,5.0,0.0,10.0,0.0,18.0,75.0,1.0,,131.0,0.0,0.0,1247.0,3.7,3.0,2.0,0.0,22.4,0.0,22.3,28.0,0.0,932.1(02),1.0,01-09-2004,0.0,,0.0,193.0,9.0,,,
3195,,1.0,44.0,0.0,0.0,9.7,950.1(14),1016.0,941.2,14.6,,21.5,5.0,0.0,10.0,0.0,19.0,78.0,4.0,,110.0,0.0,0.0,1275.0,6.4,4.0,1.0,0.0,21.0,0.0,20.6,26.6,0.0,931.3(07),4.0,01-09-2005,2.0,,0.0,179.0,7.0,,,
3195,,2.0,52.0,0.0,0.0,8.2,948.8(04),1013.9,939.6,16.3,,23.0,10.0,0.0,7.0,0.0,21.0,66.0,7.0,,135.0,0.0,0.0,1154.0,7.0,7.0,1.0,0.0,18.3,0.0,22.0,27.6,0.0,930.4(23),4.0,01-09-2006,,,,,8.0,,,
3195,,1.0,52.0,0.0,0.0,,945.5(23),1015.6,941.0,15.7,,19.6,5.0,0.0,12.0,0.0,17.0,,6.0,,134.0,0.0,0.0,1107.0,4.8,6.0,0.0,0.0,17.7,0.0,21.2,26.6,0.0,933.6(28),3.0,01-09-2007,0.0,,0.0,170.0,7.0,,,
3195,,3.0,,1.0,0.0,,946.1(28),1014.2,939.3,14.4,,18.6,2.0,0.0,9.0,1.0,18.0,,8.0,,121.0,1.0,0.0,1027.0,57.7,7.0,2.0,0.0,18.7,0.0,19.8,25.2,0.0,932.4(23),4.0,01-09-2008,,,,,,,,
3195,,2.0,,0.0,0.0,,947.3(21),1015.2,940.6,16.0,,22.2,11.0,0.0,6.0,0.0,22.0,,7.0,,135.0,0.0,0.0,1175.0,12.3,7.0,2.0,0.0,13.7,0.0,21.5,26.8,0.0,932.1(16),4.0,01-09-2009,1.0,,0.0,178.0,7.0,,,
3195,,3.0,,0.0,0.0,,948.1(13),1014.0,939.5,15.8,,20.2,9.0,0.0,9.0,1.0,18.0,,5.0,,131.0,0.0,0.0,1175.0,11.8,5.0,1.0,0.0,20.2,0.0,21.3,26.8,0.0,930.6(07),1.0,01-09-2010,0.0,,0.0,154.0,6.0,,,
3195,,1.0,,0.0,0.0,,950.0(06),1015.9,941.6,16.6,,20.4,11.0,0.0,18.0,0.0,11.0,,2.0,,118.0,0.0,0.0,1505.0,0.4,2.0,0.0,0.0,23.2,0.0,22.7,28.8,0.0,934.6(01),0.0,01-09-2011,,,,,6.0,,,
3195,,5.0,,0.0,0.0,,947.4(01),1014.1,939.6,15.6,,19.4,7.0,0.0,11.0,2.0,14.0,,7.0,,124.0,1.0,0.0,1423.0,76.1,7.0,0.0,0.0,16.2,0.0,21.2,26.9,0.0,928.2(26),5.0,01-09-2012,1.0,,0.0,193.0,8.0,,,
3195,,4.0,,0.0,0.0,,947.0(09),1014.5,940.2,16.6,,19.2,7.0,0.0,10.0,1.0,16.0,,5.0,,134.0,0.0,0.0,1375.0,23.3,6.0,0.0,0.0,21.0,0.0,22.4,28.1,0.0,931.9(28),3.0,01-09-2013,0.0,,0.0,188.0,6.0,,,
3195,,2.0,,0.0,0.0,,948.0(30),1013.5,939.2,16.6,,22.4,9.0,0.0,4.0,1.0,24.0,,11.0,,145.0,0.0,0.0,1180.0,25.0,11.0,2.0,0.0,19.5,0.0,21.9,27.1,0.0,930.6(16),7.0,01-09-2014,1.0,,0.0,161.0,6.0,,,
3195,,4.0,49.0,0.0,0.0,,947.7(19),1014.2,939.5,15.2,,19.2,2.0,0.0,7.0,0.0,19.0,,5.0,,121.0,0.0,0.0,1332.0,9.4,6.0,0.0,0.0,19.8,0.0,20.7,26.2,0.0,928.2(16),1.0,01-09-2015,1.0,,0.0,155.0,6.0,,,
3195,,1.0,46.0,0.0,0.0,,951.6(29),1016.3,942.1,17.0,,23.4,12.0,0.0,10.0,0.0,19.0,,3.0,,132.0,0.0,0.0,1608.0,8.1,3.0,1.0,0.0,18.2,0.0,23.0,29.0,0.0,934.9(13),1.0,01-09-2016,1.0,,0.0,122.0,5.0,,,
3195,,1.0,43.0,0.0,0.0,,948.9(28),1015.9,941.4,15.7,,21.2,8.0,0.0,13.0,0.0,16.0,,0.0,,115.0,0.0,0.0,1478.0,0.0,0.0,0.0,0.0,21.2,0.0,21.5,27.3,0.0,932.3(09),0.0,01-09-2017,0.0,,0.0,131.0,6.0,,,
3195,,2.0,51.0,0.0,0.0,,952.8(26),1016.4,942.5,18.4,,22.3,14.0,0.0,8.0,0.0,20.0,,5.0,,152.0,0.0,0.0,1338.0,9.8,5.0,1.0,0.0,23.6,0.0,24.1,29.7,0.0,933.7(03),4.0,01-09-2018,0.0,,0.0,133.0,5.0,,,
3195,,3.0,43.0,0.0,0.0,,950.0(13),1016.4,941.6,15.7,,20.5,4.0,0.0,11.0,1.0,16.0,,5.0,,107.0,0.0,0.0,1248.0,33.1,5.0,2.0,0.0,20.5,0.0,21.2,26.7,0.0,935.3(22),5.0,01-09-2019,2.0,,0.0,179.0,8.0,,,
3195,,,,0.0,1.0,,,,,15.6,,19.9,8.0,,,2.0,,,7.0,,117.0,0.0,,,54.0,7.0,4.0,0.0,18.8,0.0,20.9,26.2,,,6.0,01-09-2020,,,,,6.0,,,
3195,,,57.0,0.0,0.0,,948.6(30),1015.4,940.7,15.9,,21.6,3.0,,,3.0,,,8.0,,136.0,1.0,,,88.6,8.0,3.0,0.0,19.6,0.0,20.7,25.4,,935.8(14),6.0,01-09-2021,,,,,,,,
3195,,9.0,48.0,0.0,0.0,,944.3(30),1012.8,938.4,16.1,,22.1,5.0,,10.0,2.0,11.0,,8.0,,120.0,0.0,,,43.9,8.0,2.0,0.0,16.9,0.0,21.5,26.8,,930.7(29),4.0,01-09-2022,1.0,,0.0,175.0,7.0,,,
3195,,10.0,62.0,,,,949.7(30),1015.0,940.3,16.0,,20.3,1.0,,8.0,,12.0,,,,150.0,,,,,,,0.0,18.6,,20.8,25.5,,932.4(21),,01-09-2023,,,,,6.0,,,
3195,,4.0,46.0,0.0,0.0,,946.9(28),1012.6,938.0,15.4,,20.8,5.0,,11.0,0.0,15.0,,2.0,,110.0,0.0,,,7.1,2.0,1.0,0.0,20.7,0.0,20.8,26.1,,927.6(06),1.0,01-09-2024,,,,,8.0,,,
3195,,8.0,72.0,0.0,0.0,5.4,951.8(24),1018.2,942.1,12.3,,15.5,0.0,0.0,3.0,2.0,20.0,48.0,13.0,,133.0,0.0,0.0,483.0,67.0,13.0,1.0,0.0,14.3,0.0,16.2,20.1,0.0,927.9(20),11.0,01-10-2001,1.0,,0.0,161.0,7.0,,,
3195,,6.0,74.0,0.0,2.0,5.5,951.0(27),1016.5,940.1,11.0,,14.5,0.0,0.0,2.0,3.0,23.0,50.0,12.0,,124.0,0.0,0.0,436.0,67.6,12.0,2.0,0.0,12.8,0.0,14.8,18.6,0.0,924.6(09),7.0,01-10-2002,,,,,,,,
3195,,12.0,72.0,0.0,0.0,4.8,947.5(07),1012.7,936.3,10.5,,14.5,0.0,0.0,4.0,5.0,15.0,43.0,16.0,,116.0,2.0,0.0,457.0,148.5,16.0,2.0,0.0,9.0,0.0,14.0,17.5,0.0,911.8(31),12.0,01-10-2003,3.0,,0.0,198.0,8.0,,,
3195,,8.0,66.0,0.0,0.0,5.6,946.5(02),1013.2,937.2,11.5,,17.3,0.0,0.0,3.0,3.0,20.0,50.0,15.0,,116.0,0.0,0.0,648.0,85.1,15.0,0.0,0.0,11.8,0.0,15.6,19.7,0.0,922.9(27),9.0,01-10-2004,0.0,,0.0,181.0,7.0,,,
3195,,12.0,68.0,0.0,0.0,6.0,948.1(03),1016.9,940.7,11.4,,15.2,0.0,0.0,7.0,4.0,12.0,53.0,12.0,,119.0,0.0,0.0,576.0,94.0,13.0,2.0,0.0,13.5,0.0,15.4,19.5,0.0,934.3(30),11.0,01-10-2005,1.0,,0.0,158.0,6.0,,,
3195,,11.0,70.0,0.0,0.0,4.7,950.1(28),1014.7,939.1,13.1,,16.2,0.0,0.0,4.0,5.0,16.0,42.0,12.0,,134.0,0.0,0.0,620.0,119.0,13.0,1.0,0.0,14.6,0.0,16.9,20.5,0.0,927.9(18),8.0,01-10-2006,1.0,,0.0,179.0,7.0,,,
3195,,6.0,,0.0,0.0,,948.4(09),1018.4,941.9,10.6,,14.8,0.0,0.0,15.0,1.0,10.0,,7.0,,111.0,1.0,0.0,617.0,53.9,7.0,1.0,0.0,13.8,0.0,15.0,19.3,0.0,933.0(24),5.0,01-10-2007,0.0,,0.0,146.0,6.0,,,
3195,,11.0,,0.0,1.0,,950.2(25),1017.7,941.2,10.3,,14.9,0.0,0.0,7.0,4.0,13.0,,15.0,,109.0,0.0,0.0,609.0,99.1,15.0,2.0,0.0,10.0,0.0,14.6,18.9,0.0,915.6(31),9.0,01-10-2008,,,,174.0,,,,
3195,,4.0,,0.0,0.0,,949.5(31),1016.2,940.5,12.2,,17.0,0.0,0.0,13.0,2.0,14.0,,4.0,,125.0,0.0,0.0,829.0,37.2,4.0,0.0,0.0,13.4,0.0,17.3,22.4,0.0,919.2(22),3.0,01-10-2009,1.0,,0.0,142.0,6.0,,,
3195,,6.0,,0.0,0.0,,949.8(27),1012.9,936.6,9.3,,15.7,0.0,0.0,13.0,1.0,12.0,,7.0,,102.0,0.0,0.0,698.0,58.1,8.0,1.0,0.0,10.8,0.0,14.1,18.9,0.0,922.4(31),6.0,01-10-2010,1.0,,0.0,145.0,5.0,,,
3195,,3.0,,0.0,0.0,,950.6(10),1018.4,942.5,12.0,,17.0,0.0,0.0,20.0,1.0,8.0,,4.0,,104.0,0.0,0.0,1060.0,29.6,4.0,1.0,0.0,14.4,0.0,17.2,22.3,0.0,922.3(24),4.0,01-10-2011,1.0,,0.0,155.0,6.0,,,
3195,,8.0,,0.0,0.0,,946.1(02),1013.0,936.9,10.6,,16.6,0.0,0.0,7.0,1.0,16.0,,10.0,,117.0,0.0,0.0,617.0,44.0,10.0,0.0,0.0,8.5,0.0,15.0,19.2,0.0,921.7(30),7.0,01-10-2012,0.0,,0.0,130.0,6.0,,,
3195,,7.0,,0.0,0.0,,948.7(27),1017.1,941.1,12.2,,17.6,0.0,0.0,6.0,1.0,18.0,,7.0,,129.0,0.0,0.0,619.0,43.2,7.0,0.0,0.0,14.6,0.0,16.5,20.7,0.0,932.6(22),6.0,01-10-2013,0.0,,0.0,148.0,5.0,,,
3195,,6.0,,0.0,0.0,,949.8(21),1016.6,941.1,13.7,,16.6,0.0,0.0,6.0,3.0,19.0,,7.0,,132.0,1.0,0.0,785.0,71.9,7.0,1.0,0.0,15.8,0.0,18.2,22.6,0.0,926.6(11),6.0,01-10-2014,1.0,,0.0,142.0,5.0,,,
3195,,12.0,68.0,0.0,0.0,,946.0(22),1015.0,939.0,11.6,,16.7,0.0,0.0,5.0,2.0,14.0,,12.0,,122.0,0.0,0.0,699.0,60.6,12.0,0.0,0.0,15.3,0.0,15.8,20.0,0.0,931.5(11),7.0,01-10-2015,0.0,,0.0,135.0,6.0,,,
3195,,9.0,65.0,0.0,2.0,,953.3(28),1015.6,939.9,12.6,,16.2,0.0,0.0,5.0,3.0,17.0,,13.0,,124.0,0.0,0.0,780.0,75.4,13.0,0.0,0.0,14.4,0.0,17.0,21.4,0.0,925.4(13),10.0,01-10-2016,0.0,,0.0,90.0,3.0,,,
3195,,2.0,52.0,0.0,1.0,,952.4(27),1020.6,944.9,13.4,,17.8,0.0,0.0,22.0,1.0,7.0,,2.0,,111.0,0.0,0.0,1123.0,24.7,2.0,0.0,0.0,14.9,0.0,18.7,24.0,0.0,934.1(18),2.0,01-10-2017,0.0,,0.0,99.0,4.0,,,
3195,,6.0,62.0,0.0,0.0,,949.8(23),1014.2,938.1,11.2,,15.8,0.0,0.0,10.0,1.0,15.0,,15.0,,108.0,0.0,0.0,738.0,57.3,15.0,1.0,0.0,9.0,0.0,15.5,19.6,0.0,923.4(30),10.0,01-10-2018,0.0,,0.0,153.0,7.0,,,
3195,,4.0,56.0,0.0,0.0,,947.5(31),1016.5,940.5,11.6,,16.0,0.0,0.0,8.0,2.0,19.0,,10.0,,104.0,0.0,0.0,735.0,42.6,10.0,0.0,0.0,10.2,0.0,16.2,20.7,0.0,928.2(19),6.0,01-10-2019,1.0,,0.0,128.0,5.0,,,
3195,,,61.0,0.0,0.0,,,,,9.2,,14.5,0.0,,,1.0,,,7.0,,99.0,0.0,,,59.2,7.0,0.0,0.0,12.9,0.0,13.8,18.3,,,7.0,01-10-2020,,,,,,,,
3195,,6.0,58.0,0.0,0.0,,949.2(19),1017.5,941.5,11.7,,14.7,0.0,,12.0,3.0,13.0,,5.0,,109.0,2.0,,,133.0,5.0,0.0,0.0,14.8,0.0,16.4,21.0,,927.7(30),5.0,01-10-2021,,,,,,,,
3195,,13.0,59.0,0.0,0.0,,950.4(02),1018.5,942.9,14.1,,17.5,0.0,,7.0,0.0,11.0,,10.0,,122.0,0.0,,,27.8,10.0,0.0,0.0,16.1,0.0,18.5,22.9,,934.9(22),7.0,01-10-2022,,,,,6.0,,,
3195,,9.0,64.0,,,,950.5(04),1014.2,938.8,13.7,,18.2,2.0,,7.0,,15.0,,,,124.0,,,,,,,0.0,12.6,,17.7,21.8,,914.4(19),,01-10-2023,,,,,8.0,,,
3195,,11.0,,,,,,,,12.2,,17.6,0.0,,2.0,4.0,17.0,,14.0,,,0.0,,,107.2,,,0.0,13.1,,15.9,19.6,,,10.0,01-10-2024,,,,,8.0,,,
3195,,5.0,61.0,0.0,0.0,6.0,950.7(01),1021.8,943.2,3.9,,11.6,0.0,0.0,13.0,0.0,12.0,60.0,7.0,,68.0,0.0,0.0,495.0,12.4,6.0,0.0,1.0,6.6,1.0,8.1,12.3,0.0,933.3(11),4.0,01-11-2001,4.0,,0.0,168.0,6.0,,,
3195,,9.0,81.0,0.0,5.0,3.2,951.1(30),1014.9,937.3,6.7,,12.2,0.0,0.0,1.0,4.0,20.0,32.0,17.0,,99.0,0.0,3.0,282.0,90.9,17.0,0.0,0.0,7.6,0.0,9.9,13.1,0.0,912.7(14),13.0,01-11-2002,,,,,,,,
3195,,10.0,77.0,0.0,1.0,3.9,949.7(04),1016.6,939.0,7.1,,9.8,0.0,0.0,6.0,3.0,14.0,39.0,8.0,,99.0,0.0,0.0,280.0,79.7,8.0,0.0,0.0,9.2,0.0,10.4,13.6,0.0,916.2(01),8.0,01-11-2003,1.0,,0.0,175.0,7.0,,,
3195,,3.0,72.0,0.0,1.0,6.6,951.5(17),1021.0,942.7,5.0,,10.6,0.0,0.0,14.0,1.0,13.0,66.0,6.0,,84.0,0.0,0.0,370.0,17.3,6.0,0.0,0.0,9.1,0.0,9.2,13.2,0.0,926.9(30),2.0,01-11-2004,2.0,,0.0,144.0,5.0,,,
3195,,7.0,72.0,0.0,3.0,4.2,953.5(05),1018.1,939.9,5.3,,10.4,0.0,0.0,4.0,1.0,19.0,43.0,7.0,,82.0,1.0,2.0,339.0,50.0,8.0,0.0,0.0,6.8,0.0,8.6,11.9,0.0,923.8(25),5.0,01-11-2005,0.0,,0.0,164.0,6.0,,,
3195,,13.0,82.0,0.0,1.0,3.9,952.8(11),1020.7,943.2,9.1,,13.2,0.0,0.0,5.0,5.0,12.0,39.0,13.0,,115.0,1.0,0.0,241.0,133.7,13.0,0.0,0.0,11.0,0.0,11.9,14.6,0.0,924.3(15),10.0,01-11-2006,1.0,,0.0,162.0,7.0,,,
3195,,3.0,58.0,0.0,0.0,,951.0(07),1019.5,941.3,4.3,,7.6,0.0,0.0,19.0,2.0,8.0,,2.0,,68.0,0.0,0.0,560.0,43.9,2.0,0.0,2.0,6.6,0.0,9.1,13.8,0.0,925.4(20),2.0,01-11-2007,1.0,,0.0,126.0,5.0,,,
3195,,3.0,,0.0,0.0,,952.4(09),1018.4,940.0,3.9,,7.3,0.0,0.0,12.0,0.0,15.0,,4.0,,75.0,0.0,0.0,495.0,7.7,3.0,0.0,2.0,5.8,1.0,7.9,11.9,0.0,918.4(29),1.0,01-11-2008,,,,,6.0,,,
3195,,6.0,,0.0,0.0,,953.7(23),1019.1,940.7,7.5,,13.0,0.0,0.0,6.0,0.0,18.0,,4.0,,96.0,0.0,0.0,490.0,12.6,4.0,0.0,0.0,8.6,0.0,11.5,15.4,0.0,926.0(29),2.0,01-11-2009,2.0,,0.0,164.0,7.0,,,
3195,,8.0,,0.0,1.0,,951.7(04),1013.6,935.7,5.4,,11.3,0.0,0.0,4.0,0.0,18.0,,9.0,,83.0,0.0,0.0,398.0,28.2,8.0,0.0,2.0,2.5,1.0,8.7,11.9,0.0,914.3(09),7.0,01-11-2010,1.0,,0.0,160.0,7.0,,,
3195,,12.0,,0.0,0.0,,953.1(26),1017.3,939.8,8.2,,13.0,0.0,0.0,4.0,1.0,14.0,,13.0,,103.0,0.0,0.0,314.0,65.3,13.0,0.0,0.0,10.8,0.0,11.2,14.1,0.0,919.8(04),9.0,01-11-2011,,,,,5.0,,,
3195,,11.0,,0.0,0.0,,948.5(07),1015.4,937.8,6.9,,11.6,0.0,0.0,2.0,3.0,16.0,,10.0,,95.0,0.0,0.0,367.0,63.1,11.0,0.0,0.0,7.6,0.0,9.9,12.9,0.0,926.1(01),8.0,01-11-2012,0.0,,0.0,170.0,6.0,,,
3195,,4.0,,0.0,0.0,,950.1(29),1020.0,941.8,5.1,,14.1,0.0,0.0,13.0,1.0,13.0,,4.0,,83.0,0.0,0.0,547.0,13.7,4.0,0.0,3.0,6.5,0.0,9.2,13.3,0.0,929.8(18),3.0,01-11-2013,1.0,,0.0,194.0,7.0,,,
3195,,8.0,,0.0,0.0,,947.0(01),1010.6,933.7,8.1,,13.0,0.0,0.0,0.0,3.0,22.0,,18.0,,104.0,0.0,0.0,346.0,73.9,18.0,0.0,0.0,10.4,0.0,11.2,14.3,0.0,910.4(28),13.0,01-11-2014,1.0,,0.0,162.0,7.0,,,
