indicativo,p_max,hr,nw_55,tm_min,ta_max,ts_min,nt_30,w_racha,np_100,nw_91,np_001,ta_min,w_rec,e,np_300,p_mes,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha,n_cub,n_des,n_nub
3343Y,,81.0,5.0,0.3,,8.6,0.0,,0.0,0.0,16.0,,209.0,69.0,0.0,38.6,9.0,18.0,0.3,3.9,7.4,9.0,01-01-2009,,,
3343Y,,81.0,4.0,1.4,,6.6,0.0,,2.0,0.0,14.0,,212.0,69.0,0.0,50.6,9.0,10.0,-1.0,4.3,7.3,6.0,01-01-2010,,,
3343Y,,80.0,1.0,1.7,,7.3,0.0,,3.0,0.0,13.0,,151.0,74.0,0.0,71.4,7.0,8.0,3.9,5.3,9.0,10.0,01-01-2011,,,
3343Y,,68.0,0.0,1.0,,5.7,0.0,,0.0,0.0,4.0,,149.0,63.0,0.0,8.8,7.0,6.0,3.0,6.4,11.7,2.0,01-01-2012,,,
3343Y,,77.0,11.0,1.9,,6.7,0.0,,1.0,0.0,15.0,,251.0,69.0,0.0,48.2,11.0,7.0,2.0,5.6,9.2,8.0,01-01-2013,,,
3343Y,,79.0,8.0,3.6,,8.2,0.0,,4.0,0.0,18.0,,269.0,79.0,0.0,96.4,11.0,1.0,5.6,6.7,9.7,12.0,01-01-2014,,,
3343Y,,62.0,5.0,1.6,,9.7,0.0,,1.0,0.0,6.0,,237.0,58.0,0.0,26.8,9.0,6.0,1.7,6.3,10.9,4.0,01-01-2015,,,
3343Y,,,,,,,,,,,,,,,,,11.0,,,,,,01-01-2016,,,
3343Y,,67.0,5.0,0.9,,6.4,0.0,,1.0,0.0,3.0,,213.0,61.0,0.0,25.8,9.0,12.0,3.6,5.3,9.6,3.0,01-01-2017,,,
3343Y,,,,,,,,,,,,,,,,,,,,,,,01-01-2018,,,
3343Y,,60.0,7.0,1.6,,9.2,0.0,,1.0,0.0,4.0,,199.0,57.0,0.0,27.2,9.0,7.0,2.5,6.6,11.6,4.0,01-01-2019,,,
3343Y,,77.0,3.0,2.4,,8.3,0.0,,1.0,0.0,13.0,,177.0,73.0,0.0,34.6,7.0,6.0,6.1,6.4,10.3,6.0,01-01-2020,,,
3343Y,,,,,,,,,,,,,,,,,9.0,,,,,,01-01-2021,,,
3343Y,,60.0,2.0,1.6,,6.7,0.0,,0.0,0.0,3.0,,155.0,58.0,0.0,11.8,6.0,10.0,6.6,6.7,11.7,2.0,01-01-2022,6.0,16.0,9.0
3343Y,,70.0,4.0,1.3,,7.6,0.0,,0.0,0.0,11.0,,241.0,65.0,0.0,14.4,10.0,7.0,5.3,5.6,9.8,2.0,01-01-2023,5.0,12.0,14.0
3343Y,,81.0,1.0,4.1,,9.4,0.0,,2.0,0.0,10.0,,157.0,86.0,0.0,60.4,7.0,3.0,5.8,7.8,11.5,10.0,01-01-2024,12.0,4.0,15.0
3343Y,,66.0,3.0,1.5,,4.7,0.0,,2.0,0.0,8.0,,196.0,63.0,1.0,73.4,8.0,7.0,2.1,6.6,11.7,6.0,01-02-2009,,,
3343Y,,75.0,5.0,1.4,,6.7,0.0,,4.0,0.0,14.0,,235.0,68.0,0.0,87.0,10.0,9.0,1.4,5.0,8.6,9.0,01-02-2010,,,
3343Y,,65.0,4.0,2.8,,9.3,0.0,,1.0,0.0,9.0,,223.0,67.0,0.0,36.2,9.0,4.0,6.3,7.8,12.8,8.0,01-02-2011,,,
3343Y,,46.0,6.0,-0.5,,6.0,0.0,,0.0,0.0,2.0,,277.0,41.0,0.0,0.8,11.0,17.0,0.8,5.3,11.2,0.0,01-02-2012,,,
3343Y,,71.0,9.0,1.8,,5.9,0.0,,1.0,0.0,13.0,,297.0,65.0,0.0,39.2,13.0,8.0,2.6,5.4,9.1,9.0,01-02-2013,,,
3343Y,,80.0,6.0,2.1,,7.5,0.0,,3.0,0.0,16.0,,277.0,74.0,0.0,86.6,12.0,5.0,3.0,5.8,9.4,13.0,01-02-2014,,,
3343Y,,66.0,9.0,1.9,,7.6,0.0,,0.0,0.0,7.0,,300.0,61.0,0.0,27.8,12.0,8.0,1.3,5.5,9.1,5.0,01-02-2015,,,
3343Y,,72.0,10.0,2.7,,10.2,0.0,,2.0,0.0,10.0,,312.0,73.0,0.0,49.8,13.0,4.0,5.4,6.8,10.9,8.0,01-02-2016,,,
3343Y,,74.0,4.0,3.8,,8.7,0.0,,2.0,0.0,11.0,,235.0,79.0,0.0,63.6,10.0,1.0,5.6,7.9,11.9,8.0,01-02-2017,,,
3343Y,,,,,,,,,,,,,,,,,,,,,,,01-02-2018,,,
3343Y,,56.0,2.0,2.8,,5.7,0.0,,0.0,0.0,1.0,,170.0,61.0,0.0,0.8,7.0,1.0,6.1,8.6,14.5,0.0,01-02-2019,,,
3343Y,,71.0,2.0,4.8,,8.4,0.0,,0.0,0.0,6.0,,157.0,85.0,0.0,1.2,7.0,0.0,9.4,9.9,14.9,0.0,01-02-2020,,,
3343Y,,75.0,2.0,4.7,,7.2,0.0,,3.0,0.0,9.0,,201.0,84.0,0.0,72.8,8.0,0.0,6.9,8.7,12.7,8.0,01-02-2021,,,
3343Y,,59.0,0.0,3.6,,5.7,0.0,,0.0,0.0,4.0,,149.0,67.0,0.0,11.0,6.0,1.0,7.4,9.4,15.1,3.0,01-02-2022,7.0,10.0,11.0
