indicativo,p_max,n_cub,glo,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3129,,12,,79,0,1,3.5,961.0(20),9.0,1017.9,948.8,2.5,,7.8,0,0,2,,3,17,36,0.0,17,,281.0,81,0,0,72.6,18,0,12,7,3.9,0,6.4,10.2,0,932.6(28),13,01-01-2001
3129,,9,,80,0,7,4.4,966.7(11),0.0,1028.9,959.0,1.1,,6.8,0,0,2,,2,20,45,0.0,11,,138.0,78,0,0,53.4,11,0,7,14,7.4,0,6.0,10.8,1,943.5(23),7,01-01-2002
3129,,7,,68,0,3,5.2,966.2(27),9.0,1022.4,952.7,0.7,,9.0,0,0,9,,1,15,53,0.0,9,,323.0,65,0,1,34.3,11,0,14,12,4.0,0,5.4,10.0,0,933.8(05),7,01-01-2003
3129,,7,,74,0,5,5.4,960.9(10),2.0,1021.3,951.9,0.8,,9.9,0,0,8,,0,16,56,0.0,2,,199.0,74,0,3,4.1,3,0,10,18,7.7,0,6.1,11.5,1,941.0(27),1,01-01-2004
3129,,0,,61,0,0,8.3,970.7(06),4.0,1028.8,958.3,-3.3,,3.3,0,0,19,,0,12,86,0.0,0,,230.0,52,0,0,0.0,0,0,8,28,2.8,0,4.3,11.9,0,944.1(27),0,01-01-2005
3129,,7,20704.0,74,0,4,4.0,963.4(11),1.0,1021.7,951.9,0.1,,4.4,0,0,3,,2,21,42,0.0,7,,197.0,67,0,0,37.8,6,0,9,14,2.5,2,4.9,9.6,0,939.8(06),4,01-01-2006
3129,,9,19797.0,74,0,4,3.9,971.8(02),2.0,1027.9,957.9,0.9,,6.1,0,0,5,,0,17,40,0.0,2,,200.0,71,0,2,9.3,4,0,9,13,5.0,0,6.0,11.1,0,937.0(25),2,01-01-2007
3129,,5,22625.0,74,0,4,4.8,968.0(27),4.0,1024.9,955.5,1.6,,8.3,0,0,11,,1,15,50,0.0,6,,213.0,78,0,0,19.8,6,0,9,11,7.7,0,7.4,13.2,0,927.7(03),4,01-01-2008
3129,,11,20655.0,75,0,7,3.4,962.5(11),8.0,1017.5,948.0,0.5,,11.5,0,0,4,,0,16,35,0.0,13,,296.0,68,0,3,27.4,10,0,13,16,1.0,3,4.8,9.0,0,931.8(25),9,01-01-2009
3129,,15,18589.0,74,0,5,2.9,956.9(15),7.0,1016.3,947.0,1.8,,8.4,0,0,1,,0,15,30,0.0,16,,273.0,70,0,2,43.5,12,0,12,8,0.5,5,5.5,9.1,0,931.2(07),8,01-01-2010
3129,,12,22504.0,74,0,7,4.4,962.5(17),3.0,1020.1,950.6,1.6,,8.9,0,0,8,,1,11,45,0.0,11,,196.0,72,0,2,26.6,9,0,8,11,5.4,2,6.1,10.5,0,931.9(27),6,01-01-2011
3129,,4,27799.0,67,0,1,7.1,969.7(19),3.0,1027.9,957.7,-1.6,,1.9,0,0,18,,0,9,74,0.0,2,,190.0,60,0,0,4.2,2,0,9,26,4.1,0,5.5,12.4,0,943.5(16),1,01-01-2012
3129,,10,22560.0,71,0,6,4.7,970.6(04),11.0,1021.6,952.1,1.3,,8.6,0,0,4,,0,17,49,1.0,8,,308.0,68,0,3,14.0,8,0,14,11,3.3,0,5.9,10.5,0,914.1(19),4,01-01-2013
3129,,14,19800.0,77,0,4,3.1,963.1(27),10.0,1016.0,947.4,4.4,,10.7,0,0,0,,1,17,32,0.0,14,,330.0,85,0,1,64.8,15,0,14,2,8.4,2,8.2,12.0,0,927.2(18),12,01-01-2014
3129,,4,28884.0,67,0,2,6.5,974.7(09),6.0,1025.7,955.7,-1.2,,10.4,0,0,12,,0,15,67,0.0,4,,234.0,60,0,0,18.4,3,0,10,26,4.2,1,5.6,12.2,0,925.9(31),3,01-01-2015
3129,,16,20063.0,78,0,3,3.5,966.7(30),10.0,1022.7,953.7,4.1,,10.7,0,0,2,,1,13,36,0.0,11,,311.0,89,0,0,28.9,11,0,14,5,7.5,0,8.2,12.2,0,934.6(04),7,01-01-2016
3129,,6,26880.0,69,0,5,5.7,962.3(07),2.0,1023.5,953.6,-1.1,,7.1,0,0,8,,1,17,59,0.0,3,,218.0,63,0,2,17.5,4,0,10,22,4.3,0,4.9,10.9,0,939.7(27),2,01-01-2017
3129,,7,25357.0,75,0,3,5.5,967.8(28),6.0,1024.1,954.5,1.0,,7.3,0,0,7,,2,17,57,0.0,7,,236.0,74,0,4,46.6,8,0,10,15,4.7,0,6.6,12.1,0,928.9(06),6,01-01-2018
3129,,3,29970.0,64,0,0,6.7,965.7(05),3.0,1021.9,952.2,-1.4,,7.8,0,0,16,,0,12,70,0.0,4,,239.0,59,0,0,18.2,4,0,11,22,5.1,0,5.7,12.7,0,929.2(31),3,01-01-2019
3129,,13,,75,0,5,4.3,965.8(04),2.0,1026.9,957.0,1.5,,10.5,0,0,10,,0,8,45,0.0,7,,211.0,74,0,0,12.4,9,0,9,15,4.5,0,6.7,11.7,0,947.8(25),4,01-01-2020
3129,,11,,78,0,5,4.8,962.6(17),7.0,1019.6,949.5,-1.7,,9.5,0,0,7,,2,13,50,0.0,11,,251.0,66,0,0,52.1,7,1,11,20,0.3,3,3.2,8.1,0,934.3(09),8,01-01-2021
3129,,1,,67,0,3,7.0,966.3(29),1.0,1028.9,958.6,-2.0,,4.8,0,0,18,,0,12,73,0.0,2,,156.0,60,0,0,11.5,2,0,7,24,7.6,0,5.4,12.8,0,941.7(04),2,01-01-2022
3129,,5,,71,0,4,6.2,966.7(04),6.0,1024.2,954.5,0.4,,8.4,0,1,10,,0,16,64,0.0,6,,268.0,69,0,0,10.4,5,0,12,17,6.3,1,5.9,11.4,0,932.9(17),2,01-01-2023
3129,,13,,82,0,7,4.4,970.6(23),2.0,1023.9,954.6,2.9,,11.2,0,0,4,,2,14,45,0.0,10,,174.0,88,0,2,58.2,9,0,7,6,7.3,1,7.8,12.7,0,934.4(17),9,01-01-2024
3129,,2,,65,0,2,6.9,969.8(11),5.0,1022.5,953.3,1.5,,8.7,0,0,9,,1,17,65,0.0,3,,249.0,68,0,0,27.9,8,0,12,11,7.7,1,7.1,12.8,0,934.5(27),3,01-02-2001
3129,,5,,66,0,4,7.3,966.1(19),3.0,1025.0,955.7,0.9,,9.1,0,0,10,,0,13,68,0.0,4,,201.0,71,0,1,9.3,4,1,9,13,9.6,0,7.4,13.9,0,942.3(28),2,01-02-2002
3129,,8,,67,0,1,5.0,961.9(28),2.0,1019.9,950.5,0.7,,7.5,0,0,7,,2,13,47,0.0,8,,218.0,65,0,1,43.5,9,0,10,12,2.3,1,5.7,10.7,0,935.5(19),7,01-02-2003
3129,,6,,69,0,2,5.9,967.9(04),2.0,1020.8,951.5,0.8,,6.9,0,0,10,,3,13,56,0.0,7,,168.0,68,0,1,71.2,6,0,7,10,4.1,0,6.6,12.4,0,926.5(21),6,01-02-2004
3129,,4,32250.0,58,0,0,6.4,970.3(11),6.0,1020.1,950.4,-1.5,,3.3,0,0,12,,2,12,60,0.0,5,,290.0,51,0,0,38.1,4,0,14,20,3.2,1,4.4,10.3,0,933.7(22),4,01-02-2005
3129,,4,30980.0,65,0,2,5.9,958.0(07),6.0,1016.4,947.2,-0.4,,7.2,0,0,8,,2,16,56,0.0,7,,270.0,61,0,1,36.2,2,0,12,18,7.0,5,6.2,12.7,0,928.9(26),4,01-02-2006
3129,,7,25873.0,72,0,2,4.2,960.5(27),11.0,1018.9,950.3,4.0,,9.7,0,0,2,,1,19,39,0.0,12,,329.0,84,0,1,33.0,14,1,15,4,8.1,0,9.0,13.9,0,935.5(16),5,01-02-2007
3129,,9,26240.0,70,0,5,4.3,965.4(06),2.0,1025.3,956.2,2.5,,8.8,0,0,5,,0,15,40,0.0,9,,180.0,80,0,1,25.6,11,0,8,11,8.8,0,8.5,14.5,0,941.3(03),5,01-02-2008
3129,,7,31540.0,64,0,1,6.2,961.9(22),4.0,1015.9,947.1,0.5,,7.5,0,1,11,,1,10,57,0.0,8,,240.0,65,0,1,38.5,6,1,10,14,4.9,2,7.2,13.8,0,921.1(02),5,01-02-2009
3129,,11,,68,0,1,4.0,956.9(02),8.0,1008.7,940.2,2.3,,8.7,0,0,2,,2,15,38,0.0,17,,331.0,70,0,0,90.0,16,1,15,9,3.1,2,6.7,10.9,0,922.2(16),11,01-02-2010
3129,,5,33741.0,62,0,1,7.3,966.5(04),6.0,1021.4,952.3,1.2,,8.4,0,0,9,,0,14,68,0.0,8,,265.0,65,0,0,18.6,8,0,11,15,8.7,0,7.9,14.6,0,926.8(17),3,01-02-2011
3129,,0,39357.0,45,0,0,8.4,963.3(04),10.0,1025.2,955.2,-2.6,,4.4,0,0,14,,0,15,78,0.0,1,,321.0,39,0,0,2.8,1,0,14,24,4.3,0,5.1,12.8,0,943.5(01),1,01-02-2012
3129,,7,28995.0,62,0,1,5.4,963.1(04),9.0,1018.8,949.6,1.3,,7.4,0,0,2,,0,19,51,0.0,10,,336.0,62,0,1,10.6,9,0,14,13,5.1,2,6.2,11.2,0,932.5(22),4,01-02-2013
3129,,10,25773.0,72,0,2,4.0,960.5(27),14.0,1016.7,948.0,2.8,,10.1,0,0,2,,1,16,38,0.0,14,,366.0,78,0,0,41.6,12,0,17,5,5.8,2,7.5,12.1,0,925.6(10),6,01-02-2014
3129,,4,32190.0,62,0,1,5.6,963.8(18),7.0,1019.8,950.6,1.9,,7.9,0,0,3,,0,21,52,0.0,6,,326.0,63,0,0,19.4,6,0,14,7,4.1,0,6.9,11.7,0,930.1(03),5,01-02-2015
3129,,9,31754.0,67,0,1,5.4,968.3(04),15.0,1019.9,951.0,3.1,,12.7,0,0,6,,1,14,51,0.0,9,,411.0,75,0,0,31.8,9,0,17,7,9.0,0,8.1,13.1,0,926.8(27),6,01-02-2016
3129,,11,29294.0,72,0,0,4.7,963.8(16),9.0,1019.7,950.9,3.2,,9.7,0,0,4,,2,13,43,0.0,11,,312.0,81,0,1,42.7,10,0,13,5,6.2,1,8.3,13.4,0,932.3(13),6,01-02-2017
3129,,7,30386.0,62,0,0,5.7,958.3(15),5.0,1015.3,946.1,0.1,,7.7,0,0,5,,4,16,53,0.0,5,,305.0,59,0,1,65.1,4,0,14,14,3.3,2,5.7,11.2,0,923.4(28),5,01-02-2018
3129,,1,37515.0,59,0,0,8.7,964.3(22),3.0,1025.5,956.2,-0.4,,5.5,0,0,18,,0,9,82,0.0,1,,202.0,61,0,0,0.5,1,0,9,17,8.7,0,7.8,16.1,0,924.6(01),0,01-02-2019
3129,,5,,70,0,2,5.7,966.3(23),1.0,1026.6,957.8,3.2,,10.6,0,0,11,,0,13,53,0.0,1,,181.0,87,0,1,0.1,1,0,8,4,11.0,0,9.9,16.5,0,944.7(29),0,01-02-2020
3129,,9,,74,0,0,4.8,965.8(24),3.0,1018.4,950.0,4.0,,8.5,0,0,2,,1,17,44,0.0,8,,242.0,88,0,0,39.7,10,0,11,0,9.7,0,9.3,14.6,0,933.7(09),7,01-02-2021
3129,,5,,60,0,0,7.2,963.1(08),1.0,1025.6,956.5,1.1,,6.2,0,0,11,,0,12,68,0.0,4,,185.0,67,0,0,9.0,5,0,9,12,9.4,0,8.7,16.2,0,947.5(18),2,01-02-2022
3129,,4,,59,0,0,7.0,968.2(10),2.0,1025.4,955.7,-0.9,,4.2,0,0,11,,0,13,66,0.0,3,,190.0,57,0,0,1.9,3,0,8,18,7.4,0,6.6,14.1,0,936.6(25),0,01-02-2023
3129,,10,,71,0,1,5.3,967.5(01),8.0,1020.8,952.2,3.8,,8.7,0,0,8,,0,11,49,0.0,8,,288.0,85,0,0,21.3,8,0,13,3,9.6,0,9.5,15.1,0,921.5(09),5,01-02-2024
3129,,9,,70,0,1,4.8,956.7(13),15.0,1013.0,945.5,6.9,,12.1,0,0,2,,3,20,40,0.0,14,,343.0,98,0,1,63.7,14,2,16,0,6.4,0,11.4,15.9,0,923.9(02),9,01-03-2001
3129,,8,,64,0,3,6.1,962.5(21),4.0,1017.4,949.3,4.1,,9.6,0,0,9,,2,14,51,0.0,8,,201.0,79,0,1,51.6,9,1,10,0,6.0,0,10.0,16.0,0,937.3(13),5,01-03-2002
3129,,6,,60,0,1,7.5,961.5(17),1.0,1020.6,952.4,4.4,,9.4,0,0,10,,1,15,63,0.0,6,,204.0,80,0,1,39.5,7,0,10,1,11.8,0,10.8,17.2,0,937.5(30),4,01-03-2003
3129,,8,,63,0,0,5.9,963.8(03),1.0,1021.0,952.1,2.7,,8.1,0,0,6,,3,17,49,0.0,10,,218.0,73,0,0,60.5,10,0,10,5,5.9,1,8.2,13.6,0,934.7(29),6,01-03-2004
3129,,4,49650.0,51,0,1,6.9,962.9(17),8.0,1017.8,949.6,3.0,,12.5,0,0,4,,0,23,58,0.0,5,,276.0,67,0,0,7.8,6,0,13,12,7.2,0,10.0,16.9,0,938.5(01),2,01-03-2005
3129,,5,46033.0,61,0,0,6.0,960.5(06),13.0,1015.9,948.0,4.8,,10.2,0,0,6,,0,20,51,0.0,8,,333.0,82,0,0,25.6,10,0,14,4,7.8,0,10.9,17.0,0,931.7(05),4,01-03-2006
3129,,2,50446.0,56,0,0,7.2,966.5(10),8.0,1020.2,951.7,2.7,,7.0,0,0,5,,0,24,61,1.0,7,,330.0,67,0,0,17.1,7,1,14,4,8.8,1,9.4,16.0,0,939.9(19),4,01-03-2007
3129,,1,53371.0,51,0,1,7.8,959.6(01),12.0,1016.3,948.3,2.9,,8.6,0,0,5,,0,25,65,0.0,4,,363.0,66,0,0,4.4,5,0,16,6,9.9,1,10.3,17.6,0,928.1(22),2,01-03-2008
3129,,1,51950.0,51,0,0,7.8,959.5(17),3.0,1016.2,948.4,3.1,,7.9,0,0,16,,0,14,65,0.0,6,,236.0,65,0,0,9.4,6,0,9,0,10.2,0,11.2,19.3,0,928.6(05),4,01-03-2009
3129,,9,44992.0,59,0,1,5.7,959.6(17),11.0,1017.5,949.1,3.5,,9.5,0,0,5,,1,17,48,0.0,12,,305.0,70,0,0,48.8,12,1,13,7,5.4,0,8.8,14.1,0,937.7(08),7,01-03-2010
3129,,11,39864.0,63,0,1,5.2,960.5(31),3.0,1018.4,950.0,4.3,,9.1,0,0,5,,1,15,43,0.0,14,,265.0,77,0,0,38.0,13,1,12,2,5.3,2,9.6,14.8,0,932.3(14),9,01-03-2011
3129,,3,56027.0,43,0,1,8.8,965.7(10),4.0,1024.1,955.6,2.0,,5.6,0,0,10,,0,18,73,0.0,3,,236.0,51,0,0,11.5,2,0,10,3,6.7,1,10.3,18.6,0,941.4(31),2,01-03-2012
3129,,16,39419.0,69,0,3,4.5,951.5(20),16.0,1008.0,940.2,5.0,,10.0,0,0,1,,3,14,37,0.0,19,,367.0,83,0,0,78.8,20,1,16,4,7.3,0,9.3,13.6,0,928.4(05),13,01-03-2013
3129,,7,50517.0,55,0,0,7.4,960.8(15),10.0,1017.7,949.8,4.5,,9.9,0,0,10,,1,14,62,0.0,4,,306.0,73,0,0,16.3,5,0,14,2,12.6,0,11.2,17.9,0,935.6(01),2,01-03-2014
3129,,8,48884.0,57,0,2,7.1,966.6(04),1.0,1020.6,952.5,3.8,,8.6,0,0,5,,2,18,59,0.0,7,,259.0,75,0,2,46.6,7,0,12,5,8.8,0,10.8,17.6,0,934.8(24),5,01-03-2015
3129,,3,54706.0,57,0,0,7.9,959.7(01),10.0,1016.2,947.9,2.4,,9.5,0,0,6,,2,22,66,0.0,9,,322.0,67,1,0,57.7,8,1,15,8,11.4,1,9.0,15.5,0,935.5(04),5,01-03-2016
3129,,6,52390.0,62,0,0,7.0,960.9(09),,1019.2,951.1,4.1,,9.9,0,0,7,,0,18,59,,6,,,80,0,1,19.2,4,0,13,2,6.3,2,10.9,17.8,0,933.1(03),6,01-03-2017
3129,,11,43577.0,67,0,0,5.3,957.6(27),20.0,1008.5,940.6,5.2,,10.0,0,0,3,,4,17,44,0.0,19,,457.0,78,0,0,139.0,20,1,19,1,9.6,0,9.2,13.2,0,916.4(01),16,01-03-2018
3129,,1,59619.0,47,0,0,9.7,964.2(09),5.0,1022.6,954.4,3.1,,8.8,0,0,11,,1,19,81,0.0,2,,235.0,63,0,0,12.7,2,0,11,2,12.8,0,11.2,19.3,0,935.7(06),1,01-03-2019
3129,,11,,63,1,0,5.3,959.7(10),4.0,1016.9,949.0,5.4,,11.4,0,0,2,,3,18,44,1.0,11,,273.0,84,0,0,66.1,10,2,13,2,10.0,1,11.2,16.9,0,934.0(02),9,01-03-2020
3129,,7,,58,0,0,7.3,961.5(03),1.0,1022.1,953.6,3.0,,7.2,0,0,11,,0,13,61,0.0,2,,207.0,71,0,0,3.3,2,0,9,5,9.6,0,10.0,16.9,0,942.9(19),1,01-03-2021
3129,,20,,70,0,1,2.6,958.8(01),0.0,1017.5,949.2,5.6,,10.5,0,0,0,,3,11,22,0.0,17,,243.0,86,0,0,79.7,18,0,11,1,9.3,0,9.8,14.0,0,935.8(30),12,01-03-2022
3129,,4,,56,0,0,8.4,957.4(28),6.0,1018.1,950.3,4.5,,11.5,0,0,7,,1,20,70,0.0,5,,293.0,79,0,0,16.1,5,0,13,5,7.9,0,11.8,19.1,0,941.4(07),4,01-03-2023
3129,,13,,69,0,1,5.4,959.1(16),12.0,1011.2,943.7,4.8,,11.6,0,0,3,,2,15,45,0.0,14,,331.0,92,0,2,48.4,15,2,14,2,8.7,1,10.8,16.6,0,925.4(25),10,01-03-2024
3129,,1,,49,0,0,10.1,960.7(08),3.0,1017.6,950.1,5.0,,11.0,0,0,7,,0,22,76,0.0,4,,268.0,73,0,0,14.2,4,1,13,0,11.9,0,12.0,19.0,0,937.1(29),3,01-04-2001
3129,,4,,53,0,1,8.9,962.3(22),4.0,1013.3,946.2,5.0,,9.5,0,0,9,,1,17,66,0.0,7,,192.0,76,0,0,34.9,8,1,9,1,10.7,0,12.2,19.3,0,923.7(11),7,01-04-2002
3129,,9,,61,0,0,6.8,956.5(17),7.0,1013.7,946.4,6.4,,11.8,0,0,6,,1,15,52,0.0,9,,282.0,91,0,0,38.6,11,2,12,0,11.7,0,12.4,18.3,0,936.1(13),7,01-04-2003
3129,,4,,57,0,0,8.3,960.9(03),2.0,1013.9,946.3,4.7,,8.9,0,0,7,,1,19,62,0.0,9,,257.0,79,0,0,36.6,11,1,11,0,9.6,0,11.0,17.2,0,933.3(29),6,01-04-2004
3129,,2,60159.0,49,0,0,7.9,959.7(05),11.0,1015.5,948.4,6.7,,11.0,1,0,7,,1,21,59,0.0,5,,341.0,79,0,0,18.1,6,1,15,0,11.9,0,13.5,20.2,0,937.8(14),4,01-04-2005
3129,,5,59483.0,53,0,1,7.2,955.2(02),5.0,1013.7,946.9,6.7,,10.7,0,0,7,,0,18,54,0.0,6,,270.0,90,0,0,18.2,7,0,12,0,16.4,0,14.2,21.6,0,937.9(04),4,01-04-2006
3129,,7,50828.0,66,0,0,5.1,956.5(23),2.0,1015.5,948.2,6.7,,11.7,0,0,2,,2,21,38,0.0,19,,205.0,99,0,0,68.7,19,6,10,1,11.9,0,12.9,19.0,0,940.0(01),11,01-04-2007
3129,,8,60444.0,52,0,0,7.3,961.2(25),11.0,1012.2,945.4,6.8,,11.2,0,0,6,,3,16,55,0.0,9,,364.0,83,0,0,59.0,10,2,16,0,13.2,0,13.6,20.4,0,924.5(18),8,01-04-2008
3129,,6,62065.0,49,0,0,7.6,956.7(21),6.0,1013.8,946.5,4.5,,11.7,0,0,4,,0,20,58,0.0,10,,295.0,70,0,0,17.9,10,0,15,2,13.0,0,11.8,19.1,0,936.8(10),5,01-04-2009
3129,,6,60635.0,57,0,0,8.1,959.1(05),5.0,1015.6,948.6,7.4,,13.8,0,0,6,,0,18,61,0.0,11,,219.0,92,0,0,33.0,11,0,10,0,10.5,0,13.8,20.1,0,936.6(12),7,01-04-2010
3129,,5,62066.0,54,0,1,8.5,960.1(07),2.0,1014.2,947.8,8.9,,12.2,0,0,13,,1,12,64,0.0,8,,235.0,98,0,0,46.5,8,2,10,0,15.1,0,15.7,22.5,0,933.3(29),8,01-04-2011
3129,,10,53669.0,58,0,1,6.0,953.1(16),16.0,1009.7,942.4,6.4,,9.9,0,0,3,,0,17,45,0.0,17,,400.0,78,0,0,31.8,20,1,18,0,11.1,0,11.5,16.5,0,935.4(12),8,01-04-2012
3129,,6,59845.0,56,0,0,7.3,957.4(20),8.0,1014.8,947.4,5.7,,10.7,0,0,6,,0,18,55,0.0,8,,329.0,81,0,0,32.6,11,1,15,2,8.3,0,11.9,18.0,0,931.9(01),5,01-04-2013
3129,,6,66869.0,54,0,3,8.8,954.7(13),10.0,1013.6,947.2,9.4,,13.5,0,0,5,,1,19,66,0.0,6,,306.0,102,0,0,27.8,7,3,14,0,14.0,0,16.2,22.9,0,932.4(02),4,01-04-2014
3129,,6,62770.0,52,0,1,7.8,961.1(01),3.0,1018.2,951.1,7.6,,11.1,0,0,1,,2,23,59,0.0,5,,260.0,88,0,0,44.8,9,0,12,0,11.1,0,14.3,21.0,0,938.9(26),4,01-04-2015
3129,,11,58494.0,63,0,1,6.6,957.9(30),11.0,1013.3,946.0,6.3,,11.5,0,0,6,,4,13,50,0.0,15,,294.0,91,1,0,120.1,15,0,14,1,10.8,0,11.9,17.5,0,933.6(04),14,01-04-2016
3129,,5,71788.0,44,0,0,10.2,958.6(21),4.0,1017.0,950.1,6.4,,12.4,0,0,11,,0,14,77,0.0,6,,252.0,75,0,0,16.4,7,0,11,0,12.5,0,14.5,22.6,0,938.1(25),5,01-04-2017
3129,,11,55431.0,63,2,2,6.7,957.3(17),12.0,1012.4,945.3,7.2,,12.4,0,0,4,,2,15,50,0.0,13,,316.0,96,0,1,62.5,14,1,15,0,8.0,0,12.8,18.4,0,926.9(10),11,01-04-2018
