indicativo,p_max,n_cub,glo,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3129,,4,59654.0,41,0,0,9.4,957.5(09),5.0,1014.8,949.7,14.5,,18.8,21,0,11,,1,15,75,0.0,4,,241.0,107,0,0,17.8,5,0,11,0,22.4,0,22.2,29.9,0,940.1(28),4,01-09-2013
3129,,3,56620.0,48,0,1,8.5,957.7(30),8.0,1013.6,948.5,15.3,,19.2,12,0,5,,0,22,68,0.0,6,,247.0,124,0,0,17.1,8,1,12,0,22.2,0,22.0,28.7,0,939.4(16),3,01-09-2014
3129,,4,58533.0,42,0,0,8.7,957.4(19),8.0,1014.3,948.8,13.1,,18.4,5,0,6,,1,20,70,1.0,4,,262.0,100,0,0,16.3,6,0,12,0,21.2,0,20.3,27.4,0,936.7(16),1,01-09-2015
3129,,2,61211.0,39,0,0,9.9,961.1(29),3.0,1016.7,951.4,13.9,,19.6,12,0,9,,0,19,80,0.0,1,,213.0,102,0,0,5.9,1,0,10,0,20.0,0,21.9,29.8,0,943.8(12),1,01-09-2016
3129,,1,61452.0,39,0,0,6.7,957.6(28),2.0,1016.2,950.7,12.4,,17.6,9,0,14,,0,15,54,0.0,0,,223.0,97,0,0,0.0,2,0,11,0,21.6,0,20.4,28.3,0,941.0(09),0,01-09-2017
3129,,2,60005.0,47,0,0,9.6,962.7(26),0.0,1016.7,951.8,16.0,,20.4,19,0,13,,0,15,77,0.0,5,,193.0,134,0,0,4.8,5,1,8,0,24.2,0,23.5,30.9,0,942.5(03),3,01-09-2018
3129,,3,58187.0,50,1,2,8.5,960.0(12),4.0,1016.6,951.1,14.1,,17.8,9,0,9,,2,18,68,0.0,5,,246.0,123,0,0,37.9,4,2,11,0,21.3,0,21.1,27.9,0,944.7(09),5,01-09-2019
3129,,3,,46,0,1,8.2,957.7(04),4.0,1016.0,950.5,13.5,,18.2,12,0,10,,3,17,66,0.0,8,,223.0,110,0,1,71.7,8,5,9,0,19.4,0,20.7,27.7,0,944.8(01),6,01-09-2020
3129,,5,,56,0,0,7.1,958.9(30),1.0,1016.3,950.6,14.3,,18.9,5,0,4,,2,21,57,0.0,6,,211.0,133,0,0,56.8,7,4,10,0,20.1,0,20.5,26.6,0,945.8(14),5,01-09-2021
3129,,3,,46,0,0,8.6,954.2(30),3.0,1012.9,947.7,14.2,,20.6,9,0,6,,3,21,69,0.0,6,,259.0,118,0,1,46.5,7,1,12,0,18.1,0,21.3,28.2,0,939.8(29),3,01-09-2022
3129,,7,,64,0,1,7.3,959.3(30),2.0,1015.2,949.7,14.6,,20.1,6,0,9,,5,14,59,0.0,11,,186.0,154,2,0,151.3,11,6,8,0,19.0,0,20.6,26.6,0,941.7(21),9,01-09-2023
3129,,3,,47,0,0,8.9,957.6(28),4.0,1013.7,948.2,13.3,,19.9,8,0,10,,1,17,72,0.0,2,,242.0,111,0,0,25.7,3,1,11,0,22.1,0,20.4,27.4,0,937.5(06),1,01-09-2024
3129,,9,,70,0,1,6.4,963.3(24),5.0,1019.4,952.4,9.9,,13.9,0,0,4,,2,18,58,0.0,11,,207.0,124,0,1,62.7,12,0,11,0,14.0,0,15.4,20.8,0,937.4(19),9,01-10-2001
3129,,4,,70,0,4,6.0,962.3(27),3.0,1017.4,950.3,8.9,,14.0,0,0,2,,2,25,54,0.0,9,,209.0,116,0,1,56.3,10,2,10,0,14.2,0,14.4,19.8,0,933.3(09),6,01-10-2002
3129,,10,,69,0,2,5.4,957.3(07),6.0,1013.2,946.1,9.0,,13.9,0,0,4,,4,17,48,0.0,17,,271.0,110,1,1,138.9,17,3,11,0,9.7,0,13.6,18.1,0,921.3(31),16,01-10-2003
3129,,6,,59,0,0,6.4,956.6(02),8.0,1013.7,947.1,9.6,,15.2,4,0,3,,3,22,57,0.0,11,,290.0,102,0,0,88.7,12,1,12,0,12.2,0,15.3,21.0,0,931.9(27),10,01-10-2004
3129,,7,35038.0,61,0,2,5.2,957.9(03),3.0,1017.4,950.6,9.7,,14.7,1,0,9,,3,15,47,0.0,11,,229.0,109,0,2,71.1,11,2,10,0,16.1,0,15.6,21.4,0,944.4(31),9,01-10-2005
3129,,8,32111.0,64,0,1,4.7,961.2(28),9.0,1014.7,948.6,11.5,,15.1,0,0,5,,5,18,42,1.0,12,,280.0,123,0,1,102.4,13,0,12,0,15.5,0,17.0,22.5,0,937.1(25),9,01-10-2006
3129,,4,39638.0,59,0,4,6.9,959.5(09),0.0,1019.0,951.9,8.2,,14.6,0,0,11,,2,16,63,0.0,8,,204.0,101,1,0,57.3,8,0,9,0,16.1,0,15.0,21.8,0,942.4(24),4,01-10-2007
3129,,10,34322.0,63,0,2,5.1,960.5(25),3.0,1018.1,950.9,8.7,,14.7,0,0,8,,5,13,45,0.0,14,,242.0,105,1,0,132.6,14,2,11,0,10.9,0,14.4,20.1,0,925.2(31),10,01-10-2008
3129,,3,41484.0,53,0,0,7.4,959.6(31),5.0,1016.7,950.3,10.0,,15.3,0,0,11,,2,17,67,0.0,4,,201.0,104,0,0,37.8,4,1,10,0,14.4,0,17.2,24.4,0,928.6(22),3,01-10-2009
3129,,5,41753.0,55,0,1,7.2,959.3(27),4.0,1013.3,946.3,6.7,,15.3,0,0,12,,1,14,65,0.0,7,,232.0,85,0,0,35.0,9,1,10,1,11.8,0,13.8,20.8,0,931.2(31),6,01-10-2010
3129,,3,46231.0,47,0,0,8.5,961.1(10),5.0,1019.0,952.1,8.3,,11.8,7,0,18,,2,10,76,0.0,4,,223.0,81,0,0,36.3,5,1,9,0,15.3,0,16.4,24.5,0,931.9(24),4,01-10-2011
3129,,8,39149.0,64,0,1,6.7,956.6(07),5.0,1013.3,946.4,9.0,,17.5,0,0,9,,1,14,59,0.0,10,,218.0,105,0,1,34.3,11,0,10,1,8.5,0,14.6,20.2,0,931.7(30),7,01-10-2012
3129,,7,39951.0,64,0,1,6.7,958.9(27),6.0,1017.4,950.8,10.3,,17.8,0,0,6,,1,18,60,0.0,8,,213.0,122,0,0,42.4,9,1,10,0,16.0,0,16.5,22.7,0,942.2(22),7,01-10-2013
3129,,5,40277.0,62,0,0,6.9,960.5(22),5.0,1017.0,950.7,11.6,,16.2,0,0,5,,3,21,62,0.0,7,,213.0,125,1,0,82.4,7,2,9,0,15.7,0,18.0,24.4,0,938.4(11),7,01-10-2014
3129,,13,38074.0,65,0,0,5.5,955.7(01),6.0,1015.1,948.4,10.1,,16.7,0,0,6,,2,12,49,0.0,10,,232.0,115,0,0,57.3,11,0,11,0,15.8,0,15.7,21.3,0,940.2(11),7,01-10-2015
3129,,11,38120.0,63,0,1,6.3,963.4(28),3.0,1015.9,949.3,10.0,,14.7,0,0,6,,3,14,56,0.0,9,,168.0,113,0,0,47.8,12,0,7,0,14.9,0,16.4,22.7,0,934.2(13),5,01-10-2016
3129,,4,46578.0,50,0,1,8.8,961.9(27),1.0,1021.0,954.4,9.3,,16.6,4,0,22,,1,5,79,0.0,2,,176.0,96,0,0,19.9,2,1,8,0,14.7,0,17.6,25.9,0,942.9(18),2,01-10-2017
3129,,7,40268.0,62,0,0,6.4,959.4(23),0.0,1014.3,947.5,9.3,,15.4,0,0,11,,3,13,57,0.0,14,,231.0,106,0,0,74.1,15,2,10,0,9.3,0,15.2,21.0,0,933.0(30),10,01-10-2018
3129,,7,42615.0,62,0,1,7.2,957.5(25),2.0,1016.6,949.9,9.6,,15.8,1,0,10,,1,14,64,0.0,9,,212.0,112,0,0,33.1,9,1,9,0,11.6,0,16.1,22.6,0,937.1(19),7,01-10-2019
3129,,5,,63,0,1,6.6,960.5(29),4.0,1018.0,950.5,7.3,,13.4,0,0,6,,1,20,59,1.0,7,,267.0,97,0,0,39.8,7,0,11,0,12.5,0,13.4,19.4,0,928.2(02),6,01-10-2020
3129,,4,,60,0,0,7.7,959.5(19),1.0,1018.6,951.6,8.2,,14.1,0,0,11,,2,16,69,0.0,6,,178.0,106,1,0,80.9,6,0,8,0,15.8,0,15.5,22.7,0,937.4(30),5,01-10-2021
3129,,10,,61,0,1,5.6,960.3(02),4.0,1018.9,952.5,11.7,,14.5,1,0,6,,0,15,49,0.0,11,,189.0,122,0,0,26.4,11,1,9,0,16.0,0,18.2,24.8,0,944.3(22),6,01-10-2022
3129,,8,,66,0,0,5.9,960.0(04),9.0,1014.5,948.2,11.7,,16.4,8,0,8,,2,15,52,0.0,14,,258.0,128,2,0,145.5,14,0,11,0,13.2,0,17.7,23.5,0,923.6(19),12,01-10-2023
3129,,11,,70,0,0,4.4,960.3(23),3.0,1015.4,948.8,11.3,,18.1,0,0,2,,4,18,40,0.0,14,,234.0,132,2,0,135.5,15,2,11,0,13.7,0,16.5,21.6,0,935.0(09),12,01-10-2024
3129,,5,,63,0,0,6.6,961.9(29),4.0,1023.2,953.9,0.5,,8.1,0,0,10,,0,15,67,0.0,4,,212.0,65,0,0,16.2,6,1,9,14,7.6,0,6.8,13.0,0,944.5(09),4,01-11-2001
3129,,13,,77,0,7,3.5,962.1(30),6.0,1015.6,947.4,5.4,,10.6,0,0,1,,4,16,35,0.0,18,,210.0,93,0,1,84.0,19,0,11,1,7.5,0,9.5,13.6,0,920.1(14),12,01-11-2002
3129,,12,,76,0,1,4.5,960.3(04),2.0,1017.5,949.2,5.2,,9.8,0,0,7,,2,11,45,0.0,9,,186.0,95,0,0,53.0,10,0,8,1,9.5,0,9.6,14.0,0,925.9(01),8,01-11-2003
3129,,2,,68,0,3,7.3,962.1(17),3.0,1021.9,953.0,2.3,,10.5,0,0,14,,1,14,73,0.0,5,,209.0,77,0,0,22.6,6,1,8,8,10.9,0,8.5,14.6,0,936.6(30),3,01-11-2004
3129,,5,21234.0,73,0,4,3.9,963.4(10),1.0,1018.9,950.1,3.2,,9.3,0,1,5,,2,20,39,0.0,6,,214.0,82,0,2,52.1,6,0,10,6,7.3,0,8.1,13.0,0,933.3(25),5,01-11-2005
3129,,11,18937.0,79,0,2,3.7,963.5(11),4.0,1021.0,953.1,8.0,,12.6,0,0,6,,3,13,37,0.0,15,,238.0,114,0,1,105.5,15,0,10,0,11.7,0,12.3,16.5,0,935.2(25),8,01-11-2006
3129,,2,30170.0,54,0,1,7.2,961.1(07),1.0,1020.3,951.4,-0.1,,5.2,0,0,18,,2,10,72,0.0,2,,203.0,58,0,0,33.4,2,0,9,11,7.3,0,8.2,16.4,0,935.1(20),2,01-11-2007
3129,,2,26753.0,68,0,3,5.6,962.7(09),3.0,1018.9,950.0,1.8,,9.1,0,0,9,,0,19,57,0.0,3,,260.0,72,0,1,6.7,4,0,11,8,7.3,0,7.5,13.2,0,927.8(29),1,01-11-2008
3129,,4,24905.0,61,0,1,4.6,964.3(23),7.0,1018.7,950.6,5.5,,11.5,0,0,6,,0,20,46,0.0,5,,290.0,83,0,1,12.0,5,0,13,2,10.9,0,11.2,16.9,0,934.9(29),2,01-11-2009
3129,,6,25898.0,67,0,1,5.2,962.4(04),6.0,1013.7,945.2,3.3,,10.7,0,0,5,,0,19,52,0.0,10,,255.0,74,0,0,20.0,9,0,10,6,2.4,1,8.4,13.4,0,923.1(09),7,01-11-2010
3129,,15,19778.0,75,0,2,3.6,963.4(26),3.0,1017.9,949.8,6.5,,11.8,0,0,5,,2,10,36,0.0,15,,199.0,98,0,0,49.6,18,0,9,3,11.4,0,10.9,15.3,0,929.1(04),8,01-11-2011
3129,,12,21156.0,73,0,2,3.5,958.8(07),4.0,1015.6,947.4,5.4,,10.8,0,0,2,,1,16,35,0.0,10,,228.0,90,0,1,42.0,10,0,10,2,9.0,0,9.5,13.6,0,935.1(01),5,01-11-2012
3129,,5,26814.0,64,0,3,6.0,960.4(10),6.0,1020.4,951.8,3.7,,13.7,0,0,11,,0,14,60,0.0,3,,284.0,79,0,0,12.8,3,0,13,8,7.2,0,9.4,15.1,0,939.2(18),2,01-11-2013
3129,,10,23969.0,77,1,5,4.1,957.4(01),9.0,1011.0,943.5,6.8,,12.0,0,0,0,,5,20,41,0.0,17,,270.0,104,1,2,103.1,17,1,11,0,10.7,0,11.1,15.4,0,919.7(28),12,01-11-2014
3129,,4,29749.0,68,0,2,6.8,967.9(30),3.0,1025.2,956.8,5.0,,13.7,0,0,17,,2,9,69,0.0,3,,194.0,94,0,0,29.1,6,0,8,3,10.0,0,11.7,18.4,0,943.0(02),2,01-11-2015
3129,,12,24172.0,77,0,0,4.7,961.4(15),3.0,1017.1,948.6,3.9,,9.2,0,0,7,,5,11,47,0.0,13,,203.0,90,0,1,97.3,12,1,9,2,6.2,1,8.9,13.9,0,933.1(21),11,01-11-2016
3129,,3,30542.0,59,0,0,7.1,962.4(26),2.0,1021.1,952.5,2.4,,10.6,0,0,13,,0,14,71,0.0,4,,213.0,71,0,0,5.9,5,0,9,11,8.8,0,9.5,16.5,0,939.3(29),2,01-11-2017
3129,,9,23267.0,79,0,2,4.0,957.8(28),5.0,1015.6,947.5,6.0,,12.1,0,0,0,,2,21,40,0.0,17,,228.0,100,0,0,76.8,19,0,11,2,9.0,0,10.2,14.4,0,933.1(05),13,01-11-2018
3129,,12,26180.0,70,0,0,3.9,955.0(01),10.0,1012.3,944.5,6.6,,14.5,0,0,1,,0,17,39,0.0,14,,423.0,91,0,0,30.7,16,0,18,2,8.8,0,10.2,13.8,0,924.7(22),10,01-11-2019
3129,,10,,82,0,6,4.1,964.4(19),1.0,1022.4,953.9,5.5,,11.3,0,0,3,,2,17,42,0.0,11,,145.0,104,0,1,59.6,12,0,6,3,10.4,0,10.3,15.2,0,938.4(28),9,01-11-2020
3129,,5,,67,0,1,6.3,959.6(19),1.0,1018.1,949.3,2.4,,11.4,0,0,11,,1,14,63,0.0,5,,234.0,73,0,0,15.1,6,0,10,5,6.2,0,8.2,14.0,0,937.7(27),2,01-11-2021
3129,,11,,74,0,3,4.7,962.7(26),7.0,1019.7,951.7,6.3,,12.7,0,0,4,,0,15,47,0.0,13,,270.0,103,0,1,30.2,14,0,12,1,11.8,0,11.5,16.6,0,940.6(17),9,01-11-2022
3129,,7,,79,0,8,4.9,960.6(18),8.0,1018.4,950.4,6.7,,12.7,0,0,5,,1,17,49,0.0,8,,307.0,108,1,2,61.8,7,0,13,2,11.5,0,11.4,16.0,0,931.3(04),5,01-11-2023
3129,,4,,78,0,5,4.3,962.0(30),2.0,1022.0,953.9,6.6,,12.7,0,0,4,,0,22,44,0.0,6,,150.0,109,0,1,9.6,9,1,6,1,10.1,0,11.9,17.1,0,945.1(22),3,01-11-2024
3129,,6,,74,0,6,5.6,964.1(05),0.0,1025.0,954.3,-3.8,,3.2,0,0,12,,0,13,60,0.0,4,,106.0,56,0,3,15.6,2,0,4,29,2.3,2,2.3,8.4,0,941.7(23),4,01-12-2001
3129,,13,,81,0,6,3.7,959.9(01),4.0,1019.4,950.5,3.7,,11.4,0,0,2,,1,16,39,0.0,14,,236.0,90,0,1,59.0,14,0,10,5,6.8,0,7.6,11.4,0,933.9(27),10,01-12-2002
3129,,4,,78,0,5,4.6,963.9(23),4.0,1021.4,951.9,0.8,,5.9,0,0,8,,1,19,49,0.0,8,,159.0,74,0,3,30.5,9,0,7,13,6.4,0,5.7,10.4,0,936.3(01),7,01-12-2003
3129,,5,,71,0,1,5.2,963.7(31),4.0,1021.7,952.3,1.2,,7.0,0,0,5,,1,21,56,0.0,4,,257.0,71,0,1,18.3,4,0,9,11,5.7,0,6.4,11.6,0,927.7(01),3,01-12-2004
3129,,2,22329.0,69,0,1,5.5,963.3(22),5.0,1021.5,951.9,-0.2,,7.8,0,0,12,,1,17,59,0.0,5,,260.0,65,0,0,25.6,7,0,11,19,6.2,0,5.4,11.0,0,933.0(02),2,01-12-2005
3129,,7,21801.0,71,0,0,5.3,972.5(31),3.0,1028.0,958.1,1.0,,10.9,0,0,11,,1,13,57,0.0,4,,221.0,70,0,0,19.1,5,0,9,15,7.6,0,6.3,11.5,0,939.4(08),2,01-12-2006
3129,,6,21908.0,74,0,8,5.2,964.5(27),1.0,1026.6,956.6,-0.6,,5.8,0,0,7,,1,18,55,0.0,4,,165.0,69,0,1,15.7,4,0,6,17,6.0,0,5.5,11.5,0,947.5(17),3,01-12-2007
3129,,8,18639.0,73,0,2,4.2,965.1(20),4.0,1019.9,950.4,0.7,,9.9,0,0,8,,1,15,45,0.0,7,,223.0,69,0,2,38.0,7,0,9,16,5.8,1,6.0,11.3,0,930.4(14),6,01-12-2008
3129,,11,16732.0,75,0,3,3.0,960.1(09),9.0,1012.5,943.7,2.0,,11.1,0,0,2,,3,17,32,0.0,18,,287.0,77,0,1,94.7,14,0,13,10,1.8,4,6.2,10.4,0,920.5(24),13,01-12-2009
3129,,11,19458.0,73,0,6,4.1,960.3(10),5.0,1014.4,945.3,1.5,,9.6,0,0,5,,3,15,44,0.0,11,,207.0,72,0,2,60.8,13,0,9,11,5.8,1,5.9,10.2,0,924.6(22),9,01-12-2010
3129,,8,23388.0,71,0,4,5.8,967.0(26),4.0,1028.2,958.2,0.2,,7.3,0,0,8,,0,15,62,0.0,4,,203.0,68,0,1,3.1,4,0,9,19,4.8,1,6.2,12.0,0,948.2(16),2,01-12-2011
3129,,11,18167.0,76,0,8,4.0,966.1(27),5.0,1023.3,953.7,1.4,,10.2,0,0,6,,0,14,43,0.0,6,,237.0,74,0,1,3.6,8,0,11,13,3.5,0,5.9,10.4,0,940.1(01),1,01-12-2012
3129,,7,23557.0,71,0,4,6.0,965.9(15),5.0,1026.1,956.2,-0.7,,8.7,0,0,18,,2,6,64,0.0,8,,232.0,65,0,0,47.0,8,0,10,22,8.5,0,5.8,12.3,0,930.6(25),6,01-12-2013
3129,,3,24975.0,70,0,1,6.4,966.7(29),2.0,1025.5,955.9,0.8,,8.1,0,0,13,,1,15,68,0.0,6,,206.0,70,0,1,21.9,7,0,9,17,9.1,0,6.7,12.5,0,935.9(01),2,01-12-2014
3129,,8,21686.0,74,0,0,4.9,968.7(09),0.0,1030.7,961.0,2.1,,7.6,0,0,8,,0,15,52,0.0,4,,139.0,80,0,0,4.2,5,0,6,8,9.9,0,8.4,14.7,0,952.6(13),1,01-12-2015
3129,,7,22015.0,80,0,7,4.9,969.9(24),0.0,1027.9,958.2,2.3,,9.8,0,0,9,,0,15,53,0.0,6,,161.0,83,0,5,28.1,5,0,7,8,4.2,0,7.5,12.6,0,942.9(04),5,01-12-2016
3129,,5,22526.0,69,0,0,5.3,969.1(21),7.0,1025.4,955.7,0.3,,9.7,0,0,10,,1,16,57,0.0,4,,283.0,68,0,0,19.1,4,0,12,17,6.7,0,6.2,12.0,0,924.6(11),4,01-12-2017
3129,,9,18787.0,82,0,7,5.0,965.5(22),2.0,1027.8,958.0,1.2,,7.1,0,0,7,,0,15,54,0.0,6,,145.0,81,0,2,9.0,5,0,7,14,7.8,0,6.8,12.3,0,939.4(13),2,01-12-2018
3129,,11,21152.0,78,0,4,4.0,964.4(31),6.0,1020.3,951.5,3.9,,11.6,0,0,5,,2,15,42,0.0,12,,280.0,87,0,2,57.7,12,0,11,5,6.6,0,8.5,13.0,0,930.4(20),5,01-12-2019
3129,,9,,75,0,4,4.1,962.0(21),7.0,1017.0,948.0,2.3,,10.3,0,0,2,,0,20,44,0.0,15,,310.0,77,0,2,14.3,14,0,14,9,7.1,0,6.5,10.7,0,927.8(04),6,01-12-2020
3129,,6,,77,0,7,5.2,961.8(31),6.0,1022.2,953.1,2.4,,9.6,0,0,7,,0,18,55,0.0,8,,238.0,85,0,0,23.8,9,0,10,10,9.1,0,8.0,13.5,0,938.8(25),5,01-12-2021
3129,,19,,87,0,6,2.5,964.5(27),2.0,1016.8,948.5,5.6,,12.7,0,0,5,,4,7,26,0.0,15,,201.0,104,0,2,137.6,17,0,8,1,7.7,0,9.2,12.8,0,931.5(09),12,01-12-2022
3129,,7,,79,0,4,5.1,969.0(17),1.0,1025.5,955.8,0.9,,9.7,0,0,13,,1,11,55,0.0,6,,171.0,76,0,0,25.1,7,0,7,15,8.0,0,6.5,12.0,0,929.5(01),3,01-12-2023
3129,,2,,73,0,2,6.2,971.3(16),2.0,1028.4,958.6,0.6,,7.5,0,0,11,,0,18,67,0.0,6,,140.0,74,0,1,1.0,7,0,7,13,8.7,0,7.1,13.5,0,948.6(11),0,01-12-2024
