indicativo,p_max,n_cub,hr,nw_55,tm_min,ta_max,ts_min,nt_30,n_des,w_racha,np_100,n_nub,nw_91,np_001,ta_min,w_rec,e,np_300,p_mes,w_med,nt_00,ti_max,tm_mes,tm_max,np_010,fecha
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2003
3126Y,,,,,1.4,,9.0,0.0,,,0.0,,,7.0,,,,0.0,7.2,,14.0,6.4,6.2,11.0,2.0,01-01-2004
3126Y,,,,,-2.6,,2.5,0.0,,,0.0,,,0.0,,,,0.0,0.0,,26.0,1.4,4.2,10.8,0.0,01-01-2005
3126Y,,,,,-0.3,,4.6,0.0,,,2.0,,,9.0,,,,1.0,47.2,,15.0,1.5,3.9,8.1,3.0,01-01-2006
3126Y,,,,,0.9,,5.1,0.0,,,0.0,,,8.0,,,,0.0,13.4,,14.0,4.1,5.4,9.8,2.0,01-01-2007
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2008
3126Y,,,,,0.1,,9.9,0.0,,,0.0,,,17.0,,,,0.0,32.6,,16.0,0.6,3.8,7.5,10.0,01-01-2009
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2010
3126Y,,,81.0,0.0,0.5,,7.8,0.0,,,0.0,,0.0,12.0,,83.0,74.0,0.0,45.4,4.0,14.0,3.5,4.8,9.0,9.0,01-01-2011
3126Y,,,72.0,0.0,-1.4,,3.1,0.0,,,0.0,,0.0,2.0,,77.0,62.0,0.0,6.2,3.0,25.0,2.9,4.8,10.9,2.0,01-01-2012
3126Y,,,78.0,2.0,0.9,,7.2,0.0,,,1.0,,0.0,11.0,,140.0,70.0,0.0,29.8,6.0,12.0,2.0,5.0,9.1,7.0,01-01-2013
3126Y,,,82.0,1.0,3.0,,8.9,0.0,,,3.0,,0.0,18.0,,141.0,82.0,0.0,82.4,6.0,2.0,6.3,6.5,9.9,13.0,01-01-2014
3126Y,,,66.0,1.0,-1.4,,9.5,0.0,,,0.0,,0.0,4.0,,88.0,57.0,0.0,12.0,4.0,23.0,2.3,4.7,10.6,3.0,01-01-2015
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2016
3126Y,,,69.0,0.0,-1.1,,6.2,0.0,,,1.0,,0.0,6.0,,91.0,61.0,0.0,21.6,4.0,18.0,4.4,4.2,9.5,3.0,01-01-2017
3126Y,,,,,,,,,,,,,,,,,,,,4.0,,,,,,01-01-2018
3126Y,,,65.0,0.0,-1.6,,6.6,0.0,,,0.0,,0.0,3.0,,90.0,57.0,0.0,20.6,4.0,24.0,2.9,4.8,11.2,3.0,01-01-2019
3126Y,,,78.0,3.0,1.0,,8.9,0.0,,,0.0,,0.0,11.0,,96.0,72.0,0.0,22.2,4.0,13.0,6.2,5.6,10.2,5.0,01-01-2020
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2021
3126Y,,5.0,65.0,0.0,-1.7,,4.4,0.0,18.0,,0.0,8.0,0.0,4.0,,67.0,57.0,0.0,12.0,3.0,23.0,7.1,4.9,11.5,2.0,01-01-2022
3126Y,,5.0,72.0,1.0,-0.1,,5.9,0.0,12.0,,0.0,14.0,0.0,9.0,,103.0,65.0,0.0,16.6,4.0,16.0,5.9,4.9,9.9,2.0,01-01-2023
3126Y,,13.0,82.0,0.0,2.9,,10.5,0.0,5.0,,2.0,13.0,0.0,12.0,,78.0,85.0,0.0,53.2,3.0,6.0,5.9,7.0,11.2,8.0,01-01-2024
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-02-2003
3126Y,,,,,1.2,,7.2,0.0,,,3.0,,,7.0,,,,0.0,79.8,,11.0,3.8,6.5,11.7,6.0,01-02-2004
3126Y,,,,,-1.9,,2.6,0.0,,,2.0,,,7.0,,,,0.0,59.2,,22.0,2.2,3.6,9.0,6.0,01-02-2005
3126Y,,,,,-0.3,,6.0,0.0,,,3.0,,,5.0,,,,0.0,40.0,,18.0,4.6,5.4,11.0,4.0,01-02-2006
3126Y,,,,,3.5,,9.0,0.0,,,1.0,,,12.0,,,,0.0,34.6,,3.0,6.4,7.8,12.2,8.0,01-02-2007
3126Y,,,,,3.0,,7.4,0.0,,,1.0,,,17.0,,,,0.0,27.2,,7.0,7.8,7.8,12.5,6.0,01-02-2008
3126Y,,,,,0.7,,6.0,0.0,,,1.0,,,8.0,,,,0.0,40.4,,11.0,2.4,6.3,11.9,5.0,01-02-2009
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-02-2010
3126Y,,,67.0,2.0,0.9,,9.5,0.0,,,0.0,,0.0,9.0,,128.0,67.0,0.0,26.2,5.0,14.0,6.3,6.9,12.8,6.0,01-02-2011
3126Y,,,47.0,2.0,-2.9,,2.5,0.0,,,0.0,,0.0,1.0,,160.0,40.0,0.0,2.4,7.0,23.0,2.2,4.1,11.1,1.0,01-02-2012
3126Y,,,69.0,0.0,0.9,,6.1,0.0,,,0.0,,0.0,11.0,,153.0,65.0,0.0,14.6,7.0,10.0,3.9,5.3,9.7,7.0,01-02-2013
3126Y,,,78.0,2.0,1.4,,8.1,0.0,,,3.0,,0.0,16.0,,152.0,75.0,0.0,66.8,7.0,8.0,3.6,5.7,9.8,11.0,01-02-2014
3126Y,,,,,,,,,,,,,,,,,,,,6.0,,,,,,01-02-2015
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-02-2016
3126Y,,,74.0,2.0,2.7,,9.2,0.0,,,1.0,,0.0,10.0,,135.0,79.0,0.0,55.4,5.0,6.0,4.1,7.4,12.0,7.0,01-02-2017
3126Y,,,63.0,0.0,-1.1,,5.2,0.0,,,3.0,,0.0,6.0,,113.0,56.0,0.0,65.6,5.0,18.0,2.0,4.2,9.5,5.0,01-02-2018
3126Y,,,59.0,0.0,-0.1,,4.1,0.0,,,0.0,,0.0,1.0,,77.0,60.0,0.0,0.4,3.0,14.0,7.3,7.1,14.2,0.0,01-02-2019
3126Y,,,73.0,0.0,3.4,,10.0,0.0,,,0.0,,0.0,2.0,,74.0,86.0,0.0,0.4,3.0,1.0,9.8,9.1,14.7,0.0,01-02-2020
3126Y,,,,,4.0,,8.2,0.0,,,0.0,,,13.0,,,86.0,0.0,37.8,4.0,1.0,8.1,8.5,12.9,8.0,01-02-2021
3126Y,,5.0,59.0,0.0,1.5,,5.8,0.0,13.0,,0.0,10.0,0.0,3.0,,87.0,65.0,0.0,7.6,4.0,7.0,7.8,8.1,14.7,3.0,01-02-2022
3126Y,,4.0,57.0,0.0,-0.9,,5.0,0.0,13.0,,0.0,11.0,0.0,2.0,,83.0,54.0,0.0,1.6,4.0,19.0,5.8,5.6,12.0,1.0,01-02-2023
3126Y,,10.0,71.0,1.0,3.5,,8.4,0.0,7.0,,1.0,12.0,0.0,9.0,,130.0,82.0,0.0,30.6,6.0,1.0,8.1,8.5,13.5,5.0,01-02-2024
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-03-2003
3126Y,,,,,2.9,,8.4,0.0,,,3.0,,,14.0,,,,0.0,59.0,,7.0,4.8,7.9,12.9,5.0,01-03-2004
3126Y,,,,,3.0,,11.7,0.0,,,0.0,,,5.0,,,,0.0,11.8,,10.0,5.1,9.1,15.2,2.0,01-03-2005
3126Y,,,,,4.6,,9.5,0.0,,,2.0,,,10.0,,,,0.0,41.2,,4.0,6.0,9.8,15.0,7.0,01-03-2006
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-03-2007
3126Y,,,,,3.3,,8.8,0.0,,,0.0,,,3.0,,,,0.0,1.6,,6.0,7.6,9.5,15.6,0.0,01-03-2008
3126Y,,,,,3.7,,8.6,0.0,,,0.0,,,5.0,,,,0.0,9.4,,0.0,8.9,10.5,17.4,3.0,01-03-2009
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-03-2010
3126Y,,,69.0,0.0,3.5,,7.8,0.0,,,2.0,,0.0,12.0,,141.0,78.0,0.0,65.0,6.0,5.0,3.7,8.3,13.1,10.0,01-03-2011
3126Y,,,46.0,0.0,2.1,,6.3,0.0,,,2.0,,0.0,2.0,,114.0,55.0,0.0,29.0,5.0,6.0,4.7,9.5,16.8,2.0,01-03-2012
3126Y,,,77.0,0.0,4.0,,8.4,0.0,,,5.0,,0.0,21.0,,170.0,85.0,0.0,112.0,8.0,4.0,6.3,8.0,12.0,17.0,01-03-2013
3126Y,,,58.0,2.0,3.7,,9.7,0.0,,,1.0,,0.0,5.0,,149.0,71.0,0.0,21.6,7.0,2.0,10.1,9.6,15.5,4.0,01-03-2014
3126Y,,,,,,,,,,,,,,,,,72.0,,,6.0,,,,,,01-03-2015
3126Y,,,60.0,1.0,1.9,,6.7,0.0,,,1.0,,0.0,10.0,,139.0,66.0,0.0,59.2,6.0,7.0,9.5,7.7,13.5,8.0,01-03-2016
3126Y,,,62.0,0.0,3.9,,9.1,0.0,,,0.0,,0.0,7.0,,131.0,77.0,0.0,14.8,5.0,4.0,4.5,10.2,16.4,5.0,01-03-2017
3126Y,,,71.0,1.0,3.5,,8.4,0.0,,,6.0,,0.0,20.0,,176.0,75.0,0.0,151.2,8.0,1.0,7.0,7.4,11.4,17.0,01-03-2018
3126Y,,,48.0,0.0,2.7,,7.4,0.0,,,1.0,,0.0,3.0,,114.0,62.0,0.0,11.4,5.0,3.0,11.2,10.0,17.3,1.0,01-03-2019
3126Y,,,69.0,2.0,4.4,,10.0,0.0,,,1.0,,0.0,10.0,,140.0,85.0,0.0,42.4,6.0,5.0,8.2,9.6,14.8,8.0,01-03-2020
3126Y,,,,,2.8,,8.7,0.0,,,0.0,,,0.0,,,70.0,0.0,0.0,5.0,6.0,8.5,9.1,15.5,0.0,01-03-2021
3126Y,,22.0,72.0,0.0,5.0,,10.2,0.0,0.0,,3.0,9.0,0.0,21.0,,128.0,84.0,0.0,100.0,6.0,1.0,9.2,9.0,12.9,15.0,01-03-2022
3126Y,,6.0,57.0,0.0,4.2,,9.9,0.0,9.0,,1.0,16.0,0.0,5.0,,108.0,77.0,0.0,23.6,5.0,5.0,5.9,10.7,17.1,3.0,01-03-2023
3126Y,,12.0,70.0,1.0,4.4,,11.1,0.0,2.0,,4.0,17.0,0.0,13.0,,135.0,88.0,0.0,72.2,6.0,2.0,7.2,9.6,14.8,11.0,01-03-2024
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-04-2003
3126Y,,,,,4.9,,9.2,0.0,,,2.0,,,9.0,,,,0.0,34.6,,1.0,7.8,10.8,16.6,5.0,01-04-2004
3126Y,,,,,6.6,,11.7,0.0,,,1.0,,,6.0,,,,0.0,18.2,,1.0,9.9,12.5,18.3,5.0,01-04-2005
3126Y,,,,,6.9,,11.6,0.0,,,1.0,,,6.0,,,,0.0,23.6,,0.0,13.9,13.1,19.2,5.0,01-04-2006
3126Y,,,,,6.6,,10.8,0.0,,,2.0,,,21.0,,,,0.0,75.8,,1.0,10.2,11.8,16.9,16.0,01-04-2007
3126Y,,,,,,,,,,,,,,,,,,,,,,,,,,01-04-2008
3126Y,,,,,4.4,,8.2,0.0,,,0.0,,,8.0,,,,0.0,20.8,,1.0,10.8,10.8,17.0,7.0,01-04-2009
3126Y,,,,,,,,,,,,,,,,,,,,4.0,,,,,,01-04-2010
3126Y,,,58.0,0.0,8.7,,10.8,0.0,,,4.0,,0.0,8.0,,98.0,101.0,0.0,95.4,4.0,0.0,13.5,14.7,20.7,8.0,01-04-2011
3126Y,,,66.0,0.0,5.2,,9.0,0.0,,,3.0,,0.0,19.0,,159.0,81.0,0.0,69.4,7.0,0.0,8.9,9.9,14.5,10.0,01-04-2012
3126Y,,,61.0,0.0,5.1,,10.0,0.0,,,2.0,,0.0,10.0,,157.0,84.0,0.0,46.2,8.0,2.0,8.4,10.8,16.4,7.0,01-04-2013
3126Y,,,58.0,0.0,8.3,,12.8,0.0,,,1.0,,0.0,8.0,,104.0,99.0,0.0,34.8,5.0,0.0,12.4,14.3,20.3,5.0,01-04-2014
3126Y,,,,,,,,,,,,,,,,,,,,4.0,,,,,,01-04-2015
3126Y,,,66.0,0.0,5.1,,10.3,0.0,,,5.0,,0.0,15.0,,112.0,88.0,0.0,108.0,6.0,1.0,8.6,10.3,15.4,12.0,01-04-2016
3126Y,,,44.0,0.0,6.1,,11.9,0.0,,,0.0,,0.0,5.0,,104.0,71.0,0.0,18.0,5.0,0.0,10.9,13.3,20.4,5.0,01-04-2017
3126Y,,,65.0,0.0,6.3,,13.0,0.0,,,3.0,,0.0,13.0,,116.0,92.0,0.0,68.0,6.0,0.0,6.6,11.6,16.9,10.0,01-04-2018
