indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3175,,11.0,72,0.0,0.0,5.8,953.1(07),1.0,1013.8,943.5,7.6,,11.1,0,0,1.0,,1.0,18.0,44.0,0.0,15.0,,250.0,115,1.0,0,1153.0,86.6,16.0,7.0,10.0,0,14.0,0.0,13.3,18.9,0,935.4(20),13.0,01-04-2020
3175,,7.0,64,0.0,0.0,6.4,953.7(12),1.0,1014.3,943.5,5.5,,9.5,0,0,4.0,,3.0,19.0,48.0,0.0,20.0,,250.0,91,0.0,0,1284.0,85.5,20.0,6.0,10.0,1,12.1,0.0,11.6,17.8,0,933.2(27),15.0,01-04-2021
3175,,9.0,59,1.0,0.0,8.1,954.8(29),3.0,1013.8,943.0,4.8,,10.2,0,0,5.0,,2.0,16.0,61.0,0.0,10.0,,334.0,86,0.0,0,1745.0,46.7,10.0,4.0,14.0,3,9.6,0.0,11.5,18.2,0,927.6(22),8.0,01-04-2022
3175,,1.0,37,0.0,0.0,10.2,953.5(02),4.0,1014.7,944.9,5.9,,13.0,2,0,6.0,,0.0,23.0,77.0,0.0,2.0,,301.0,70,0.0,0,3311.0,6.1,3.0,0.0,13.0,2,17.4,0.0,15.2,24.5,0,933.2(21),1.0,01-04-2023
3175,,2.0,52,0.0,0.0,9.6,960.6(12),3.0,1016.2,945.9,5.0,,11.7,0,0,10.0,,0.0,18.0,72.0,0.0,2.0,,302.0,86,0.0,0,,1.3,4.0,1.0,,0,13.8,0.0,13.1,21.2,0,928.4(27),1.0,01-04-2024
3175,,5.0,55,0.0,0.0,7.8,955.5(28),0.0,1014.2,944.8,9.9,,17.4,7,0,5.0,,1.0,21.0,54.0,0.0,10.0,,216.0,112,0.0,0,1143.0,29.9,12.0,5.0,9.0,0,11.6,0.0,16.8,23.6,0,936.9(03),9.0,01-05-2001
3175,,6.0,54,0.0,0.0,8.8,953.3(14),1.0,1014.2,944.5,8.8,,13.6,4,0,4.0,,2.0,21.0,61.0,0.0,8.0,,269.0,100,0.0,0,1621.0,57.0,10.0,2.0,12.0,0,10.2,0.0,15.4,22.0,0,934.1(08),6.0,01-05-2002
3175,,5.0,49,0.0,0.0,10.1,958.7(21),0.0,1015.7,946.6,10.1,,16.3,6,0,11.0,,0.0,15.0,70.0,0.0,5.0,,250.0,111,0.0,0,1847.0,10.6,7.0,4.0,11.0,0,13.0,0.0,18.2,26.2,0,938.2(24),4.0,01-05-2003
3175,,12.0,66,0.0,0.0,7.4,954.5(19),3.0,1013.9,944.0,9.2,,14.2,0,0,3.0,,4.0,16.0,51.0,0.0,17.0,,216.0,120,0.0,0,1045.0,103.0,18.0,8.0,10.0,0,13.0,0.0,15.2,21.1,0,929.3(03),12.0,01-05-2004
3175,,7.0,49,0.0,0.0,8.8,952.6(19),4.0,1014.2,945.4,11.1,,17.7,6,0,4.0,,1.0,20.0,61.0,0.0,5.0,,323.0,115,0.0,0,2164.0,13.3,5.0,1.0,13.0,0,16.7,0.0,19.0,26.8,0,937.6(09),1.0,01-05-2005
3175,,3.0,44,0.0,0.0,9.4,955.9(25),,1014.4,945.6,11.4,,17.8,6,0,3.0,,0.0,25.0,65.0,,5.0,,,105,0.0,0,3046.0,6.3,5.0,3.0,12.0,0,20.4,0.0,19.3,27.1,0,936.4(21),3.0,01-05-2006
3175,,8.0,57,0.0,1.0,8.9,957.5(08),5.0,1014.5,944.9,9.3,,16.4,2,0,3.0,,4.0,20.0,62.0,2.0,10.0,,305.0,110,2.0,0,2057.0,106.3,10.0,5.0,13.0,0,14.0,0.0,16.0,22.7,0,933.7(20),6.0,01-05-2007
3175,,11.0,61,2.0,0.0,6.8,950.6(03),3.0,1010.7,941.1,9.4,,13.2,0,0,1.0,,3.0,19.0,47.0,0.0,18.0,,253.0,109,0.0,0,1768.0,107.5,17.0,3.0,11.0,0,12.7,0.0,15.3,21.1,0,934.1(25),13.0,01-05-2008
3175,,2.0,39,0.0,0.0,11.4,955.4(02),2.0,1015.1,946.1,9.7,,13.8,9,0,6.0,,1.0,23.0,79.0,1.0,4.0,,295.0,90,0.0,0,3292.0,20.3,5.0,2.0,13.0,0,17.0,0.0,18.3,26.7,0,939.1(22),4.0,01-05-2009
3175,,5.0,53,0.0,0.0,10.3,955.7(18),5.0,1013.5,943.9,8.1,,14.5,2,0,9.0,,1.0,17.0,71.0,0.0,9.0,,351.0,102,0.0,0,2498.0,19.2,11.0,4.0,,0,11.5,0.0,15.1,22.1,0,933.2(07),2.0,01-05-2010
3175,,6.0,56,0.0,0.0,10.2,955.3(16),1.0,1015.7,946.5,11.4,,15.4,2,0,3.0,,3.0,22.0,70.0,0.0,13.0,,227.0,122,0.0,0,1726.0,87.8,13.0,7.0,,0,17.2,0.0,18.2,24.9,0,930.3(01),10.0,01-05-2011
3175,,5.0,48,0.0,0.0,10.1,955.5(12),2.0,1014.4,945.2,9.6,,14.4,8,0,4.0,,0.0,22.0,70.0,0.0,7.0,,263.0,97,0.0,0,3033.0,25.4,7.0,2.0,,0,14.0,0.0,17.4,25.3,0,935.1(18),4.0,01-05-2012
3175,,5.0,52,0.0,0.0,9.5,950.9(31),5.0,1014.2,944.1,6.5,,13.4,0,0,7.0,,0.0,19.0,65.0,0.0,11.0,,280.0,87,0.0,0,2287.0,36.1,12.0,4.0,,0,10.6,0.0,13.6,20.7,0,928.7(17),9.0,01-05-2013
3175,,5.0,39,0.0,0.0,10.4,955.8(14),5.0,1014.1,944.9,9.6,,13.0,3,0,6.0,,0.0,20.0,73.0,0.0,6.0,,326.0,82,0.0,0,3108.0,7.4,6.0,1.0,,0,17.8,0.0,17.4,25.1,0,933.0(19),4.0,01-05-2014
3175,,4.0,38,0.0,1.0,11.0,955.0(16),5.0,1016.0,947.1,10.6,,15.0,10,0,9.0,,0.0,18.0,76.0,0.0,1.0,,348.0,90,0.0,0,3458.0,0.8,2.0,1.0,16.0,0,20.9,0.0,19.1,27.5,0,935.4(04),0.0,01-05-2015
3175,,10.0,59,0.0,0.0,8.3,955.6(01),2.0,1013.7,943.9,8.1,,11.6,0,0,6.0,,3.0,15.0,57.0,0.0,11.0,,259.0,107,0.0,0,1762.0,66.0,11.0,2.0,,0,13.9,0.0,15.0,21.8,0,929.3(08),9.0,01-05-2016
3175,,6.0,45,0.0,0.0,10.0,957.2(15),3.0,1013.7,945.0,10.9,,18.2,8,0,6.0,,1.0,19.0,69.0,0.0,6.0,,271.0,106,0.0,0,2796.0,23.9,7.0,2.0,,0,17.6,0.0,18.9,26.9,0,929.1(11),4.0,01-05-2017
3175,,4.0,55,0.0,0.0,9.2,950.7(13),4.0,1013.3,943.9,9.6,,13.3,0,0,3.0,,2.0,24.0,64.0,0.0,13.0,,264.0,110,0.0,0,2116.0,51.6,13.0,7.0,11.0,0,16.6,0.0,16.6,23.5,0,938.0(09),8.0,01-05-2018
3175,,3.0,39,0.0,0.0,11.8,955.2(12),3.0,1013.5,944.5,9.0,,13.7,6,0,6.0,,0.0,22.0,81.0,0.0,0.0,,352.0,85,0.0,0,3294.0,0.0,2.0,0.0,16.0,0,18.5,0.0,17.6,26.2,0,931.8(16),0.0,01-05-2019
3175,,5.0,54,0.0,0.0,9.8,955.6(24),4.0,1015.0,946.1,10.5,,14.9,10,0,6.0,,1.0,20.0,68.0,0.0,9.0,,275.0,123,0.0,0,2378.0,37.4,10.0,4.0,11.0,0,15.0,0.0,18.5,26.3,0,933.0(14),6.0,01-05-2020
3175,,6.0,50,0.0,0.0,9.5,953.3(25),5.0,1015.0,945.5,8.4,,15.0,2,0,4.0,,1.0,21.0,66.0,0.0,8.0,,297.0,99,0.0,0,2325.0,19.4,8.0,2.0,13.0,0,16.2,0.0,16.2,23.9,0,934.9(09),4.0,01-05-2021
3175,,1.0,42,0.0,0.0,11.3,953.3(25),2.0,1014.6,945.9,10.3,,15.5,9,0,10.0,,0.0,20.0,78.0,0.0,3.0,,302.0,99,0.0,0,2952.0,7.4,3.0,1.0,,0,17.1,0.0,18.9,27.7,0,934.5(29),1.0,01-05-2022
3175,,4.0,43,0.0,0.0,9.2,952.7(08),3.0,1014.7,945.3,8.6,,13.2,1,0,2.0,,0.0,25.0,64.0,0.0,10.0,,336.0,89,0.0,0,3223.0,32.2,10.0,4.0,15.0,0,19.9,0.0,16.6,24.5,0,938.5(21),8.0,01-05-2023
3175,,2.0,43,0.0,0.0,10.9,952.0(08),,1012.5,943.3,7.8,,13.9,6,0,5.0,,1.0,24.0,75.0,,3.0,,,89,0.0,0,2644.0,16.9,4.0,1.0,,1,15.9,0.0,16.4,24.9,0,935.7(14),3.0,01-05-2024
3175,,0.0,33,0.0,0.0,11.8,953.7(18),0.0,1014.0,946.4,14.5,,20.4,22,0,19.0,,0.0,11.0,78.0,0.0,1.0,,247.0,104,0.0,0,2227.0,4.4,1.0,0.0,10.0,0,22.0,0.0,23.5,32.5,0,939.5(08),1.0,01-06-2001
3175,,2.0,39,0.0,0.0,10.1,951.3(21),1.0,1013.3,945.6,15.7,,22.9,22,0,14.0,,1.0,14.0,67.0,0.0,6.0,,273.0,118,0.0,0,2683.0,21.5,7.0,3.0,11.0,0,17.6,0.0,23.6,31.5,0,934.7(05),3.0,01-06-2002
3175,,5.0,39,0.0,0.0,10.3,952.9(14),0.0,1012.1,945.0,17.0,,21.5,24,0,8.0,,0.0,17.0,69.0,0.0,5.0,,242.0,135,0.0,0,2602.0,2.6,5.0,2.0,10.0,0,25.6,0.0,25.4,33.7,0,937.8(22),1.0,01-06-2003
3175,,0.0,43,0.0,0.0,11.9,952.5(13),1.0,1014.5,947.0,15.2,,20.5,24,0,13.0,,0.0,17.0,79.0,0.0,3.0,,210.0,141,0.0,0,2502.0,4.9,3.0,3.0,10.0,0,26.8,0.0,24.0,32.8,0,937.8(18),1.0,01-06-2004
3175,,2.0,43,0.0,0.0,11.2,952.8(23),8.0,1013.0,945.7,17.1,,23.6,27,0,9.0,,1.0,19.0,75.0,0.0,4.0,,310.0,148,0.0,0,3057.0,16.0,5.0,4.0,13.0,0,25.6,0.0,25.2,33.4,0,937.1(12),2.0,01-06-2005
3175,,3.0,40,0.0,0.0,10.8,952.1(04),2.0,1013.4,945.5,14.9,,18.8,20,0,8.0,,0.0,19.0,72.0,0.0,11.0,,279.0,120,0.0,0,3725.0,27.8,11.0,8.0,13.0,0,25.5,0.0,23.2,31.5,0,939.1(24),8.0,01-06-2006
3175,,3.0,50,0.0,0.0,10.7,953.5(01),1.0,1013.0,944.5,12.8,,17.4,9,0,9.0,,1.0,17.0,72.0,0.0,5.0,,303.0,125,0.0,0,2859.0,33.4,5.0,1.0,13.0,0,21.2,0.0,20.2,27.5,0,939.0(13),4.0,01-06-2007
3175,,4.0,50,0.0,0.0,10.1,950.7(27),3.0,1014.6,946.1,13.3,,20.0,13,0,8.0,,1.0,18.0,67.0,0.0,8.0,,274.0,128,0.0,0,2776.0,39.7,9.0,2.0,11.0,0,17.2,0.0,20.7,28.1,0,936.5(16),8.0,01-06-2008
3175,,5.0,36,0.0,0.0,11.1,952.6(11),4.0,1012.9,945.2,14.6,,19.5,20,0,9.0,,1.0,16.0,74.0,0.0,6.0,,326.0,108,0.0,0,4232.0,23.2,7.0,3.0,14.0,0,19.0,0.0,22.9,31.1,0,935.9(06),6.0,01-06-2009
3175,,5.0,50,0.0,0.0,9.4,950.5(28),5.0,1011.9,943.7,13.2,,18.2,16,0,5.0,,1.0,20.0,63.0,0.0,10.0,,286.0,131,0.0,0,2809.0,37.7,10.0,4.0,11.0,0,17.2,0.0,20.5,27.8,0,928.3(09),7.0,01-06-2010
3175,,2.0,39,0.0,0.0,12.1,953.7(01),2.0,1014.0,945.9,13.8,,19.9,18,0,12.0,,2.0,16.0,80.0,0.0,3.0,,235.0,105,0.0,0,3600.0,49.3,3.0,2.0,,0,18.9,0.0,21.7,29.6,0,935.5(05),3.0,01-06-2011
3175,,2.0,32,0.0,0.0,11.8,951.6(24),5.0,1012.9,945.1,14.2,,20.1,18,0,9.0,,0.0,19.0,78.0,0.0,2.0,,306.0,94,0.0,0,4705.0,8.4,2.0,1.0,,0,23.8,0.0,22.5,30.6,0,937.9(07),1.0,01-06-2012
3175,,2.0,38,0.0,0.0,11.6,955.0(29),2.0,1015.0,946.6,11.8,,15.5,15,0,14.0,,0.0,14.0,77.0,0.0,4.0,,303.0,96,0.0,0,3534.0,8.5,4.0,2.0,,0,18.7,0.0,20.3,28.8,0,938.7(16),3.0,01-06-2013
3175,,2.0,35,0.0,0.0,11.9,953.5(11),5.0,1013.5,945.4,13.5,,17.4,13,0,8.0,,0.0,20.0,80.0,0.0,6.0,,295.0,100,0.0,0,3724.0,15.9,6.0,5.0,,0,23.5,0.0,21.7,29.8,0,938.6(06),5.0,01-06-2014
3175,,2.0,36,1.0,0.0,11.6,952.7(26),5.0,1014.5,946.8,15.1,,21.3,22,0,14.0,,2.0,14.0,77.0,0.0,7.0,,256.0,110,0.0,0,4017.0,49.7,6.0,5.0,,0,21.2,0.0,23.4,31.6,0,939.8(11),6.0,01-06-2015
3175,,0.0,35,0.0,0.0,12.3,956.9(19),3.0,1013.3,945.5,13.1,,18.2,19,0,12.0,,0.0,18.0,82.0,0.0,1.0,,268.0,103,0.0,0,3916.0,1.1,2.0,1.0,,0,21.5,0.0,22.1,31.0,0,934.1(15),1.0,01-06-2016
3175,,1.0,33,0.0,0.0,11.3,952.0(15),10.0,1012.3,945.1,16.9,,22.9,23,0,5.0,,0.0,24.0,76.0,0.0,4.0,,284.0,112,0.0,0,4339.0,9.3,7.0,8.0,13.0,0,23.5,0.0,25.5,34.1,0,937.5(28),3.0,01-06-2017
3175,,7.0,50,0.0,0.0,10.4,952.2(18),1.0,1013.0,944.8,14.2,,20.8,15,0,9.0,,0.0,14.0,69.0,0.0,11.0,,262.0,130,0.0,0,3046.0,30.8,11.0,3.0,,0,19.4,0.0,21.4,28.6,0,936.2(29),9.0,01-06-2018
3175,,1.0,29,0.0,0.0,12.7,951.5(01),6.0,1011.7,944.1,13.6,,21.6,17,0,10.0,,0.0,19.0,84.0,0.0,1.0,,337.0,89,0.0,0,4416.0,2.1,1.0,0.0,15.0,0,21.7,0.0,22.5,31.3,0,937.0(06),1.0,01-06-2019
3175,,0.0,41,0.0,0.0,11.7,952.9(21),4.0,1011.9,943.9,12.8,,20.3,12,0,9.0,,1.0,21.0,78.0,0.0,6.0,,298.0,115,0.0,0,3655.0,18.2,6.0,4.0,13.0,0,21.2,0.0,21.2,29.5,0,933.3(11),3.0,01-06-2020
3175,,2.0,44,1.0,0.0,10.6,952.1(05),1.0,1014.1,945.7,13.0,,16.2,13,0,7.0,,1.0,21.0,70.0,0.0,7.0,,307.0,112,1.0,0,3229.0,58.2,6.0,8.0,13.0,0,18.7,0.0,20.6,28.2,0,938.1(16),3.0,01-06-2021
3175,,2.0,31,0.0,0.0,12.2,951.8(16),5.0,1012.3,944.8,14.7,,24.2,16,0,9.0,,0.0,19.0,81.0,0.0,2.0,,330.0,98,0.0,0,5013.0,0.4,3.0,4.0,14.0,0,24.8,0.0,23.5,32.2,0,937.2(21),0.0,01-06-2022
3175,,5.0,52,1.0,0.0,9.7,953.5(22),1.0,1012.0,944.1,15.3,,19.8,13,0,6.0,,2.0,19.0,64.0,0.0,12.0,,232.0,144,0.0,0,2729.0,57.5,12.0,7.0,11.0,0,21.3,0.0,22.6,29.9,0,937.3(19),11.0,01-06-2023
3175,,4.0,44,0.0,0.0,9.3,951.3(21),,1011.5,943.4,13.6,,18.6,14,0,4.0,,1.0,22.0,62.0,,8.0,,,118,0.0,0,3118.0,29.3,11.0,4.0,14.0,0,19.6,0.0,21.4,29.2,0,936.5(25),5.0,01-06-2024
3175,,2.0,39,0.0,0.0,10.6,952.5(01),2.0,1012.5,945.1,15.9,,22.0,22,0,14.0,,0.0,15.0,72.0,0.0,2.0,,263.0,131,0.0,0,2277.0,2.9,2.0,0.0,11.0,0,25.0,0.0,24.3,32.6,0,935.9(04),1.0,01-07-2001
3175,,0.0,41,0.0,0.0,,952.9(14),1.0,1013.0,945.6,16.7,,21.5,25,0,18.0,,0.0,13.0,,0.0,4.0,,305.0,139,0.0,0,3092.0,3.2,4.0,3.0,14.0,0,27.0,0.0,24.8,32.8,0,939.7(31),2.0,01-07-2002
3175,,0.0,32,,,12.5,952.7(29),,1012.9,945.8,17.4,,22.4,27,0,19.0,,,12.0,85.0,,,,,115,,0,3097.0,,,,11.0,0,26.5,,25.9,34.4,0,937.8(14),,01-07-2003
3175,,0.0,38,0.0,0.0,11.8,952.2(24),2.0,1012.9,945.7,16.8,,21.6,26,0,16.0,,1.0,15.0,80.0,0.0,3.0,,237.0,135,0.0,0,3024.0,27.5,3.0,3.0,11.0,0,25.0,0.0,25.5,34.2,0,938.9(06),3.0,01-07-2004
3175,,0.0,37,0.0,0.0,12.2,953.9(20),4.0,1012.0,945.2,18.3,,21.6,30,0,16.0,,0.0,15.0,83.0,0.0,0.0,,328.0,142,0.0,0,3770.0,0.0,0.0,0.0,14.0,0,29.8,0.0,26.7,35.1,0,939.1(23),0.0,01-07-2005
3175,,1.0,33,0.0,0.0,11.2,951.6(11),2.0,1013.3,946.4,18.9,,23.5,31,0,13.0,,0.0,17.0,76.0,0.0,3.0,,286.0,128,0.0,0,4765.0,1.3,4.0,2.0,12.0,0,30.6,0.0,27.1,35.3,0,941.3(29),0.0,01-07-2006
3175,,0.0,30,0.0,0.0,12.5,953.4(05),3.0,1013.4,946.0,16.1,,20.2,24,0,20.0,,0.0,11.0,85.0,0.0,0.0,,314.0,98,0.0,0,4757.0,0.0,0.0,0.0,13.0,0,28.1,0.0,24.6,33.0,0,938.8(23),0.0,01-07-2007
3175,,0.0,36,0.0,0.0,12.8,955.1(15),2.0,1012.9,945.5,15.8,,21.4,24,0,16.0,,0.0,15.0,87.0,0.0,1.0,,297.0,121,0.0,0,4704.0,0.7,1.0,1.0,13.0,0,27.5,0.0,24.3,32.7,0,940.1(12),0.0,01-07-2008
3175,,0.0,28,0.0,0.0,13.2,954.8(18),5.0,1013.4,946.2,17.1,,23.2,29,0,12.0,,0.0,19.0,89.0,0.0,1.0,,334.0,103,0.0,0,6201.0,0.2,1.0,0.0,16.0,0,28.0,0.0,25.6,34.1,0,939.4(22),0.0,01-07-2009
3175,,1.0,37,0.0,0.0,12.8,952.6(24),2.0,1012.7,945.9,18.3,,22.7,30,0,18.0,,1.0,12.0,87.0,0.0,3.0,,252.0,144,0.0,0,4385.0,24.2,3.0,3.0,11.0,0,29.6,0.0,26.6,34.9,0,938.5(21),3.0,01-07-2010
3175,,0.0,30,0.0,0.0,13.1,950.7(15),5.0,1011.1,943.7,15.4,,18.9,26,0,12.0,,0.0,19.0,89.0,0.0,0.0,,309.0,95,0.0,0,5005.0,0.0,1.0,1.0,,0,24.9,0.0,23.8,32.1,0,937.4(03),0.0,01-07-2011
3175,,0.0,26,0.0,0.0,13.4,957.4(17),3.0,1012.7,945.3,15.0,,18.7,29,0,24.0,,0.0,7.0,91.0,0.0,3.0,,286.0,85,0.0,0,5691.0,7.2,3.0,3.0,12.0,0,26.5,0.0,24.1,33.2,0,938.8(04),2.0,01-07-2012
3175,,0.0,29,0.0,0.0,12.3,954.4(30),3.0,1013.6,946.5,17.3,,20.3,29,0,16.0,,0.0,15.0,83.0,0.0,2.0,,258.0,104,0.0,0,4693.0,1.9,2.0,1.0,,0,24.9,0.0,26.0,34.8,0,939.1(26),1.0,01-07-2013
3175,,2.0,34,0.0,0.0,12.7,951.7(21),4.0,1012.5,945.0,16.1,,21.6,21,0,17.0,,0.0,12.0,86.0,0.0,2.0,,306.0,107,0.0,0,4334.0,13.9,2.0,2.0,,0,23.6,0.0,24.2,32.4,0,938.5(24),2.0,01-07-2014
3175,,1.0,25,0.0,0.0,12.7,951.4(04),1.0,1011.6,945.2,20.1,,22.9,31,0,16.0,,0.0,14.0,86.0,0.0,1.0,,276.0,106,0.0,0,5806.0,0.5,2.0,0.0,,0,33.7,0.0,28.8,37.4,0,936.1(31),0.0,01-07-2015
3175,,1.0,28,0.0,0.0,12.4,953.0(14),4.0,1013.8,946.9,17.6,,22.2,30,0,19.0,,0.0,11.0,85.0,0.0,3.0,,276.0,108,0.0,0,5155.0,5.3,3.0,2.0,,0,29.5,0.0,26.7,35.8,0,941.5(11),2.0,01-07-2016
3175,,1.0,33,0.0,0.0,12.3,954.3(02),5.0,1012.5,945.4,17.5,,21.4,27,0,19.0,,3.0,11.0,83.0,0.0,4.0,,284.0,111,0.0,0,4941.0,62.1,4.0,4.0,13.0,0,22.6,0.0,25.8,34.1,0,938.6(31),4.0,01-07-2017
3175,,0.0,32,0.0,0.0,13.0,950.2(05),1.0,1012.4,945.1,15.9,,20.3,26,0,14.0,,0.0,17.0,88.0,0.0,0.0,,291.0,109,0.0,0,4834.0,0.0,1.0,1.0,12.0,0,28.0,0.0,24.6,33.2,0,940.5(01),0.0,01-07-2018
3175,,0.0,29,0.0,0.0,12.3,951.3(22),5.0,1010.3,943.7,18.8,,22.4,29,0,11.0,,0.0,20.0,83.0,1.0,4.0,,305.0,113,0.0,0,4623.0,9.6,4.0,3.0,12.0,0,29.1,0.0,27.2,35.6,0,937.8(27),1.0,01-07-2019
3175,,0.0,31,0.0,0.0,12.3,952.0(04),5.0,1012.0,945.3,17.9,,21.8,31,0,18.0,,0.0,13.0,83.0,0.0,6.0,,306.0,122,0.0,0,5117.0,5.5,7.0,4.0,12.0,0,32.5,0.0,27.2,36.4,0,940.7(19),2.0,01-07-2020
3175,,1.0,33,0.0,0.0,12.7,952.7(08),9.0,1012.5,944.9,14.3,,17.5,23,0,17.0,,0.0,13.0,86.0,0.0,3.0,,325.0,103,0.0,0,4797.0,3.7,3.0,2.0,14.0,0,23.5,0.0,23.3,32.2,0,939.0(25),1.0,01-07-2021
3175,,0.0,26,0.0,0.0,13.2,954.3(08),3.0,1013.2,946.7,18.7,,22.0,31,0,23.0,,0.0,8.0,90.0,0.0,2.0,,288.0,106,0.0,0,,0.7,2.0,2.0,13.0,0,31.8,0.0,28.2,37.7,0,939.6(27),0.0,01-07-2022
3175,,0.0,29,0.0,0.0,13.0,950.8(09),4.0,1011.9,945.1,17.5,,23.1,31,0,20.0,,0.0,11.0,88.0,0.0,0.0,,266.0,110,0.0,0,5498.0,0.0,0.0,0.0,14.0,0,32.0,0.0,26.5,35.5,0,940.0(24),0.0,01-07-2023
3175,,0.0,28,0.0,0.0,12.8,950.9(23),4.0,1011.1,944.4,17.3,,22.1,31,0,21.0,,0.0,10.0,87.0,1.0,0.0,,299.0,108,0.0,0,4343.0,0.0,1.0,0.0,13.0,0,30.1,0.0,26.5,35.7,0,937.0(05),0.0,01-07-2024
3175,,0.0,38,0.0,0.0,10.3,953.7(05),1.0,1013.2,946.0,18.0,,24.5,31,0,8.0,,0.0,23.0,75.0,0.0,3.0,,247.0,134,0.0,0,2192.0,9.9,3.0,3.0,10.0,0,30.0,0.0,25.9,33.8,0,940.5(19),1.0,01-08-2001
3175,,4.0,42,0.0,0.0,10.2,950.6(31),1.0,1012.4,944.7,16.2,,20.2,23,0,10.0,,0.0,17.0,74.0,0.0,2.0,,261.0,128,0.0,0,2938.0,1.0,3.0,3.0,12.0,0,24.8,0.0,24.0,31.7,0,939.4(10),0.0,01-08-2002
3175,,0.0,36,0.0,0.0,11.3,953.7(13),1.0,1013.3,946.3,19.0,,23.4,29,0,13.0,,0.0,18.0,82.0,0.0,3.0,,235.0,131,0.0,0,3107.0,4.3,5.0,2.0,11.0,0,24.5,0.0,27.2,35.3,0,938.9(28),2.0,01-08-2003
3175,,1.0,45,0.0,0.0,10.2,950.9(26),1.0,1012.5,944.9,16.7,,22.0,24,0,12.0,,1.0,18.0,74.0,0.0,5.0,,,138,0.0,0,2341.0,22.1,6.0,2.0,11.0,0,25.4,0.0,24.5,32.3,0,937.7(08),3.0,01-08-2004
3175,,2.0,41,0.0,0.0,10.5,952.9(04),3.0,1013.0,945.7,17.3,,22.0,27,0,17.0,,0.0,12.0,76.0,0.0,1.0,,307.0,141,0.0,0,3316.0,0.8,1.0,0.0,12.0,0,24.8,0.0,25.7,34.0,0,937.4(09),0.0,01-08-2005
3175,,1.0,37,0.0,0.0,11.7,954.1(21),5.0,1012.3,944.6,15.4,,19.7,27,0,16.0,,1.0,14.0,85.0,0.0,1.0,,347.0,114,0.0,0,4617.0,10.4,1.0,0.0,14.0,0,23.4,0.0,24.0,32.5,0,936.1(17),1.0,01-08-2006
3175,,2.0,35,0.0,0.0,10.6,951.1(26),5.0,1012.3,944.6,16.0,,21.0,21,0,14.0,,0.0,15.0,77.0,0.0,4.0,,370.0,107,0.0,0,4403.0,8.3,4.0,3.0,15.0,0,24.5,0.0,24.0,32.1,0,939.2(11),2.0,01-08-2007
3175,,0.0,32,0.0,0.0,11.7,951.1(02),2.0,1012.2,944.8,17.2,,21.5,27,0,13.0,,0.0,18.0,85.0,0.0,1.0,,287.0,104,0.0,0,4511.0,0.2,1.0,0.0,12.0,0,27.6,0.0,25.2,33.1,0,936.4(11),0.0,01-08-2008
3175,,1.0,35,0.0,0.0,12.1,950.8(21),2.0,1012.8,945.8,18.0,,20.2,31,0,16.0,,0.0,14.0,89.0,0.0,2.0,,265.0,130,0.0,0,4875.0,8.9,2.0,1.0,11.0,0,30.0,0.0,26.4,34.9,0,938.8(24),2.0,01-08-2009
3175,,1.0,39,0.0,0.0,11.1,955.1(21),3.0,1013.3,945.9,16.9,,21.2,26,0,15.0,,0.0,15.0,81.0,0.0,2.0,,266.0,134,0.0,0,4300.0,1.9,3.0,2.0,,0,27.8,0.0,25.2,33.4,0,940.0(31),1.0,01-08-2010
3175,,1.0,33,0.0,0.0,11.4,952.6(09),3.0,1012.1,944.7,16.4,,20.4,26,0,12.0,,0.0,18.0,83.0,0.0,5.0,,257.0,108,0.0,0,4550.0,9.8,5.0,2.0,,0,25.7,0.0,24.7,32.9,0,936.6(01),1.0,01-08-2011
3175,,0.0,27,0.0,0.0,11.7,955.4(31),6.0,1013.6,946.1,16.4,,23.8,27,0,15.0,,0.0,16.0,86.0,0.0,1.0,,283.0,89,0.0,0,5648.0,0.1,1.0,1.0,,0,26.2,0.0,25.0,33.6,0,939.0(05),0.0,01-08-2012
3175,,0.0,31,0.0,0.0,11.7,954.3(09),1.0,1013.3,946.0,16.9,,21.5,28,0,16.0,,0.0,15.0,85.0,0.0,2.0,,267.0,103,0.0,0,4359.0,6.0,3.0,2.0,,0,28.0,0.0,25.7,34.4,0,938.2(26),1.0,01-08-2013
3175,,0.0,32,0.0,0.0,12.1,950.5(16),1.0,1012.1,944.7,16.6,,20.0,28,0,15.0,,0.0,16.0,88.0,0.0,0.0,,263.0,104,0.0,0,4396.0,0.0,0.0,0.0,13.0,0,29.6,0.0,24.9,33.2,0,938.6(02),0.0,01-08-2014
3175,,0.0,33,0.0,0.0,10.8,951.3(09),5.0,1012.6,945.3,17.3,,21.6,26,0,11.0,,0.0,20.0,78.0,0.0,3.0,,292.0,110,0.0,0,4721.0,3.8,4.0,3.0,,0,25.4,0.0,25.3,33.2,0,939.0(23),1.0,01-08-2015
3175,,0.0,29,0.0,0.0,12.1,954.7(07),2.0,1015.0,947.8,17.0,,20.6,30,0,18.0,,0.0,13.0,88.0,0.0,0.0,,248.0,102,0.0,0,4518.0,0.0,1.0,1.0,,0,29.9,0.0,26.1,35.1,0,940.2(18),0.0,01-08-2016
