indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,w_rec,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,fecha
3175,,8.0,74,0.0,3.0,4.5,956.2(27),6.0,1018.5,946.5,3.7,,8.4,0,0,1.0,,1.0,19.0,42.0,0.0,14.0,,319.0,84,0.0,0,1009.0,32.4,15.0,1.0,12.0,3,8.0,0.0,8.8,13.7,0,932.7(16),6.0,01-02-2007
3175,,8.0,74,0.0,2.0,5.0,961.7(06),0.0,1025.2,952.7,2.8,,8.6,0,0,6.0,,0.0,15.0,47.0,0.0,9.0,,208.0,85,0.0,0,984.0,26.9,10.0,0.0,8.0,8,8.6,0.0,8.7,14.5,0,938.1(03),5.0,01-02-2008
3175,,7.0,65,0.0,0.0,6.8,958.1(22),1.0,1015.6,943.4,0.9,,5.8,0,0,10.0,,1.0,11.0,63.0,0.0,7.0,,261.0,66,0.0,0,954.0,32.9,8.0,0.0,10.0,12,5.6,0.0,7.3,13.7,0,917.7(02),5.0,01-02-2009
3175,,11.0,72,0.0,0.0,4.5,953.4(02),7.0,1008.8,936.9,2.0,,8.4,0,0,2.0,,3.0,15.0,43.0,0.0,17.0,,349.0,72,0.0,0,831.0,91.3,16.0,1.0,14.0,9,3.0,1.0,6.3,10.6,0,918.0(17),11.0,01-02-2010
3175,,6.0,69,0.0,1.0,7.5,962.8(04),3.0,1021.4,948.8,0.4,,5.7,0,0,7.0,,0.0,15.0,71.0,0.0,7.0,,254.0,71,0.0,0,1224.0,21.2,7.0,0.0,,16,7.7,0.0,7.4,14.3,0,923.4(17),4.0,01-02-2011
3175,,0.0,50,0.0,0.0,8.8,959.3(04),12.0,1025.2,951.6,-3.4,,4.6,0,0,13.0,,0.0,16.0,82.0,0.0,2.0,,353.0,42,0.0,0,1019.0,3.2,4.0,0.0,15.0,24,4.1,0.0,4.5,12.3,0,939.8(02),1.0,01-02-2012
3175,,7.0,68,0.0,1.0,5.9,959.8(04),9.0,1018.9,946.1,0.5,,7.0,0,0,3.0,,0.0,18.0,56.0,0.0,11.0,,363.0,65,0.0,1,1396.0,13.9,8.0,0.0,14.0,13,5.3,3.0,5.6,10.6,0,928.8(22),5.0,01-02-2013
3175,,10.0,76,0.0,3.0,4.5,956.9(26),8.0,1016.9,944.5,1.6,,9.4,0,0,2.0,,2.0,16.0,42.0,0.0,14.0,,336.0,78,0.0,0,908.0,46.9,13.0,0.0,15.0,9,5.2,3.0,6.5,11.3,0,922.4(10),6.0,01-02-2014
3175,,5.0,64,0.0,0.0,6.1,960.1(19),10.0,1019.8,947.1,1.3,,7.1,0,0,3.0,,0.0,20.0,57.0,0.0,5.0,,342.0,64,0.0,0,1260.0,18.3,7.0,0.0,14.0,9,3.9,0.0,6.3,11.3,0,926.6(03),5.0,01-02-2015
3175,,8.0,72,0.0,0.0,5.7,964.6(04),12.0,1020.0,947.5,1.7,,11.9,0,0,8.0,,1.0,13.0,53.0,0.0,10.0,,428.0,77,0.0,0,1345.0,25.6,11.0,0.0,18.0,11,8.3,0.0,7.3,12.8,0,923.3(27),6.0,01-02-2016
3175,,10.0,73,0.0,0.0,5.0,960.2(16),7.0,1019.7,947.5,3.0,,9.3,0,0,4.0,,0.0,14.0,47.0,0.0,10.0,,311.0,82,0.0,0,1020.0,34.3,9.0,0.0,12.0,6,6.3,1.0,8.4,13.8,0,928.5(12),7.0,01-02-2017
3175,,6.0,66,0.0,0.0,6.2,954.9(15),7.0,1015.4,942.7,-0.9,,5.9,0,0,6.0,,2.0,16.0,58.0,0.0,7.0,,370.0,60,0.0,0,1228.0,50.5,5.0,0.0,16.0,18,3.6,2.0,5.0,10.8,0,920.2(28),4.0,01-02-2018
3175,,0.0,59,0.0,0.0,9.2,960.7(22),3.0,1025.5,952.8,-0.7,,4.7,0,0,15.0,,0.0,13.0,86.0,0.0,1.0,,254.0,61,0.0,0,1169.0,0.5,1.0,0.0,9.0,21,7.9,0.0,7.8,16.3,0,921.1(01),0.0,01-02-2019
3175,,6.0,75,0.0,7.0,6.1,962.8(23),1.0,1026.8,954.4,2.2,,9.2,0,0,10.0,,0.0,13.0,57.0,0.0,0.0,,208.0,89,0.0,2,955.0,0.0,0.0,0.0,7.0,9,10.7,0.0,9.2,16.2,0,940.1(29),0.0,01-02-2020
3175,,10.0,76,0.0,2.0,5.3,962.1(23),4.0,1018.5,946.6,3.3,,7.8,0,0,0.0,,0.0,18.0,50.0,0.0,7.0,,277.0,89,0.0,0,914.0,36.5,7.0,1.0,11.0,1,9.3,0.0,8.8,14.3,0,930.5(09),7.0,01-02-2021
3175,,5.0,62,0.0,0.0,7.3,959.5(08),1.0,1025.3,952.8,0.7,,7.2,0,0,9.0,,0.0,14.0,68.0,0.0,5.0,,251.0,70,0.0,0,1229.0,7.7,6.0,0.0,9.0,13,11.2,0.0,8.8,16.8,0,944.0(14),3.0,01-02-2022
3175,,2.0,57,0.0,0.0,7.6,964.5(10),4.0,1024.4,951.8,-1.9,,4.3,0,0,11.0,,0.0,15.0,71.0,0.0,1.0,,261.0,54,0.0,0,,1.3,1.0,0.0,10.0,21,7.2,0.0,6.0,14.0,0,933.2(25),1.0,01-02-2023
3175,,6.0,71,0.0,0.0,5.7,963.8(18),9.0,1020.6,948.6,3.4,,10.1,0,0,6.0,,0.0,17.0,54.0,0.0,6.0,,356.0,85,0.0,0,1310.0,25.9,9.0,0.0,14.0,3,9.5,0.0,9.3,15.2,0,918.3(09),6.0,01-02-2024
3175,,13.0,70,0.0,1.0,4.7,952.7(31),7.0,1012.4,941.8,7.3,,11.9,0,0,1.0,,2.0,17.0,39.0,0.0,12.0,,327.0,103,0.0,0,708.0,53.7,13.0,1.0,14.0,0,6.6,0.0,12.3,17.1,0,920.7(02),8.0,01-03-2001
3175,,11.0,65,0.0,2.0,5.5,958.1(20),4.0,1016.8,945.5,4.5,,9.0,0,0,6.0,,1.0,14.0,45.0,0.0,7.0,,233.0,85,0.0,1,1089.0,43.9,9.0,1.0,10.0,1,6.0,0.0,10.6,16.7,0,934.1(13),5.0,01-03-2002
3175,,10.0,63,1.0,1.0,6.5,957.3(17),0.0,1020.0,948.6,5.2,,10.0,0,0,8.0,,1.0,13.0,55.0,0.0,6.0,,217.0,89,0.0,1,1036.0,35.2,7.0,0.0,8.0,0,12.0,0.0,11.6,17.9,0,935.3(30),5.0,01-03-2003
3175,,10.0,67,0.0,1.0,4.8,959.7(03),0.0,1020.4,948.4,3.5,,8.0,0,0,3.0,,3.0,18.0,40.0,0.0,9.0,,227.0,80,0.0,0,893.0,61.7,12.0,0.0,10.0,4,6.6,1.0,9.0,14.5,0,931.7(29),5.0,01-03-2004
3175,,5.0,56,0.0,0.0,6.9,958.3(17),,1017.3,945.8,2.9,,13.2,0,0,5.0,,0.0,21.0,58.0,,6.0,,,77,0.0,0,1060.0,7.5,7.0,0.0,12.0,12,7.8,0.0,10.1,17.2,0,935.4(01),3.0,01-03-2005
3175,,7.0,66,0.0,0.0,6.4,956.3(07),3.0,1015.4,944.2,4.8,,9.9,0,0,2.0,,0.0,22.0,54.0,1.0,9.0,,336.0,88,0.0,0,1124.0,28.2,9.0,0.0,15.0,4,8.2,0.0,10.9,16.9,0,928.4(05),6.0,01-03-2006
3175,,4.0,57,1.0,1.0,7.2,962.8(10),7.0,1019.7,947.8,2.9,,7.0,0,0,3.0,,1.0,24.0,61.0,1.0,8.0,,366.0,67,0.0,0,1908.0,32.8,7.0,1.0,15.0,4,8.5,0.0,9.3,15.7,0,937.6(19),6.0,01-03-2007
3175,,3.0,57,0.0,0.0,8.1,956.6(01),12.0,1016.2,944.8,2.6,,8.3,0,0,2.0,,0.0,26.0,68.0,0.0,3.0,,384.0,73,0.0,0,2234.0,2.9,3.0,0.0,16.0,6,8.6,0.0,9.9,17.2,0,924.6(22),1.0,01-03-2008
3175,,5.0,51,1.0,0.0,7.6,956.0(17),5.0,1016.1,945.0,3.1,,7.7,0,0,12.0,,0.0,14.0,63.0,0.0,5.0,,298.0,67,0.0,0,1948.0,10.5,5.0,0.0,11.0,0,10.2,0.0,10.9,18.6,0,925.3(05),4.0,01-03-2009
3175,,11.0,63,0.0,1.0,5.9,955.7(17),8.0,1017.4,945.5,3.1,,10.1,0,0,5.0,,1.0,15.0,49.0,0.0,12.0,,320.0,74,1.0,1,1336.0,61.5,12.0,1.0,14.0,8,5.8,0.0,8.6,14.1,0,934.1(24),8.0,01-03-2010
3175,,13.0,69,0.0,0.0,5.2,957.0(31),1.0,1018.2,946.5,3.9,,8.8,0,0,4.0,,1.0,14.0,44.0,0.0,13.0,,260.0,83,0.0,0,1288.0,43.4,15.0,0.0,11.0,3,7.3,1.0,9.4,14.9,0,929.0(14),7.0,01-03-2011
3175,,3.0,46,0.0,0.0,8.1,962.0(10),3.0,1024.0,952.1,1.4,,6.2,0,0,8.0,,0.0,20.0,67.0,0.0,4.0,,243.0,55,0.0,0,2175.0,10.7,3.0,0.0,10.0,6,6.8,1.0,9.9,18.3,0,938.0(31),1.0,01-03-2012
3175,,16.0,76,0.0,0.0,4.9,948.0(20),11.0,1008.1,936.8,4.0,,9.3,0,0,0.0,,3.0,15.0,41.0,0.0,18.0,,350.0,87,0.0,0,1185.0,96.9,18.0,1.0,15.0,5,6.4,0.0,8.5,13.0,0,924.0(05),14.0,01-03-2013
3175,,6.0,59,0.0,0.0,7.0,957.2(15),4.0,1017.9,946.4,3.0,,9.1,0,0,7.0,,1.0,18.0,59.0,0.0,6.0,,293.0,74,0.0,0,1804.0,13.8,6.0,0.0,12.0,4,11.7,0.0,10.4,17.7,0,932.2(01),2.0,01-03-2014
3175,,8.0,57,0.0,1.0,6.7,962.9(05),4.0,1020.6,949.0,3.2,,8.6,0,0,5.0,,1.0,18.0,56.0,0.0,6.0,,318.0,74,0.0,0,1929.0,38.6,7.0,0.0,14.0,5,9.2,0.0,10.4,17.5,0,931.2(24),5.0,01-03-2015
3175,,2.0,60,0.0,0.0,7.7,956.1(01),5.0,1016.3,944.5,0.8,,8.2,0,0,4.0,,2.0,25.0,64.0,0.0,9.0,,317.0,68,0.0,0,1799.0,52.6,9.0,1.0,13.0,14,10.9,1.0,8.1,15.3,0,932.4(04),5.0,01-03-2016
3175,,9.0,61,0.0,1.0,7.1,957.3(08),5.0,1019.2,947.8,3.6,,9.2,0,0,5.0,,0.0,17.0,59.0,0.0,5.0,,292.0,78,0.0,1,1682.0,14.1,5.0,0.0,11.0,2,6.4,1.0,11.0,18.3,0,929.9(03),4.0,01-03-2017
3175,,12.0,71,0.0,0.0,5.4,954.3(27),13.0,1008.7,937.3,4.1,,9.3,0,0,2.0,,4.0,17.0,44.0,1.0,18.0,,450.0,81,0.0,0,1731.0,123.9,19.0,0.0,19.0,3,8.5,0.0,8.5,12.8,0,913.1(01),15.0,01-03-2018
3175,,2.0,48,0.0,0.0,8.9,960.7(09),3.0,1022.6,951.0,2.5,,8.6,0,0,12.0,,0.0,17.0,75.0,0.0,2.0,,303.0,63,0.0,0,2237.0,10.2,3.0,1.0,12.0,6,12.5,0.0,10.9,19.2,0,932.2(06),2.0,01-03-2019
3175,,11.0,67,0.0,0.0,5.6,956.2(10),5.0,1016.9,945.5,4.0,,9.3,0,0,3.0,,3.0,17.0,47.0,0.0,10.0,,344.0,87,0.0,0,1375.0,66.0,9.0,2.0,15.0,4,9.5,1.0,10.2,16.3,0,930.6(02),9.0,01-03-2020
3175,,6.0,58,0.0,1.0,6.8,958.0(03),4.0,1022.2,950.2,1.6,,5.5,0,0,10.0,,0.0,15.0,57.0,0.0,3.0,,292.0,68,0.0,1,1720.0,2.7,3.0,0.0,11.0,10,9.7,0.0,8.8,16.2,0,939.4(19),1.0,01-03-2021
3175,,18.0,71,0.0,0.0,2.9,954.7(01),1.0,1017.1,945.7,6.3,,11.1,0,0,2.0,,2.0,11.0,24.0,0.0,18.0,,306.0,95,0.0,0,1183.0,57.5,18.0,2.0,12.0,0,11.8,0.0,10.9,15.4,0,932.6(30),11.0,01-03-2022
3175,,3.0,55,0.0,2.0,7.9,953.8(28),4.0,1018.0,946.8,3.3,,9.8,0,0,8.0,,1.0,20.0,66.0,0.0,4.0,,300.0,75,0.0,0,1933.0,19.1,4.0,0.0,13.0,5,7.4,0.0,11.2,19.2,0,937.8(07),3.0,01-03-2023
3175,,10.0,69,1.0,1.0,5.5,955.5(16),7.0,1011.3,940.1,4.3,,11.4,0,0,4.0,,1.0,17.0,46.0,0.0,11.0,,346.0,91,0.0,0,1115.0,70.5,12.0,2.0,14.0,3,8.9,0.0,10.4,16.6,0,922.1(25),10.0,01-03-2024
3175,,3.0,49,0.0,0.0,9.2,956.6(08),3.0,1016.6,946.1,6.1,,11.4,0,0,8.0,,1.0,19.0,69.0,0.0,3.0,,309.0,80,0.0,0,1160.0,13.6,4.0,1.0,13.0,0,12.5,0.0,13.1,20.0,0,934.2(29),2.0,01-04-2001
3175,,6.0,55,0.0,0.0,8.4,957.7(22),0.0,1012.8,942.5,5.8,,10.4,2,0,9.0,,1.0,15.0,63.0,0.0,7.0,,221.0,87,0.0,0,1473.0,31.2,7.0,2.0,9.0,1,11.0,0.0,13.1,20.4,0,920.1(12),5.0,01-04-2002
3175,,10.0,63,0.0,0.0,6.5,952.3(17),3.0,1013.6,943.1,7.0,,13.0,0,0,6.0,,1.0,14.0,49.0,0.0,10.0,,291.0,98,0.0,0,1206.0,40.8,10.0,1.0,12.0,0,13.0,0.0,13.1,19.1,0,933.0(13),6.0,01-04-2003
3175,,6.0,61,0.0,0.0,7.8,956.9(03),,1013.6,942.9,5.1,,9.6,0,0,6.0,,2.0,18.0,58.0,,12.0,,,89,0.0,0,1225.0,32.6,12.0,2.0,11.0,2,10.4,0.0,11.7,18.3,0,930.3(29),3.0,01-04-2004
3175,,3.0,57,0.0,0.0,8.5,955.7(10),,1015.0,944.7,6.6,,12.4,2,0,5.0,,0.0,22.0,63.0,,4.0,,,95,0.0,0,1737.0,10.3,8.0,0.0,15.0,0,12.4,0.0,13.7,20.8,0,935.6(14),2.0,01-04-2005
3175,,8.0,57,1.0,0.0,8.3,950.9(02),1.0,1013.2,943.2,7.1,,10.5,0,0,8.0,,0.0,14.0,63.0,0.0,6.0,,294.0,96,0.0,0,1382.0,23.9,5.0,1.0,12.0,0,16.7,0.0,14.3,21.5,0,934.0(04),6.0,01-04-2006
3175,,9.0,68,0.0,0.0,6.2,953.1(23),3.0,1015.2,944.5,6.6,,11.0,0,0,2.0,,2.0,19.0,47.0,0.0,19.0,,238.0,101,0.0,0,1146.0,81.7,19.0,8.0,10.0,1,11.6,0.0,12.6,18.6,0,937.3(01),14.0,01-04-2007
3175,,6.0,54,0.0,0.0,8.5,957.5(25),7.0,1012.1,941.9,6.4,,10.0,0,0,6.0,,4.0,18.0,63.0,0.0,11.0,,361.0,84,0.0,0,2265.0,66.9,11.0,2.0,15.0,0,13.4,0.0,13.3,20.1,0,921.3(18),8.0,01-04-2008
3175,,6.0,51,0.0,1.0,8.7,953.2(21),3.0,1014.0,943.2,4.0,,8.6,0,0,3.0,,1.0,21.0,66.0,0.0,8.0,,313.0,71,0.0,0,2163.0,33.2,8.0,0.0,15.0,3,13.1,0.0,11.2,18.4,0,933.3(10),7.0,01-04-2009
3175,,11.0,59,0.0,1.0,8.5,955.4(05),1.0,1015.4,945.1,7.0,,13.0,0,0,4.0,,1.0,15.0,64.0,0.0,11.0,,249.0,98,0.0,0,1689.0,42.5,12.0,1.0,11.0,0,10.5,0.0,13.5,20.0,0,933.4(12),9.0,01-04-2010
3175,,7.0,59,0.0,1.0,8.5,956.5(07),1.0,1014.2,944.3,8.6,,12.5,0,0,9.0,,2.0,14.0,64.0,0.0,8.0,,240.0,104,1.0,0,1682.0,63.7,8.0,0.0,,0,14.9,0.0,15.6,22.5,0,930.1(29),7.0,01-04-2011
3175,,9.0,66,0.0,0.0,6.8,949.5(16),9.0,1009.8,938.9,5.1,,9.5,0,0,2.0,,2.0,19.0,51.0,0.0,18.0,,376.0,86,0.0,0,2041.0,59.9,19.0,1.0,16.0,1,10.6,0.0,10.6,16.1,0,932.0(12),10.0,01-04-2012
3175,,8.0,61,0.0,0.0,8.2,953.7(20),5.0,1014.9,944.0,4.8,,9.6,0,0,6.0,,1.0,16.0,62.0,0.0,9.0,,339.0,84,0.0,0,1711.0,38.7,9.0,0.0,14.0,2,8.0,0.0,11.1,17.3,0,928.5(01),5.0,01-04-2013
3175,,6.0,57,0.0,0.0,9.1,951.4(13),4.0,1013.7,943.9,8.0,,12.6,0,0,3.0,,2.0,21.0,68.0,0.0,6.0,,273.0,102,0.0,0,2070.0,28.1,7.0,2.0,11.0,0,14.4,0.0,15.3,22.6,0,929.1(02),3.0,01-04-2014
3175,,9.0,55,0.0,0.0,8.1,957.4(01),3.0,1018.2,947.7,7.0,,10.8,0,0,2.0,,1.0,19.0,61.0,0.0,6.0,,251.0,91,0.0,0,1830.0,31.2,7.0,1.0,,0,10.3,0.0,13.9,20.9,0,935.6(26),4.0,01-04-2015
3175,,11.0,65,0.0,0.0,7.6,954.4(30),3.0,1013.3,942.6,5.1,,10.1,0,0,3.0,,4.0,16.0,57.0,0.0,14.0,,308.0,92,0.0,0,1571.0,105.7,15.0,1.0,14.0,2,10.8,0.0,11.2,17.3,0,930.3(04),11.0,01-04-2016
3175,,4.0,43,0.0,0.0,10.6,959.2(03),5.0,1017.0,946.8,5.6,,13.4,0,0,12.0,,0.0,14.0,80.0,0.0,6.0,,286.0,70,0.0,0,2422.0,9.2,5.0,0.0,,0,12.8,1.0,14.2,22.8,0,934.9(25),4.0,01-04-2017
3175,,10.0,64,0.0,0.0,7.1,953.8(17),5.0,1012.4,942.0,6.5,,12.1,0,0,4.0,,2.0,16.0,53.0,0.0,12.0,,334.0,95,0.0,0,1741.0,56.7,12.0,0.0,14.0,0,7.4,0.0,12.7,18.9,0,923.7(10),10.0,01-04-2018
3175,,9.0,61,0.0,0.0,6.8,955.9(27),7.0,1012.2,941.6,5.7,,10.6,0,0,4.0,,2.0,17.0,51.0,0.0,11.0,,335.0,86,0.0,0,1841.0,75.2,11.0,2.0,14.0,0,10.8,0.0,11.9,18.0,0,926.2(23),10.0,01-04-2019
