fecha;mag007;mag008;mag012;mag020;mag030;mag035
2001-09-21;50.0;66.0;143.0;;;
2001-09-22;24.0;48.0;85.0;;;
2001-09-23;7.0;26.0;37.0;;;
2001-09-24;35.0;55.0;109.0;;;
2001-09-25;77.0;107.0;225.0;;;
2001-09-26;122.0;124.0;311.0;;;
2001-09-27;50.0;92.0;170.0;;;
2001-09-28;76.0;83.0;199.0;;;
2001-09-29;65.0;86.0;185.0;;;
2001-09-30;86.0;76.0;208.0;;;
2001-10-01;126.0;93.0;287.0;;;
2001-10-02;103.0;97.0;255.0;;;
2001-10-03;67.0;57.0;160.0;;;
2001-10-04;48.0;70.0;144.0;;;
2001-10-05;50.0;84.0;161.0;;;
2001-10-06;38.0;74.0;132.0;;;
2001-10-07;14.0;45.0;65.0;;;
2001-10-08;25.0;55.0;93.0;;;
2001-10-09;21.0;44.0;76.0;;;
2001-10-10;9.0;33.0;46.0;;;
2001-10-11;32.0;28.0;77.0;;;
2001-10-12;22.0;34.0;68.0;;;
2001-10-13;35.0;58.0;111.0;;;
2001-10-14;106.0;75.0;237.0;;;
2001-10-15;86.0;75.0;207.0;;;
2001-10-16;93.0;68.0;210.0;;;
2001-10-17;81.0;68.0;192.0;;;
2001-10-18;89.0;75.0;212.0;;;
2001-10-19;93.0;81.0;224.0;;;
2001-10-20;32.0;70.0;118.0;;;
2001-10-21;23.0;49.0;83.0;;;
2001-10-22;89.0;100.0;237.0;;;
2001-10-23;44.0;68.0;135.0;;;
2001-10-24;110.0;99.0;267.0;;;
2001-10-25;73.0;90.0;201.0;;;
2001-10-26;104.0;107.0;267.0;;;
2001-10-27;110.0;115.0;284.0;;;
2001-10-28;32.0;56.0;105.0;;;
2001-10-29;70.0;75.0;183.0;;;
2001-10-30;284.0;134.0;570.0;;;
2001-10-31;88.0;139.0;274.0;;;
2001-11-01;13.0;47.0;68.0;;;
2001-11-02;53.0;71.0;151.0;;;
2001-11-03;33.0;61.0;111.0;;;
2001-11-04;19.0;53.0;82.0;;;
2001-11-05;22.0;51.0;85.0;;;
2001-11-06;41.0;55.0;118.0;;;
2001-11-07;137.0;92.0;301.0;;;
2001-11-08;142.0;127.0;345.0;;;
2001-11-09;29.0;59.0;103.0;;;
2001-11-10;9.0;43.0;57.0;;;
2001-11-11;84.0;159.0;289.0;;;
2001-11-12;115.0;126.0;303.0;;;
2001-11-13;109.0;77.0;245.0;;;
2001-11-14;58.0;52.0;141.0;;;
2001-11-15;50.0;53.0;130.0;;;
2001-11-16;31.0;43.0;90.0;;;
2001-11-17;29.0;63.0;108.0;;;
2001-11-18;83.0;82.0;209.0;;;
2001-11-19;177.0;115.0;386.0;;;
2001-11-20;83.0;78.0;205.0;;;
2001-11-21;35.0;58.0;111.0;;;
2001-11-22;31.0;65.0;113.0;;;
2001-11-23;76.0;73.0;189.0;;;
2001-11-24;202.0;104.0;413.0;;;
2001-11-25;89.0;81.0;217.0;;;
2001-11-26;179.0;95.0;370.0;;;
2001-11-27;103.0;72.0;230.0;;;
2001-11-28;197.0;99.0;401.0;;;
2001-11-29;304.0;108.0;573.0;;;
2001-11-30;261.0;109.0;509.0;;;
2001-12-01;152.0;96.0;330.0;;;
2001-12-02;131.0;81.0;282.0;;;
2001-12-03;210.0;105.0;427.0;;;
2001-12-04;401.0;134.0;749.0;;;
2001-12-05;237.0;145.0;508.0;;;
2001-12-06;202.0;90.0;400.0;;;
2001-12-07;241.0;102.0;471.0;;;
2001-12-08;56.0;62.0;148.0;;;
2001-12-09;30.0;60.0;106.0;;;
2001-12-10;39.0;61.0;121.0;;;
2001-12-11;49.0;71.0;146.0;;;
2001-12-12;127.0;82.0;277.0;;;
2001-12-13;213.0;105.0;431.0;;;
2001-12-14;256.0;117.0;510.0;;;
2001-12-15;36.0;50.0;106.0;;;
2001-12-16;215.0;105.0;434.0;;;
2001-12-17;55.0;74.0;158.0;;;
2001-12-18;35.0;68.0;122.0;;;
2001-12-19;57.0;72.0;160.0;;;
2001-12-20;99.0;83.0;234.0;;;
2001-12-21;166.0;81.0;336.0;;;
2001-12-22;92.0;86.0;226.0;;;
2001-12-23;9.0;41.0;54.0;;;
2001-12-24;35.0;50.0;104.0;;;
2001-12-25;44.0;61.0;129.0;;;
2001-12-26;297.0;110.0;566.0;;;
2001-12-27;344.0;138.0;665.0;;;
2001-12-28;221.0;113.0;452.0;;;
2001-12-29;121.0;90.0;275.0;;;
2001-12-30;142.0;87.0;304.0;;;
2001-12-31;82.0;66.0;192.0;;;
2002-01-01;37.0;45.0;102.0;;;
2002-01-02;49.0;60.0;136.0;;;
2002-01-03;88.0;68.0;203.0;;;
2002-01-04;57.0;57.0;145.0;;;
2002-01-05;21.0;48.0;81.0;;;
2002-01-06;27.0;50.0;91.0;;;
2002-01-07;54.0;66.0;149.0;;;
2002-01-08;42.0;69.0;134.0;;;
2002-01-09;46.0;66.0;137.0;;;
2002-01-10;115.0;86.0;263.0;;;
2002-01-11;238.0;100.0;464.0;;;
2002-01-12;120.0;79.0;264.0;;;
2002-01-13;156.0;72.0;311.0;;;
2002-01-14;213.0;98.0;425.0;;;
2002-01-15;180.0;79.0;355.0;;;
2002-01-16;231.0;94.0;449.0;;;
2002-01-17;163.0;93.0;343.0;;;
2002-01-18;103.0;92.0;250.0;;;
2002-01-19;106.0;83.0;245.0;;;
2002-01-20;105.0;73.0;235.0;;;
2002-01-21;113.0;82.0;255.0;;;
2002-01-22;49.0;62.0;138.0;;;
2002-01-23;68.0;73.0;177.0;;;
2002-01-24;49.0;60.0;136.0;;;
2002-01-25;153.0;93.0;328.0;;;
2002-01-26;78.0;73.0;193.0;;;
2002-01-27;52.0;55.0;134.0;;;
2002-01-28;141.0;76.0;293.0;;;
2002-01-29;200.0;94.0;400.0;;;
2002-01-30;95.0;89.0;235.0;;;
2002-01-31;44.0;57.0;124.0;;;
2002-02-01;208.0;100.0;419.0;;;
2002-02-02;98.0;94.0;243.0;;;
2002-02-03;52.0;72.0;151.0;;;
2002-02-04;61.0;61.0;155.0;;;
2002-02-05;37.0;45.0;102.0;;;
2002-02-06;45.0;50.0;119.0;;;
2002-02-07;98.0;70.0;221.0;;;
2002-02-08;157.0;82.0;322.0;;;
2002-02-09;105.0;75.0;236.0;;;
2002-02-10;70.0;69.0;175.0;;;
2002-02-11;111.0;82.0;252.0;;;
2002-02-12;139.0;81.0;295.0;;;
2002-02-13;80.0;85.0;207.0;;;
2002-02-14;72.0;68.0;178.0;;;
2002-02-15;41.0;51.0;114.0;;;
2002-02-16;10.0;39.0;54.0;;;
2002-02-17;17.0;45.0;71.0;;;
2002-02-18;32.0;51.0;100.0;;;
2002-02-19;35.0;57.0;111.0;;;
2002-02-20;77.0;75.0;193.0;;;
2002-02-21;73.0;65.0;178.0;;;
2002-02-22;104.0;93.0;252.0;;;
2002-02-23;137.0;87.0;297.0;;;
2002-02-24;38.0;61.0;119.0;;;
2002-02-25;45.0;68.0;138.0;;;
2002-02-26;74.0;65.0;178.0;;;
2002-02-27;30.0;42.0;88.0;;;
2002-02-28;30.0;43.0;89.0;;;
2002-03-01;51.0;63.0;142.0;;;
2002-03-02;40.0;62.0;123.0;;;
2002-03-03;10.0;36.0;52.0;;;
2002-03-04;35.0;59.0;112.0;;;
2002-03-05;80.0;64.0;186.0;;;
2002-03-06;49.0;55.0;130.0;;;
2002-03-07;29.0;56.0;100.0;;;
2002-03-08;109.0;73.0;240.0;;;
2002-03-09;92.0;91.0;232.0;;;
2002-03-10;14.0;46.0;68.0;;;
2002-03-11;76.0;88.0;204.0;;;
2002-03-12;76.0;81.0;197.0;;;
2002-03-13;61.0;68.0;161.0;;;
2002-03-14;48.0;67.0;140.0;;;
2002-03-15;65.0;68.0;168.0;;;
2002-03-16;49.0;67.0;141.0;;;
2002-03-17;27.0;49.0;90.0;;;
2002-03-18;24.0;52.0;89.0;;;
2002-03-19;27.0;49.0;91.0;;;
2002-03-20;190.0;91.0;382.0;;;
2002-03-21;155.0;96.0;334.0;;;
2002-03-22;112.0;112.0;284.0;;;
2002-03-23;42.0;75.0;139.0;;;
2002-03-24;18.0;45.0;72.0;;;
2002-03-25;25.0;62.0;100.0;;;
2002-03-26;28.0;63.0;107.0;;;
2002-03-27;19.0;48.0;77.0;;;
2002-03-28;11.0;29.0;45.0;;;
2002-03-29;10.0;35.0;50.0;;;
2002-03-30;25.0;59.0;98.0;;;
2002-03-31;31.0;55.0;103.0;;;
2002-04-01;29.0;61.0;105.0;;;
2002-04-02;35.0;55.0;108.0;;;
2002-04-03;40.0;49.0;110.0;;;
2002-04-04;41.0;56.0;118.0;;;
2002-04-05;71.0;73.0;183.0;;;
2002-04-06;39.0;55.0;115.0;;;
2002-04-07;29.0;47.0;91.0;;;
2002-04-08;67.0;79.0;182.0;;;
2002-04-09;64.0;82.0;181.0;;;
2002-04-10;41.0;70.0;133.0;;;
2002-04-11;17.0;38.0;64.0;;;
2002-04-12;35.0;52.0;105.0;;;
2002-04-13;25.0;60.0;98.0;;;
2002-04-14;9.0;31.0;46.0;;;
2002-04-15;39.0;61.0;121.0;;;
2002-04-16;47.0;81.0;154.0;;;
2002-04-17;55.0;93.0;178.0;;;
2002-04-18;62.0;88.0;183.0;;;
2002-04-19;57.0;73.0;161.0;;;
2002-04-20;32.0;73.0;123.0;;;
2002-04-21;16.0;42.0;67.0;;;
2002-04-22;34.0;66.0;118.0;;;
2002-04-23;34.0;69.0;121.0;;;
2002-04-24;33.0;69.0;120.0;;;
2002-04-25;68.0;95.0;199.0;;;
2002-04-26;68.0;112.0;217.0;;;
2002-04-27;49.0;76.0;152.0;;;
2002-04-28;24.0;53.0;90.0;;;
2002-04-29;26.0;59.0;99.0;;;
2002-04-30;46.0;74.0;145.0;;;
2002-05-01;16.0;30.0;55.0;;;
2002-05-02;16.0;29.0;54.0;;;
2002-05-03;33.0;44.0;94.0;;;
2002-05-04;21.0;43.0;76.0;;;
2002-05-05;16.0;50.0;75.0;;;
2002-05-06;14.0;45.0;66.0;;;
2002-05-07;8.0;34.0;46.0;;;
2002-05-08;48.0;65.0;138.0;;;
2002-05-09;50.0;69.0;145.0;;;
2002-05-10;55.0;83.0;168.0;;;
2002-05-11;48.0;68.0;141.0;;;
2002-05-12;86.0;59.0;190.0;;;
2002-05-13;49.0;68.0;142.0;;;
2002-05-14;71.0;56.0;164.0;;;
2002-05-15;41.0;63.0;126.0;;;
2002-05-16;44.0;69.0;136.0;;;
2002-05-17;26.0;44.0;84.0;;;
2002-05-18;23.0;46.0;81.0;;;
2002-05-19;15.0;50.0;73.0;;;
2002-05-20;48.0;79.0;152.0;;;
2002-05-21;17.0;41.0;68.0;;;
2002-05-22;17.0;30.0;56.0;;;
2002-05-23;45.0;48.0;117.0;;;
2002-05-24;38.0;50.0;108.0;;;
2002-05-25;32.0;46.0;95.0;;;
2002-05-26;18.0;36.0;64.0;;;
2002-05-27;39.0;47.0;106.0;;;
2002-05-28;37.0;62.0;119.0;;;
2002-05-29;53.0;65.0;146.0;;;
2002-05-30;34.0;56.0;109.0;;;
2002-05-31;31.0;47.0;94.0;;;
2002-06-01;41.0;53.0;117.0;;;
2002-06-02;18.0;48.0;75.0;;;
2002-06-03;24.0;56.0;93.0;;;
2002-06-04;16.0;38.0;63.0;;;
2002-06-05;34.0;40.0;93.0;;;
2002-06-06;35.0;50.0;103.0;;;
2002-06-07;32.0;47.0;96.0;;;
2002-06-08;30.0;37.0;82.0;;;
2002-06-09;21.0;35.0;68.0;;;
2002-06-10;36.0;52.0;107.0;;;
2002-06-11;53.0;65.0;146.0;;;
2002-06-12;36.0;62.0;117.0;;;
2002-06-13;32.0;51.0;100.0;;;
2002-06-14;59.0;70.0;161.0;;;
2002-06-15;31.0;62.0;109.0;;;
2002-06-16;15.0;41.0;64.0;;;
2002-06-17;36.0;68.0;123.0;;;
2002-06-18;33.0;69.0;119.0;;;
2002-06-19;46.0;81.0;152.0;;;
2002-06-20;22.0;58.0;92.0;;;
2002-06-21;35.0;77.0;131.0;;;
2002-06-22;68.0;87.0;192.0;;;
2002-06-23;31.0;61.0;109.0;;;
2002-06-24;15.0;37.0;61.0;;;
2002-06-25;18.0;37.0;65.0;;;
2002-06-26;31.0;52.0;100.0;;;
2002-06-27;21.0;49.0;82.0;;;
2002-06-28;21.0;65.0;98.0;;;
2002-06-29;17.0;46.0;73.0;;;
2002-06-30;6.0;25.0;35.0;;;
2002-07-01;22.0;52.0;86.0;;;
2002-07-02;47.0;62.0;134.0;;;
2002-07-03;48.0;59.0;133.0;;;
2002-07-04;29.0;59.0;103.0;;;
2002-07-05;39.0;64.0;124.0;;;
2002-07-06;19.0;45.0;73.0;;;
2002-07-07;25.0;51.0;89.0;;;
2002-07-08;28.0;48.0;91.0;;;
2002-07-09;20.0;38.0;69.0;;;
2002-07-10;23.0;33.0;68.0;;;
2002-07-11;32.0;63.0;111.0;;;
2002-07-12;32.0;56.0;105.0;;;
2002-07-13;10.0;27.0;42.0;;;
2002-07-14;5.0;15.0;23.0;;;
2002-07-15;12.0;29.0;47.0;;;
2002-07-16;6.0;27.0;37.0;;;
2002-07-17;19.0;44.0;72.0;;;
2002-07-18;49.0;74.0;149.0;;;
2002-07-19;79.0;95.0;217.0;;;
2002-07-20;27.0;66.0;108.0;;;
2002-07-21;33.0;46.0;97.0;;;
2002-07-22;17.0;41.0;67.0;;;
2002-07-23;38.0;53.0;112.0;;;
2002-07-24;23.0;47.0;81.0;;;
2002-07-25;24.0;48.0;85.0;;;
2002-07-26;54.0;58.0;141.0;;;
2002-07-27;86.0;65.0;198.0;;;
2002-07-28;45.0;61.0;130.0;;;
2002-07-29;27.0;65.0;107.0;;;
2002-07-30;20.0;56.0;87.0;;;
2002-07-31;23.0;36.0;72.0;;;
2002-08-01;22.0;43.0;77.0;;;
2002-08-02;24.0;53.0;89.0;;;
2002-08-03;15.0;48.0;70.0;;;
2002-08-04;14.0;40.0;61.0;;;
2002-08-05;43.0;56.0;121.0;;;
2002-08-06;22.0;45.0;78.0;;;
2002-08-07;15.0;41.0;64.0;;;
2002-08-08;9.0;31.0;46.0;;;
2002-08-09;23.0;39.0;73.0;;;
2002-08-10;14.0;22.0;44.0;;;
2002-08-11;6.0;19.0;27.0;;;
2002-08-12;29.0;66.0;111.0;;;
2002-08-13;57.0;62.0;150.0;;;
2002-08-14;43.0;78.0;144.0;;;
2002-08-15;10.0;43.0;58.0;;;
2002-08-16;11.0;43.0;60.0;;;
2002-08-17;13.0;46.0;65.0;;;
2002-08-18;14.0;48.0;69.0;;;
2002-08-19;27.0;51.0;91.0;;;
2002-08-20;36.0;60.0;114.0;;;
2002-08-21;23.0;57.0;92.0;;;
2002-08-22;14.0;43.0;64.0;;;
2002-08-23;17.0;46.0;73.0;;;
2002-08-24;7.0;28.0;39.0;;;
2002-08-25;9.0;28.0;42.0;;;
2002-08-26;22.0;43.0;76.0;;;
2002-08-27;21.0;45.0;77.0;;;
2002-08-28;11.0;35.0;52.0;;;
2002-08-29;23.0;49.0;84.0;;;
2002-08-30;34.0;60.0;112.0;;;
2002-08-31;19.0;60.0;89.0;;;
2002-09-01;10.0;35.0;50.0;;;
2002-09-02;33.0;57.0;108.0;;;
2002-09-03;28.0;57.0;99.0;;;
2002-09-04;21.0;50.0;81.0;;;
2002-09-05;21.0;44.0;76.0;;;
2002-09-06;24.0;51.0;87.0;;;
2002-09-07;29.0;59.0;104.0;;;
2002-09-08;12.0;29.0;47.0;;;
2002-09-09;25.0;34.0;73.0;;;
2002-09-10;114.0;78.0;252.0;;;
2002-09-11;48.0;81.0;154.0;;;
2002-09-12;47.0;78.0;149.0;;;
2002-09-13;65.0;85.0;184.0;;;
2002-09-14;18.0;46.0;74.0;;;
2002-09-15;33.0;53.0;103.0;;;
2002-09-16;57.0;45.0;132.0;;;
2002-09-17;65.0;54.0;153.0;;;
2002-09-18;53.0;45.0;125.0;;;
2002-09-19;78.0;63.0;184.0;;;
2002-09-20;74.0;60.0;173.0;;;
2002-09-21;33.0;37.0;87.0;;;
2002-09-22;11.0;29.0;46.0;;;
2002-09-23;40.0;44.0;106.0;;;
2002-09-24;60.0;73.0;165.0;;;
2002-09-25;44.0;65.0;132.0;;;
