fecha;mag007;mag008;mag012;mag014
2011-07-26;6.0;19.0;28.0;69.0
2011-07-27;4.0;9.0;15.0;74.0
2011-07-28;5.0;15.0;22.0;86.0
2011-07-29;5.0;23.0;31.0;83.0
2011-07-30;3.0;13.0;18.0;112.0
2011-07-31;3.0;10.0;14.0;113.0
2011-08-01;4.0;20.0;27.0;84.0
2011-08-02;4.0;14.0;20.0;82.0
2011-08-03;4.0;20.0;26.0;90.0
2011-08-04;4.0;20.0;26.0;98.0
2011-08-05;10.0;26.0;42.0;69.0
2011-08-06;5.0;16.0;25.0;68.0
2011-08-07;4.0;7.0;13.0;71.0
2011-08-08;3.0;10.0;15.0;81.0
2011-08-09;3.0;8.0;13.0;80.0
2011-08-10;5.0;18.0;25.0;79.0
2011-08-11;7.0;24.0;34.0;80.0
2011-08-12;9.0;28.0;42.0;79.0
2011-08-13;4.0;17.0;23.0;98.0
2011-08-14;6.0;23.0;32.0;84.0
2011-08-15;7.0;29.0;40.0;65.0
2011-08-16;10.0;36.0;52.0;64.0
2011-08-17;10.0;31.0;46.0;68.0
2011-08-18;7.0;26.0;36.0;71.0
2011-08-19;4.0;16.0;23.0;91.0
2011-08-20;3.0;15.0;20.0;82.0
2011-08-21;3.0;9.0;15.0;84.0
2011-08-22;4.0;11.0;18.0;82.0
2011-08-23;6.0;23.0;32.0;72.0
2011-08-24;7.0;21.0;32.0;79.0
2011-08-25;6.0;25.0;35.0;62.0
2011-08-26;4.0;10.0;16.0;70.0
2011-08-27;3.0;13.0;17.0;75.0
2011-08-28;3.0;11.0;16.0;85.0
2011-08-29;12.0;32.0;50.0;67.0
2011-08-30;10.0;32.0;47.0;70.0
2011-08-31;7.0;18.0;29.0;55.0
2011-09-01;14.0;20.0;42.0;51.0
2011-09-02;5.0;12.0;19.0;68.0
2011-09-03;6.0;28.0;38.0;43.0
2011-09-04;10.0;21.0;36.0;53.0
2011-09-05;7.0;25.0;35.0;61.0
2011-09-06;12.0;29.0;48.0;67.0
2011-09-07;12.0;41.0;59.0;70.0
2011-09-08;9.0;37.0;50.0;70.0
2011-09-09;11.0;35.0;52.0;80.0
2011-09-10;11.0;33.0;50.0;80.0
2011-09-11;6.0;22.0;31.0;63.0
2011-09-12;18.0;35.0;62.0;62.0
2011-09-13;19.0;38.0;68.0;68.0
2011-09-14;6.0;23.0;33.0;67.0
2011-09-15;13.0;28.0;48.0;62.0
2011-09-16;9.0;34.0;48.0;66.0
2011-09-17;6.0;27.0;36.0;72.0
2011-09-18;3.0;15.0;20.0;70.0
2011-09-19;4.0;15.0;22.0;60.0
2011-09-20;18.0;38.0;66.0;54.0
2011-09-21;8.0;38.0;50.0;63.0
2011-09-22;22.0;50.0;84.0;60.0
2011-09-23;13.0;37.0;57.0;69.0
2011-09-24;4.0;20.0;26.0;78.0
2011-09-25;9.0;35.0;50.0;62.0
2011-09-26;22.0;40.0;74.0;71.0
2011-09-27;25.0;42.0;80.0;62.0
2011-09-28;13.0;42.0;63.0;44.0
2011-09-29;24.0;43.0;81.0;51.0
2011-09-30;11.0;29.0;46.0;63.0
2011-10-01;3.0;17.0;22.0;71.0
2011-10-02;3.0;16.0;20.0;77.0
2011-10-03;11.0;37.0;54.0;54.0
2011-10-04;16.0;33.0;58.0;68.0
2011-10-05;10.0;37.0;52.0;57.0
2011-10-06;26.0;47.0;87.0;35.0
2011-10-07;7.0;15.0;26.0;53.0
2011-10-08;2.0;8.0;11.0;60.0
2011-10-09;2.0;11.0;14.0;49.0
2011-10-10;17.0;31.0;57.0;40.0
2011-10-11;25.0;44.0;82.0;37.0
2011-10-12;15.0;39.0;62.0;44.0
2011-10-13;21.0;40.0;72.0;39.0
2011-10-14;28.0;46.0;90.0;39.0
2011-10-15;10.0;28.0;44.0;49.0
2011-10-16;21.0;36.0;67.0;51.0
2011-10-17;12.0;36.0;54.0;40.0
2011-10-18;33.0;51.0;101.0;33.0
2011-10-19;21.0;42.0;74.0;42.0
2011-10-20;2.0;9.0;12.0;61.0
2011-10-21;17.0;33.0;59.0;39.0
2011-10-22;14.0;31.0;52.0;46.0
2011-10-23;3.0;19.0;23.0;48.0
2011-10-24;4.0;21.0;27.0;45.0
2011-10-25;4.0;20.0;26.0;47.0
2011-10-26;14.0;29.0;51.0;34.0
2011-10-27;4.0;20.0;27.0;44.0
2011-10-28;3.0;15.0;20.0;45.0
2011-10-29;4.0;14.0;19.0;42.0
2011-10-30;19.0;25.0;55.0;34.0
2011-10-31;17.0;33.0;60.0;26.0
2011-11-01;19.0;37.0;66.0;27.0
2011-11-02;8.0;27.0;39.0;36.0
2011-11-03;9.0;30.0;44.0;40.0
2011-11-04;6.0;30.0;39.0;34.0
2011-11-05;3.0;17.0;22.0;43.0
2011-11-06;3.0;12.0;17.0;55.0
2011-11-07;66.0;58.0;159.0;7.0
2011-11-08;45.0;47.0;115.0;20.0
2011-11-09;16.0;42.0;67.0;15.0
2011-11-10;21.0;37.0;69.0;13.0
2011-11-11;27.0;39.0;81.0;17.0
2011-11-12;3.0;11.0;15.0;44.0
2011-11-13;2.0;12.0;15.0;50.0
2011-11-14;7.0;27.0;37.0;37.0
2011-11-15;12.0;39.0;58.0;24.0
2011-11-16;35.0;41.0;94.0;22.0
2011-11-17;12.0;28.0;46.0;23.0
2011-11-18;5.0;28.0;36.0;35.0
2011-11-19;2.0;11.0;14.0;55.0
2011-11-20;3.0;17.0;22.0;35.0
2011-11-21;17.0;29.0;55.0;24.0
2011-11-22;14.0;34.0;56.0;17.0
2011-11-23;3.0;15.0;19.0;43.0
2011-11-24;22.0;32.0;65.0;31.0
2011-11-25;11.0;29.0;47.0;26.0
2011-11-26;24.0;32.0;69.0;26.0
2011-11-27;22.0;31.0;64.0;23.0
2011-11-28;56.0;55.0;141.0;14.0
2011-11-29;52.0;48.0;128.0;14.0
2011-11-30;41.0;45.0;108.0;16.0
2011-12-01;34.0;43.0;95.0;11.0
2011-12-02;5.0;24.0;31.0;39.0
2011-12-03;24.0;33.0;70.0;27.0
2011-12-04;26.0;38.0;78.0;11.0
2011-12-05;72.0;53.0;164.0;12.0
2011-12-06;22.0;31.0;64.0;33.0
2011-12-07;74.0;48.0;161.0;9.0
2011-12-08;54.0;44.0;127.0;16.0
2011-12-09;52.0;41.0;120.0;11.0
2011-12-10;42.0;43.0;107.0;5.0
2011-12-11;12.0;28.0;47.0;12.0
2011-12-12;0.0;0.0;0.0;0.0
2011-12-13;5.0;22.0;29.0;38.0
2011-12-14;5.0;24.0;31.0;36.0
2011-12-15;6.0;27.0;36.0;38.0
2011-12-16;4.0;17.0;23.0;44.0
2011-12-17;4.0;22.0;28.0;40.0
2011-12-18;9.0;22.0;35.0;37.0
2011-12-19;50.0;52.0;129.0;16.0
2011-12-20;108.0;71.0;237.0;5.0
2011-12-21;158.0;80.0;322.0;10.0
2011-12-22;129.0;66.0;264.0;9.0
2011-12-23;98.0;59.0;209.0;5.0
2011-12-24;3.0;12.0;17.0;37.0
2011-12-25;21.0;27.0;59.0;28.0
2011-12-26;16.0;32.0;57.0;19.0
2011-12-27;47.0;43.0;116.0;17.0
2011-12-28;50.0;50.0;127.0;15.0
2011-12-29;22.0;26.0;60.0;38.0
2011-12-30;74.0;61.0;175.0;14.0
2011-12-31;88.0;67.0;202.0;9.0
2012-01-01;20.0;40.0;71.0;13.0
2012-01-02;4.0;19.0;25.0;39.0
2012-01-03;68.0;60.0;165.0;8.0
2012-01-04;124.0;72.0;262.0;9.0
2012-01-05;155.0;82.0;320.0;6.0
2012-01-06;57.0;36.0;123.0;24.0
2012-01-07;17.0;33.0;59.0;19.0
2012-01-08;25.0;37.0;75.0;17.0
2012-01-09;48.0;43.0;116.0;18.0
2012-01-10;17.0;30.0;55.0;22.0
2012-01-11;14.0;30.0;52.0;24.0
2012-01-12;37.0;46.0;102.0;15.0
2012-01-13;53.0;51.0;132.0;7.0
2012-01-14;79.0;58.0;178.0;8.0
2012-01-15;36.0;42.0;98.0;6.0
2012-01-16;14.0;22.0;44.0;28.0
2012-01-17;6.0;21.0;30.0;38.0
2012-01-18;57.0;49.0;136.0;17.0
2012-01-19;48.0;50.0;124.0;10.0
2012-01-20;59.0;43.0;134.0;19.0
2012-01-21;10.0;23.0;38.0;31.0
2012-01-22;23.0;35.0;70.0;16.0
2012-01-23;10.0;23.0;38.0;25.0
2012-01-24;51.0;36.0;113.0;28.0
2012-01-25;47.0;45.0;118.0;17.0
2012-01-26;51.0;49.0;127.0;10.0
2012-01-27;9.0;26.0;40.0;25.0
2012-01-28;2.0;10.0;12.0;48.0
2012-01-29;1.0;4.0;6.0;59.0
2012-01-30;39.0;44.0;104.0;26.0
2012-01-31;38.0;52.0;110.0;14.0
2012-02-01;62.0;59.0;155.0;13.0
2012-02-02;2.0;9.0;11.0;54.0
2012-02-03;1.0;5.0;7.0;64.0
2012-02-04;1.0;3.0;5.0;62.0
2012-02-05;3.0;17.0;22.0;51.0
2012-02-06;15.0;23.0;47.0;45.0
2012-02-07;4.0;11.0;16.0;50.0
2012-02-08;1.0;11.0;14.0;56.0
2012-02-09;11.0;31.0;47.0;30.0
2012-02-10;18.0;32.0;60.0;38.0
2012-02-11;6.0;16.0;26.0;55.0
2012-02-12;3.0;11.0;15.0;58.0
2012-02-13;2.0;10.0;13.0;58.0
2012-02-14;7.0;32.0;42.0;35.0
2012-02-15;11.0;19.0;35.0;49.0
2012-02-16;13.0;22.0;41.0;47.0
2012-02-17;19.0;29.0;57.0;44.0
2012-02-18;8.0;30.0;42.0;40.0
2012-02-19;10.0;29.0;45.0;40.0
2012-02-20;4.0;16.0;23.0;53.0
2012-02-21;18.0;42.0;70.0;28.0
2012-02-22;19.0;38.0;67.0;34.0
2012-02-23;39.0;45.0;106.0;34.0
2012-02-24;30.0;44.0;90.0;31.0
2012-02-25;17.0;38.0;64.0;35.0
2012-02-26;39.0;52.0;113.0;32.0
2012-02-27;18.0;35.0;63.0;38.0
2012-02-28;31.0;43.0;91.0;38.0
2012-02-29;10.0;41.0;56.0;38.0
2012-03-01;7.0;32.0;42.0;45.0
2012-03-02;13.0;42.0;62.0;29.0
2012-03-03;10.0;29.0;44.0;37.0
2012-03-04;5.0;23.0;30.0;38.0
2012-03-05;3.0;14.0;18.0;58.0
2012-03-06;3.0;14.0;19.0;58.0
2012-03-07;5.0;26.0;34.0;51.0
2012-03-08;12.0;29.0;47.0;47.0
2012-03-09;24.0;32.0;69.0;44.0
2012-03-10;6.0;24.0;33.0;52.0
2012-03-11;6.0;30.0;38.0;46.0
2012-03-12;11.0;35.0;52.0;40.0
2012-03-13;19.0;42.0;70.0;37.0
2012-03-14;25.0;44.0;82.0;42.0
2012-03-15;6.0;29.0;38.0;50.0
2012-03-16;7.0;26.0;36.0;55.0
2012-03-17;4.0;17.0;23.0;59.0
2012-03-18;1.0;8.0;10.0;71.0
2012-03-19;1.0;9.0;12.0;65.0
2012-03-20;2.0;10.0;12.0;66.0
2012-03-21;2.0;17.0;20.0;46.0
2012-03-22;21.0;42.0;74.0;25.0
2012-03-23;6.0;26.0;35.0;46.0
2012-03-24;3.0;22.0;26.0;60.0
2012-03-25;4.0;23.0;29.0;53.0
2012-03-26;4.0;19.0;25.0;57.0
2012-03-27;3.0;19.0;23.0;66.0
2012-03-28;3.0;18.0;22.0;71.0
2012-03-29;2.0;15.0;18.0;73.0
2012-03-30;4.0;27.0;32.0;59.0
2012-03-31;4.0;26.0;32.0;61.0
2012-04-01;7.0;29.0;40.0;58.0
2012-04-02;15.0;26.0;48.0;53.0
2012-04-03;6.0;23.0;32.0;52.0
2012-04-04;4.0;28.0;33.0;36.0
2012-04-05;2.0;15.0;18.0;57.0
2012-04-06;2.0;9.0;11.0;73.0
2012-04-07;2.0;7.0;10.0;72.0
2012-04-08;6.0;22.0;31.0;48.0
2012-04-09;6.0;20.0;29.0;57.0
2012-04-10;3.0;23.0;28.0;55.0
2012-04-11;2.0;10.0;13.0;73.0
2012-04-12;5.0;17.0;25.0;55.0
2012-04-13;2.0;8.0;11.0;71.0
2012-04-14;2.0;6.0;9.0;79.0
2012-04-15;2.0;3.0;6.0;81.0
2012-04-16;2.0;5.0;7.0;82.0
2012-04-17;16.0;22.0;46.0;58.0
2012-04-18;2.0;10.0;13.0;74.0
2012-04-19;3.0;11.0;16.0;76.0
2012-04-20;5.0;16.0;23.0;68.0
2012-04-21;4.0;14.0;20.0;54.0
2012-04-22;3.0;8.0;12.0;72.0
2012-04-23;3.0;12.0;17.0;71.0
2012-04-24;2.0;9.0;12.0;83.0
2012-04-25;4.0;20.0;26.0;64.0
2012-04-26;4.0;21.0;27.0;54.0
2012-04-27;6.0;23.0;33.0;34.0
2012-04-28;2.0;14.0;17.0;74.0
2012-04-29;2.0;12.0;15.0;71.0
2012-04-30;4.0;19.0;25.0;60.0
2012-05-01;5.0;23.0;31.0;48.0
2012-05-02;4.0;16.0;22.0;59.0
2012-05-03;25.0;40.0;78.0;31.0
2012-05-04;4.0;23.0;29.0;53.0
2012-05-05;2.0;12.0;15.0;62.0
2012-05-06;4.0;13.0;18.0;55.0
2012-05-07;9.0;23.0;36.0;46.0
2012-05-08;7.0;17.0;28.0;39.0
2012-05-09;16.0;27.0;51.0;37.0
2012-05-10;8.0;22.0;34.0;54.0
2012-05-11;5.0;22.0;30.0;56.0
2012-05-12;6.0;26.0;36.0;50.0
2012-05-13;3.0;11.0;16.0;58.0
2012-05-14;5.0;14.0;21.0;59.0
2012-05-15;2.0;8.0;12.0;77.0
2012-05-16;3.0;20.0;24.0;69.0
2012-05-17;4.0;25.0;31.0;61.0
2012-05-18;6.0;17.0;27.0;71.0
2012-05-19;2.0;8.0;12.0;56.0
2012-05-20;2.0;8.0;11.0;61.0
2012-05-21;3.0;10.0;15.0;63.0
2012-05-22;8.0;16.0;28.0;55.0
2012-05-23;4.0;11.0;17.0;61.0
2012-05-24;10.0;30.0;45.0;71.0
2012-05-25;6.0;23.0;32.0;74.0
2012-05-26;2.0;9.0;13.0;73.0
2012-05-27;2.0;12.0;15.0;66.0
2012-05-28;3.0;13.0;17.0;74.0
2012-05-29;3.0;14.0;19.0;77.0
2012-05-30;8.0;28.0;39.0;62.0
2012-05-31;3.0;20.0;24.0;75.0
2012-06-01;3.0;17.0;21.0;74.0
2012-06-02;3.0;13.0;18.0;70.0
2012-06-03;2.0;6.0;9.0;68.0
2012-06-04;4.0;17.0;24.0;70.0
2012-06-05;3.0;15.0;20.0;75.0
2012-06-06;6.0;13.0;23.0;40.0
2012-06-07;4.0;10.0;16.0;49.0
2012-06-08;3.0;12.0;17.0;66.0
2012-06-09;3.0;14.0;18.0;62.0
2012-06-10;3.0;4.0;8.0;53.0
2012-06-11;3.0;6.0;10.0;68.0
2012-06-12;2.0;5.0;9.0;60.0
2012-06-13;3.0;14.0;19.0;63.0
2012-06-14;4.0;18.0;23.0;66.0
2012-06-15;7.0;16.0;28.0;50.0
2012-06-16;7.0;16.0;27.0;40.0
2012-06-17;3.0;9.0;13.0;47.0
2012-06-18;10.0;19.0;34.0;43.0
2012-06-19;5.0;16.0;23.0;46.0
2012-06-20;6.0;17.0;26.0;56.0
2012-06-21;4.0;10.0;16.0;64.0
2012-06-22;4.0;19.0;25.0;74.0
2012-06-23;3.0;15.0;20.0;83.0
2012-06-24;2.0;11.0;15.0;92.0
2012-06-25;3.0;19.0;24.0;90.0
2012-06-26;6.0;26.0;36.0;68.0
2012-06-27;8.0;30.0;43.0;50.0
2012-06-28;4.0;20.0;26.0;67.0
2012-06-29;4.0;12.0;17.0;68.0
2012-06-30;2.0;7.0;10.0;77.0
2012-07-01;2.0;4.0;7.0;68.0
2012-07-02;4.0;17.0;23.0;63.0
2012-07-03;6.0;26.0;35.0;59.0
2012-07-04;9.0;21.0;36.0;56.0
2012-07-05;5.0;12.0;20.0;64.0
2012-07-06;3.0;12.0;16.0;60.0
2012-07-07;4.0;13.0;19.0;59.0
2012-07-08;2.0;9.0;12.0;66.0
2012-07-09;6.0;23.0;32.0;63.0
2012-07-10;6.0;18.0;27.0;70.0
2012-07-11;7.0;21.0;31.0;67.0
2012-07-12;3.0;16.0;20.0;80.0
2012-07-13;13.0;28.0;48.0;56.0
2012-07-14;2.0;7.0;10.0;62.0
2012-07-15;2.0;7.0;10.0;76.0
2012-07-16;2.0;9.0;13.0;73.0
2012-07-17;4.0;17.0;24.0;66.0
2012-07-18;3.0;18.0;23.0;77.0
2012-07-19;4.0;25.0;32.0;62.0
2012-07-20;10.0;25.0;41.0;62.0
2012-07-21;2.0;6.0;9.0;79.0
2012-07-22;2.0;6.0;10.0;83.0
2012-07-23;4.0;16.0;21.0;79.0
2012-07-24;3.0;13.0;17.0;93.0
2012-07-25;3.0;13.0;18.0;89.0
2012-07-26;6.0;15.0;24.0;76.0
2012-07-27;4.0;13.0;20.0;82.0
2012-07-28;4.0;12.0;18.0;81.0
2012-07-29;3.0;15.0;20.0;80.0
2012-07-30;4.0;19.0;26.0;80.0
2012-07-31;6.0;23.0;33.0;73.0
2012-08-01;11.0;26.0;42.0;65.0
2012-08-02;4.0;23.0;29.0;63.0
2012-08-03;3.0;15.0;19.0;78.0
2012-08-04;3.0;17.0;22.0;71.0
2012-08-05;5.0;16.0;24.0;50.0
2012-08-06;4.0;15.0;21.0;59.0
2012-08-07;3.0;10.0;14.0;67.0
2012-08-08;3.0;13.0;18.0;71.0
2012-08-09;8.0;25.0;38.0;59.0
2012-08-10;7.0;27.0;38.0;44.0
2012-08-11;9.0;22.0;36.0;52.0
2012-08-12;3.0;10.0;14.0;74.0
2012-08-13;3.0;16.0;21.0;65.0
2012-08-14;5.0;14.0;22.0;56.0
2012-08-15;2.0;3.0;7.0;58.0
2012-08-16;5.0;16.0;24.0;52.0
2012-08-17;6.0;21.0;30.0;56.0
2012-08-18;5.0;20.0;27.0;60.0
2012-08-19;3.0;10.0;14.0;65.0
2012-08-20;6.0;23.0;33.0;47.0
2012-08-21;6.0;25.0;35.0;41.0
2012-08-22;12.0;22.0;41.0;50.0
2012-08-23;10.0;24.0;39.0;53.0
2012-08-24;7.0;17.0;29.0;65.0
2012-08-25;2.0;6.0;10.0;66.0
2012-08-26;3.0;14.0;18.0;67.0
2012-08-27;7.0;25.0;35.0;64.0
2012-08-28;9.0;27.0;41.0;56.0
2012-08-29;15.0;28.0;52.0;40.0
2012-08-30;2.0;9.0;13.0;70.0
2012-08-31;2.0;3.0;6.0;63.0
2012-09-01;2.0;4.0;7.0;67.0
2012-09-02;1.0;3.0;5.0;78.0
2012-09-03;2.0;4.0;6.0;78.0
2012-09-04;2.0;8.0;11.0;72.0
2012-09-05;6.0;17.0;26.0;71.0
2012-09-06;8.0;20.0;32.0;74.0
2012-09-07;7.0;30.0;41.0;66.0
2012-09-08;3.0;14.0;19.0;82.0
2012-09-09;4.0;19.0;24.0;68.0
2012-09-10;8.0;31.0;43.0;55.0
2012-09-11;8.0;40.0;53.0;48.0
2012-09-12;13.0;29.0;49.0;50.0
2012-09-13;2.0;5.0;8.0;60.0
2012-09-14;7.0;26.0;37.0;47.0
2012-09-15;9.0;30.0;44.0;49.0
2012-09-16;8.0;29.0;41.0;57.0
2012-09-17;19.0;37.0;67.0;43.0
2012-09-18;16.0;32.0;57.0;38.0
2012-09-19;3.0;9.0;13.0;66.0
2012-09-20;3.0;14.0;19.0;58.0
2012-09-21;6.0;20.0;29.0;52.0
2012-09-22;9.0;34.0;47.0;38.0
2012-09-23;8.0;21.0;33.0;34.0
2012-09-24;5.0;11.0;18.0;58.0
2012-09-25;4.0;12.0;17.0;56.0
2012-09-26;5.0;16.0;23.0;49.0
2012-09-27;4.0;19.0;25.0;32.0
2012-09-28;5.0;14.0;22.0;23.0
2012-09-29;3.0;7.0;12.0;47.0
2012-09-30;4.0;18.0;25.0;45.0
2012-10-01;13.0;40.0;61.0;27.0
2012-10-02;20.0;44.0;74.0;28.0
2012-10-03;24.0;43.0;80.0;37.0
2012-10-04;28.0;44.0;87.0;41.0
2012-10-05;20.0;42.0;73.0;43.0
2012-10-06;8.0;24.0;36.0;46.0
2012-10-07;15.0;38.0;61.0;29.0
2012-10-08;25.0;40.0;79.0;33.0
2012-10-09;30.0;43.0;88.0;22.0
2012-10-10;20.0;28.0;58.0;19.0
2012-10-11;6.0;16.0;25.0;40.0
2012-10-12;7.0;17.0;28.0;32.0
2012-10-13;4.0;12.0;19.0;46.0
2012-10-14;5.0;17.0;24.0;45.0
2012-10-15;14.0;25.0;47.0;43.0
2012-10-16;20.0;36.0;67.0;25.0
2012-10-17;42.0;49.0;114.0;28.0
2012-10-18;11.0;33.0;50.0;35.0
2012-10-19;5.0;25.0;32.0;37.0
2012-10-20;3.0;15.0;20.0;39.0
2012-10-21;7.0;25.0;36.0;29.0
2012-10-22;30.0;41.0;86.0;17.0
2012-10-23;26.0;36.0;76.0;24.0
2012-10-24;14.0;32.0;54.0;14.0
2012-10-25;7.0;22.0;33.0;29.0
2012-10-26;8.0;27.0;40.0;34.0
2012-10-27;6.0;17.0;26.0;35.0
2012-10-28;1.0;8.0;9.0;57.0
2012-10-29;27.0;36.0;78.0;23.0
2012-10-30;4.0;21.0;28.0;24.0
2012-10-31;8.0;23.0;36.0;28.0
2012-11-01;2.0;11.0;14.0;46.0
2012-11-02;2.0;19.0;22.0;38.0
2012-11-03;2.0;22.0;25.0;22.0
2012-11-04;2.0;19.0;22.0;27.0
2012-11-05;2.0;22.0;25.0;34.0
2012-11-06;2.0;11.0;14.0;39.0
2012-11-07;2.0;13.0;17.0;38.0
2012-11-08;9.0;26.0;41.0;15.0
2012-11-09;5.0;22.0;30.0;25.0
2012-11-10;3.0;12.0;16.0;49.0
2012-11-11;2.0;5.0;8.0;59.0
2012-11-12;3.0;15.0;20.0;45.0
2012-11-13;5.0;16.0;23.0;40.0
2012-11-14;5.0;18.0;26.0;35.0
2012-11-15;15.0;24.0;46.0;25.0
2012-11-16;5.0;22.0;31.0;30.0
2012-11-17;3.0;14.0;18.0;38.0
2012-11-18;3.0;10.0;14.0;36.0
2012-11-19;43.0;35.0;101.0;17.0
2012-11-20;31.0;37.0;84.0;8.0
2012-11-21;42.0;36.0;101.0;16.0
2012-11-22;35.0;28.0;81.0;24.0
2012-11-23;36.0;33.0;88.0;8.0
2012-11-24;30.0;31.0;78.0;6.0
2012-11-25;25.0;29.0;68.0;5.0
2012-11-26;7.0;23.0;33.0;43.0
2012-11-27;16.0;28.0;53.0;50.0
2012-11-28;13.0;27.0;47.0;42.0
2012-11-29;6.0;22.0;31.0;62.0
2012-11-30;8.0;23.0;35.0;53.0
2012-12-01;3.0;11.0;16.0;66.0
2012-12-02;13.0;32.0;52.0;37.0
2012-12-03;60.0;54.0;145.0;14.0
2012-12-04;25.0;30.0;67.0;48.0
2012-12-05;4.0;17.0;23.0;76.0
2012-12-06;30.0;39.0;86.0;19.0
2012-12-07;18.0;27.0;55.0;16.0
2012-12-08;11.0;17.0;34.0;57.0
2012-12-09;30.0;34.0;80.0;32.0
2012-12-10;78.0;45.0;165.0;11.0
2012-12-11;40.0;33.0;95.0;25.0
2012-12-12;40.0;35.0;96.0;20.0
2012-12-13;52.0;36.0;115.0;13.0
2012-12-14;6.0;23.0;32.0;44.0
2012-12-15;3.0;10.0;15.0;78.0
2012-12-16;3.0;9.0;14.0;74.0
2012-12-17;13.0;28.0;48.0;52.0
2012-12-18;40.0;31.0;92.0;11.0
2012-12-19;46.0;28.0;98.0;9.0
2012-12-20;11.0;24.0;41.0;38.0
2012-12-21;8.0;16.0;29.0;54.0
2012-12-22;9.0;18.0;32.0;28.0
2012-12-23;6.0;11.0;20.0;34.0
2012-12-24;10.0;17.0;33.0;25.0
2012-12-25;6.0;17.0;26.0;35.0
2012-12-26;53.0;30.0;111.0;23.0
2012-12-27;62.0;30.0;126.0;9.0
2012-12-28;65.0;38.0;137.0;6.0
2012-12-29;42.0;29.0;93.0;3.0
2012-12-30;16.0;30.0;54.0;8.0
2012-12-31;11.0;24.0;42.0;9.0
2013-01-01;26.0;25.0;66.0;16.0
2013-01-02;40.0;20.0;81.0;22.0
2013-01-03;40.0;33.0;95.0;23.0
2013-01-04;70.0;42.0;150.0;14.0
2013-01-05;73.0;46.0;159.0;6.0
2013-01-06;50.0;38.0;114.0;6.0
2013-01-07;31.0;28.0;76.0;4.0
2013-01-08;13.0;23.0;43.0;7.0
2013-01-09;29.0;28.0;72.0;9.0
2013-01-10;60.0;32.0;125.0;4.0
2013-01-11;34.0;31.0;83.0;11.0
2013-01-12;9.0;18.0;31.0;28.0
2013-01-13;2.0;7.0;11.0;50.0
2013-01-14;25.0;21.0;60.0;35.0
2013-01-15;5.0;13.0;20.0;43.0
2013-01-16;6.0;17.0;26.0;35.0
2013-01-17;5.0;18.0;26.0;38.0
2013-01-18;6.0;12.0;21.0;32.0
2013-01-19;3.0;11.0;16.0;46.0
2013-01-20;2.0;8.0;12.0;48.0
2013-01-21;4.0;16.0;22.0;44.0
2013-01-22;8.0;23.0;35.0;34.0
2013-01-23;4.0;12.0;17.0;52.0
2013-01-24;7.0;21.0;32.0;40.0
2013-01-25;42.0;40.0;105.0;19.0
2013-01-26;9.0;19.0;33.0;42.0
2013-01-27;27.0;28.0;69.0;22.0
2013-01-28;35.0;35.0;88.0;32.0
2013-01-29;55.0;44.0;129.0;12.0
2013-01-30;65.0;40.0;140.0;11.0
2013-01-31;83.0;51.0;178.0;10.0
2013-02-01;68.0;38.0;142.0;16.0
2013-02-02;2.0;3.0;6.0;51.0
2013-02-03;2.0;5.0;7.0;49.0
2013-02-04;84.0;52.0;181.0;16.0
2013-02-05;30.0;28.0;73.0;22.0
2013-02-06;3.0;8.0;13.0;51.0
2013-02-07;5.0;20.0;28.0;42.0
2013-02-08;5.0;10.0;17.0;49.0
2013-02-09;5.0;15.0;22.0;49.0
2013-02-10;16.0;21.0;46.0;33.0
2013-02-11;8.0;10.0;22.0;53.0
2013-02-12;23.0;19.0;54.0;39.0
2013-02-13;40.0;27.0;88.0;19.0
2013-02-14;53.0;28.0;109.0;16.0
2013-02-15;32.0;35.0;85.0;24.0
2013-02-16;25.0;29.0;68.0;23.0
2013-02-17;11.0;23.0;40.0;23.0
2013-02-18;17.0;28.0;54.0;26.0
2013-02-19;3.0;14.0;19.0;37.0
2013-02-20;7.0;18.0;30.0;34.0
2013-02-21;6.0;18.0;27.0;41.0
2013-02-22;4.0;15.0;22.0;47.0
2013-02-23;1.0;4.0;6.0;51.0
2013-02-24;3.0;8.0;12.0;53.0
2013-02-25;7.0;8.0;18.0;56.0
2013-02-26;6.0;17.0;26.0;49.0
2013-02-27;2.0;14.0;18.0;44.0
2013-02-28;2.0;7.0;11.0;52.0
2013-03-01;8.0;14.0;26.0;58.0
2013-03-02;3.0;19.0;24.0;52.0
2013-03-03;2.0;11.0;15.0;61.0
2013-03-04;2.0;12.0;15.0;57.0
2013-03-05;8.0;27.0;40.0;33.0
2013-03-06;10.0;26.0;41.0;36.0
2013-03-07;5.0;16.0;24.0;44.0
2013-03-08;5.0;26.0;35.0;42.0
2013-03-09;3.0;13.0;18.0;56.0
2013-03-10;2.0;7.0;10.0;65.0
2013-03-11;4.0;9.0;15.0;57.0
2013-03-12;5.0;12.0;20.0;58.0
2013-03-13;3.0;6.0;10.0;69.0
2013-03-14;5.0;16.0;23.0;57.0
2013-03-15;16.0;37.0;62.0;38.0
2013-03-16;3.0;19.0;24.0;54.0
2013-03-17;5.0;24.0;32.0;34.0
2013-03-18;2.0;8.0;11.0;67.0
2013-03-19;11.0;25.0;43.0;32.0
2013-03-20;9.0;18.0;32.0;49.0
2013-03-21;8.0;24.0;36.0;38.0
2013-03-22;15.0;29.0;52.0;31.0
2013-03-23;3.0;18.0;23.0;50.0
