fecha;mag007;mag008;mag009;mag010;mag012
2010-04-29;27.0;47.0;17.0;34.0;88.0
2010-04-30;31.0;56.0;15.0;29.0;103.0
2010-05-01;16.0;29.0;10.0;18.0;55.0
2010-05-02;19.0;31.0;8.0;14.0;60.0
2010-05-03;19.0;27.0;7.0;22.0;57.0
2010-05-04;22.0;31.0;10.0;26.0;64.0
2010-05-05;32.0;41.0;9.0;20.0;90.0
2010-05-06;30.0;46.0;13.0;23.0;91.0
2010-05-07;34.0;51.0;14.0;29.0;103.0
2010-05-08;35.0;39.0;17.0;25.0;92.0
2010-05-09;19.0;29.0;12.0;15.0;58.0
2010-05-10;33.0;43.0;10.0;18.0;94.0
2010-05-11;44.0;53.0;14.0;25.0;121.0
2010-05-12;36.0;43.0;10.0;18.0;98.0
2010-05-13;37.0;45.0;12.0;17.0;102.0
2010-05-14;27.0;37.0;10.0;16.0;79.0
2010-05-15;21.0;30.0;8.0;10.0;62.0
2010-05-16;10.0;20.0;7.0;11.0;35.0
2010-05-17;16.0;34.0;12.0;20.0;58.0
2010-05-18;18.0;45.0;12.0;24.0;73.0
2010-05-19;14.0;27.0;10.0;20.0;48.0
2010-05-20;8.0;29.0;15.0;30.0;42.0
2010-05-21;16.0;44.0;16.0;33.0;69.0
2010-05-22;10.0;39.0;15.0;29.0;55.0
2010-05-23;13.0;33.0;16.0;29.0;53.0
2010-05-24;14.0;34.0;14.0;27.0;55.0
2010-05-25;31.0;45.0;16.0;33.0;92.0
2010-05-26;35.0;46.0;14.0;26.0;99.0
2010-05-27;23.0;43.0;13.0;25.0;79.0
2010-05-28;17.0;35.0;11.0;20.0;61.0
2010-05-29;24.0;39.0;11.0;18.0;76.0
2010-05-30;14.0;36.0;15.0;19.0;57.0
2010-05-31;20.0;39.0;11.0;22.0;69.0
2010-06-01;34.0;50.0;12.0;22.0;102.0
2010-06-02;19.0;37.0;10.0;20.0;66.0
2010-06-03;11.0;33.0;10.0;20.0;50.0
2010-06-04;22.0;51.0;13.0;26.0;85.0
2010-06-05;20.0;47.0;17.0;33.0;77.0
2010-06-06;20.0;34.0;13.0;22.0;65.0
2010-06-07;22.0;39.0;15.0;27.0;74.0
2010-06-08;32.0;41.0;13.0;25.0;90.0
2010-06-09;17.0;35.0;9.0;12.0;62.0
2010-06-10;32.0;38.0;9.0;19.0;87.0
2010-06-11;31.0;37.0;11.0;19.0;85.0
2010-06-12;20.0;37.0;8.0;11.0;67.0
2010-06-13;5.0;18.0;5.0;10.0;25.0
2010-06-14;21.0;37.0;9.0;19.0;69.0
2010-06-15;20.0;32.0;7.0;14.0;63.0
2010-06-16;27.0;43.0;9.0;18.0;85.0
2010-06-17;13.0;44.0;11.0;20.0;65.0
2010-06-18;27.0;59.0;13.0;24.0;100.0
2010-06-19;10.0;29.0;10.0;15.0;45.0
2010-06-20;9.0;20.0;8.0;11.0;34.0
2010-06-21;22.0;43.0;11.0;18.0;76.0
2010-06-22;21.0;49.0;11.0;22.0;81.0
2010-06-23;20.0;55.0;12.0;26.0;86.0
2010-06-24;15.0;51.0;13.0;30.0;74.0
2010-06-25;23.0;54.0;17.0;26.0;89.0
2010-06-26;9.0;33.0;13.0;17.0;47.0
2010-06-27;11.0;39.0;15.0;19.0;56.0
2010-06-28;11.0;36.0;15.0;24.0;52.0
2010-06-29;16.0;48.0;19.0;25.0;72.0
2010-06-30;18.0;57.0;20.0;27.0;85.0
2010-07-01;23.0;65.0;21.0;35.0;100.0
2010-07-02;20.0;73.0;21.0;33.0;104.0
2010-07-03;11.0;34.0;18.0;18.0;51.0
2010-07-04;4.0;31.0;20.0;20.0;38.0
2010-07-05;14.0;43.0;14.0;26.0;65.0
2010-07-06;9.0;41.0;13.0;26.0;54.0
2010-07-07;10.0;49.0;20.0;34.0;64.0
2010-07-08;18.0;60.0;22.0;55.0;87.0
2010-07-09;22.0;63.0;24.0;45.0;98.0
2010-07-10;9.0;39.0;22.0;37.0;52.0
2010-07-11;13.0;43.0;21.0;34.0;63.0
2010-07-12;21.0;52.0;17.0;30.0;84.0
2010-07-13;35.0;63.0;16.0;29.0;116.0
2010-07-14;29.0;48.0;11.0;22.0;92.0
2010-07-15;0.0;0.0;0.0;0.0;0.0
2010-07-16;0.0;0.0;0.0;0.0;0.0
2010-07-17;0.0;0.0;0.0;0.0;0.0
2010-07-18;0.0;0.0;0.0;0.0;0.0
2010-07-19;0.0;0.0;0.0;0.0;0.0
2010-07-20;0.0;0.0;0.0;0.0;0.0
2010-07-21;0.0;0.0;0.0;0.0;0.0
2010-07-22;0.0;0.0;0.0;0.0;0.0
2010-07-23;0.0;0.0;0.0;0.0;0.0
2010-07-24;0.0;0.0;0.0;0.0;0.0
2010-07-25;0.0;0.0;0.0;0.0;0.0
2010-07-26;0.0;0.0;0.0;0.0;0.0
2010-07-27;0.0;0.0;0.0;0.0;0.0
2010-07-28;0.0;0.0;0.0;0.0;0.0
2010-07-29;0.0;0.0;0.0;0.0;0.0
2010-07-30;0.0;0.0;0.0;0.0;0.0
2010-07-31;0.0;0.0;0.0;0.0;0.0
2010-08-01;0.0;0.0;0.0;0.0;0.0
2010-08-02;0.0;0.0;0.0;0.0;0.0
2010-08-03;0.0;0.0;0.0;0.0;0.0
2010-08-04;0.0;0.0;0.0;0.0;0.0
2010-08-05;0.0;0.0;0.0;0.0;0.0
2010-08-06;0.0;0.0;0.0;0.0;0.0
2010-08-07;0.0;0.0;0.0;0.0;0.0
2010-08-08;0.0;0.0;0.0;0.0;0.0
2010-08-09;0.0;0.0;0.0;0.0;0.0
2010-08-10;0.0;0.0;0.0;0.0;0.0
2010-08-11;0.0;0.0;0.0;0.0;0.0
2010-08-12;0.0;0.0;0.0;0.0;0.0
2010-08-13;0.0;0.0;0.0;0.0;0.0
2010-08-14;0.0;0.0;0.0;0.0;0.0
2010-08-15;0.0;0.0;0.0;0.0;0.0
2010-08-16;0.0;0.0;0.0;0.0;0.0
2010-08-17;0.0;0.0;0.0;0.0;0.0
2010-08-18;15.0;47.0;24.0;36.0;69.0
2010-08-19;9.0;43.0;25.0;33.0;57.0
2010-08-20;15.0;55.0;20.0;26.0;78.0
2010-08-21;7.0;40.0;16.0;24.0;50.0
2010-08-22;8.0;32.0;15.0;25.0;45.0
2010-08-23;25.0;43.0;13.0;23.0;81.0
2010-08-24;24.0;48.0;12.0;22.0;85.0
2010-08-25;15.0;62.0;14.0;24.0;85.0
2010-08-26;24.0;70.0;18.0;40.0;107.0
2010-08-27;31.0;56.0;12.0;24.0;104.0
2010-08-28;4.0;23.0;21.0;24.0;29.0
2010-08-29;0.0;0.0;12.0;14.0;0.0
2010-08-30;0.0;0.0;11.0;19.0;0.0
2010-08-31;0.0;0.0;17.0;36.0;0.0
2010-09-01;11.0;34.0;17.0;32.0;50.0
2010-09-02;24.0;60.0;16.0;27.0;97.0
2010-09-03;14.0;59.0;14.0;26.0;81.0
2010-09-04;12.0;64.0;17.0;30.0;83.0
2010-09-05;16.0;68.0;19.0;31.0;92.0
2010-09-06;43.0;90.0;19.0;37.0;156.0
2010-09-07;26.0;41.0;9.0;19.0;81.0
2010-09-08;34.0;49.0;10.0;17.0;101.0
2010-09-09;21.0;53.0;12.0;22.0;85.0
2010-09-10;31.0;66.0;13.0;29.0;115.0
2010-09-11;35.0;67.0;15.0;30.0;121.0
2010-09-12;20.0;48.0;14.0;30.0;78.0
2010-09-13;19.0;52.0;13.0;27.0;80.0
2010-09-14;22.0;69.0;12.0;28.0;102.0
2010-09-15;51.0;82.0;16.0;38.0;160.0
2010-09-16;36.0;70.0;18.0;36.0;125.0
2010-09-17;30.0;53.0;11.0;21.0;99.0
2010-09-18;8.0;31.0;9.0;14.0;43.0
2010-09-19;18.0;41.0;11.0;19.0;67.0
2010-09-20;14.0;54.0;14.0;25.0;76.0
2010-09-21;43.0;76.0;17.0;30.0;142.0
2010-09-22;39.0;77.0;17.0;33.0;138.0
2010-09-23;51.0;79.0;23.0;48.0;157.0
2010-09-24;40.0;49.0;9.0;16.0;110.0
2010-09-25;8.0;25.0;5.0;10.0;38.0
2010-09-26;6.0;27.0;6.0;11.0;36.0
2010-09-27;30.0;55.0;11.0;22.0;100.0
2010-09-28;34.0;63.0;12.0;24.0;114.0
2010-09-29;25.0;61.0;11.0;20.0;99.0
2010-09-30;50.0;78.0;16.0;30.0;154.0
2010-10-01;39.0;79.0;16.0;31.0;139.0
2010-10-02;38.0;73.0;15.0;30.0;132.0
2010-10-03;15.0;44.0;10.0;23.0;67.0
2010-10-04;41.0;45.0;8.0;13.0;108.0
2010-10-05;51.0;70.0;12.0;22.0;148.0
2010-10-06;59.0;85.0;15.0;27.0;175.0
2010-10-07;27.0;64.0;17.0;33.0;105.0
2010-10-08;18.0;63.0;19.0;32.0;90.0
2010-10-09;14.0;45.0;13.0;16.0;67.0
2010-10-10;22.0;39.0;8.0;12.0;73.0
2010-10-11;29.0;63.0;12.0;19.0;107.0
2010-10-12;10.0;32.0;7.0;10.0;47.0
2010-10-13;65.0;72.0;15.0;23.0;172.0
2010-10-14;32.0;63.0;14.0;22.0;111.0
2010-10-15;25.0;58.0;12.0;20.0;97.0
2010-10-16;9.0;34.0;9.0;13.0;48.0
2010-10-17;9.0;25.0;7.0;9.0;38.0
2010-10-18;26.0;48.0;9.0;15.0;88.0
2010-10-19;84.0;91.0;17.0;31.0;219.0
2010-10-20;99.0;96.0;19.0;35.0;247.0
2010-10-21;78.0;83.0;18.0;34.0;203.0
2010-10-22;67.0;88.0;20.0;39.0;191.0
2010-10-23;40.0;81.0;20.0;35.0;143.0
2010-10-24;32.0;62.0;15.0;26.0;111.0
2010-10-25;17.0;38.0;7.0;12.0;64.0
2010-10-26;95.0;80.0;16.0;30.0;226.0
2010-10-27;87.0;91.0;16.0;33.0;224.0
2010-10-28;107.0;106.0;22.0;48.0;270.0
2010-10-29;52.0;71.0;19.0;43.0;151.0
2010-10-30;25.0;44.0;6.0;9.0;82.0
2010-10-31;19.0;32.0;7.0;12.0;60.0
2010-11-01;14.0;27.0;7.0;10.0;48.0
2010-11-02;53.0;61.0;13.0;23.0;142.0
2010-11-03;163.0;112.0;26.0;46.0;363.0
2010-11-04;72.0;72.0;14.0;26.0;183.0
2010-11-05;66.0;74.0;17.0;30.0;176.0
2010-11-06;50.0;67.0;18.0;29.0;144.0
2010-11-07;36.0;47.0;13.0;18.0;102.0
2010-11-08;30.0;37.0;7.0;14.0;83.0
2010-11-09;19.0;28.0;7.0;12.0;57.0
2010-11-10;56.0;57.0;13.0;21.0;143.0
2010-11-11;57.0;60.0;15.0;27.0;148.0
2010-11-12;103.0;75.0;23.0;40.0;234.0
2010-11-13;66.0;67.0;18.0;31.0;168.0
2010-11-14;32.0;54.0;13.0;19.0;103.0
2010-11-15;48.0;49.0;11.0;19.0;122.0
2010-11-16;60.0;58.0;12.0;22.0;149.0
2010-11-17;48.0;52.0;10.0;17.0;125.0
2010-11-18;68.0;65.0;13.0;24.0;170.0
2010-11-19;77.0;75.0;17.0;31.0;192.0
2010-11-20;33.0;48.0;9.0;15.0;99.0
2010-11-21;27.0;36.0;8.0;14.0;78.0
2010-11-22;70.0;64.0;12.0;21.0;171.0
2010-11-23;98.0;79.0;15.0;27.0;228.0
2010-11-24;40.0;61.0;12.0;21.0;122.0
2010-11-25;58.0;66.0;12.0;23.0;154.0
2010-11-26;15.0;44.0;7.0;13.0;66.0
2010-11-27;19.0;48.0;8.0;14.0;77.0
2010-11-28;43.0;60.0;11.0;18.0;126.0
2010-11-29;28.0;54.0;11.0;18.0;97.0
2010-11-30;72.0;63.0;14.0;17.0;173.0
2010-12-01;50.0;50.0;10.0;16.0;127.0
2010-12-02;65.0;59.0;11.0;23.0;158.0
2010-12-03;0.0;0.0;0.0;0.0;0.0
2010-12-04;19.0;55.0;10.0;17.0;85.0
2010-12-05;25.0;57.0;11.0;19.0;96.0
2010-12-06;23.0;46.0;11.0;14.0;82.0
2010-12-07;21.0;51.0;10.0;13.0;84.0
2010-12-08;19.0;46.0;11.0;20.0;75.0
2010-12-09;46.0;54.0;13.0;16.0;124.0
2010-12-10;47.0;52.0;12.0;25.0;124.0
2010-12-11;83.0;55.0;17.0;28.0;182.0
2010-12-12;109.0;63.0;22.0;39.0;230.0
2010-12-13;232.0;103.0;37.0;67.0;459.0
2010-12-14;26.0;48.0;12.0;21.0;88.0
2010-12-15;23.0;40.0;5.0;12.0;75.0
2010-12-16;60.0;66.0;11.0;22.0;157.0
2010-12-17;149.0;100.0;20.0;42.0;329.0
2010-12-18;64.0;72.0;16.0;29.0;171.0
2010-12-19;31.0;42.0;9.0;13.0;90.0
2010-12-20;64.0;66.0;13.0;24.0;164.0
2010-12-21;66.0;75.0;12.0;17.0;176.0
2010-12-22;27.0;61.0;9.0;13.0;102.0
2010-12-23;53.0;58.0;10.0;16.0;139.0
2010-12-24;53.0;54.0;10.0;17.0;136.0
2010-12-25;19.0;42.0;8.0;12.0;71.0
2010-12-26;65.0;64.0;14.0;23.0;163.0
2010-12-27;102.0;78.0;18.0;35.0;235.0
2010-12-28;103.0;78.0;19.0;41.0;236.0
2010-12-29;75.0;65.0;16.0;32.0;180.0
2010-12-30;51.0;56.0;15.0;25.0;134.0
2010-12-31;23.0;48.0;12.0;16.0;84.0
2011-01-01;27.0;39.0;10.0;18.0;81.0
2011-01-02;22.0;41.0;9.0;15.0;75.0
2011-01-03;68.0;61.0;13.0;23.0;166.0
2011-01-04;66.0;51.0;12.0;21.0;153.0
2011-01-05;61.0;56.0;14.0;22.0;150.0
2011-01-06;20.0;38.0;9.0;12.0;69.0
2011-01-07;26.0;46.0;18.0;31.0;85.0
2011-01-08;19.0;47.0;10.0;15.0;76.0
2011-01-09;34.0;51.0;9.0;10.0;102.0
2011-01-10;63.0;54.0;12.0;17.0;151.0
2011-01-11;45.0;46.0;9.0;17.0;114.0
2011-01-12;124.0;79.0;18.0;37.0;270.0
2011-01-13;173.0;85.0;26.0;53.0;350.0
2011-01-14;125.0;73.0;21.0;45.0;266.0
2011-01-15;67.0;55.0;14.0;33.0;158.0
2011-01-16;37.0;46.0;14.0;24.0;102.0
2011-01-17;165.0;81.0;35.0;59.0;335.0
2011-01-18;86.0;66.0;16.0;31.0;198.0
2011-01-19;133.0;81.0;26.0;52.0;285.0
2011-01-20;33.0;43.0;10.0;21.0;93.0
2011-01-21;12.0;31.0;5.0;16.0;48.0
2011-01-22;8.0;25.0;5.0;12.0;38.0
2011-01-23;9.0;24.0;7.0;15.0;38.0
2011-01-24;29.0;40.0;9.0;21.0;85.0
2011-01-25;0.0;0.0;12.0;28.0;0.0
2011-01-26;63.0;75.0;12.0;28.0;171.0
2011-01-27;37.0;62.0;11.0;19.0;118.0
2011-01-28;44.0;60.0;9.0;14.0;128.0
2011-01-29;44.0;52.0;9.0;15.0;119.0
2011-01-30;20.0;50.0;11.0;16.0;80.0
2011-01-31;39.0;61.0;10.0;18.0;121.0
2011-02-01;44.0;70.0;11.0;21.0;137.0
2011-02-02;54.0;76.0;12.0;23.0;159.0
2011-02-03;203.0;149.0;25.0;54.0;460.0
2011-02-04;147.0;124.0;22.0;43.0;349.0
2011-02-05;70.0;93.0;15.0;29.0;200.0
2011-02-06;68.0;83.0;13.0;25.0;188.0
2011-02-07;87.0;96.0;14.0;32.0;230.0
2011-02-08;68.0;87.0;16.0;35.0;191.0
2011-02-09;108.0;113.0;23.0;46.0;279.0
2011-02-10;88.0;95.0;22.0;42.0;230.0
2011-02-11;81.0;87.0;23.0;42.0;211.0
2011-02-12;39.0;64.0;19.0;32.0;123.0
2011-02-13;18.0;40.0;10.0;18.0;68.0
2011-02-14;36.0;44.0;8.0;17.0;99.0
2011-02-15;63.0;74.0;11.0;17.0;170.0
2011-02-16;33.0;61.0;8.0;13.0;112.0
2011-02-17;41.0;59.0;9.0;16.0;122.0
2011-02-18;75.0;82.0;15.0;30.0;197.0
2011-02-19;44.0;66.0;11.0;16.0;134.0
2011-02-20;24.0;48.0;8.0;12.0;86.0
2011-02-21;31.0;46.0;9.0;20.0;94.0
2011-02-22;40.0;55.0;9.0;18.0;117.0
2011-02-23;74.0;84.0;15.0;29.0;198.0
2011-02-24;43.0;67.0;12.0;23.0;133.0
2011-02-25;74.0;86.0;16.0;33.0;199.0
2011-02-26;100.0;90.0;18.0;34.0;244.0
2011-02-27;6.0;25.0;5.0;10.0;33.0
2011-02-28;27.0;42.0;7.0;15.0;83.0
2011-03-01;20.0;39.0;7.0;13.0;69.0
2011-03-02;41.0;55.0;11.0;20.0;117.0
2011-03-03;29.0;51.0;14.0;22.0;96.0
2011-03-04;10.0;53.0;10.0;11.0;68.0
2011-03-05;4.0;40.0;7.0;12.0;46.0
2011-03-06;14.0;54.0;8.0;15.0;76.0
2011-03-07;8.0;42.0;11.0;31.0;55.0
2011-03-08;6.0;37.0;13.0;34.0;46.0
2011-03-09;6.0;40.0;14.0;32.0;50.0
2011-03-10;12.0;46.0;18.0;48.0;63.0
2011-03-11;17.0;58.0;15.0;35.0;85.0
2011-03-12;6.0;42.0;9.0;19.0;51.0
2011-03-13;14.0;39.0;9.0;15.0;60.0
2011-03-14;4.0;38.0;7.0;14.0;44.0
2011-03-15;38.0;56.0;8.0;18.0;114.0
2011-03-16;49.0;67.0;10.0;23.0;141.0
2011-03-17;51.0;73.0;12.0;24.0;151.0
2011-03-18;29.0;68.0;10.0;22.0;112.0
2011-03-19;12.0;46.0;9.0;13.0;63.0
2011-03-20;15.0;46.0;7.0;13.0;69.0
2011-03-21;3.0;27.0;9.0;17.0;32.0
2011-03-22;3.0;23.0;8.0;16.0;28.0
2011-03-23;9.0;38.0;7.0;12.0;52.0
2011-03-24;11.0;48.0;8.0;16.0;66.0
2011-03-25;18.0;55.0;14.0;32.0;83.0
2011-03-26;26.0;49.0;19.0;42.0;89.0
2011-03-27;22.0;32.0;6.0;11.0;65.0
2011-03-28;42.0;57.0;10.0;21.0;122.0
2011-03-29;54.0;59.0;10.0;18.0;142.0
2011-03-30;50.0;58.0;12.0;21.0;135.0
2011-03-31;52.0;81.0;15.0;29.0;160.0
2011-04-01;39.0;68.0;13.0;29.0;128.0
2011-04-02;21.0;60.0;17.0;51.0;92.0
2011-04-03;25.0;60.0;24.0;70.0;98.0
2011-04-04;19.0;43.0;14.0;26.0;73.0
2011-04-05;20.0;52.0;15.0;37.0;83.0
2011-04-06;11.0;43.0;15.0;38.0;60.0
2011-04-07;35.0;73.0;19.0;47.0;126.0
2011-04-08;65.0;113.0;23.0;60.0;213.0
2011-04-09;0.0;0.0;27.0;66.0;0.0
2011-04-10;11.0;42.0;19.0;42.0;59.0
2011-04-11;10.0;28.0;7.0;18.0;43.0
2011-04-12;28.0;53.0;15.0;38.0;96.0
2011-04-13;35.0;71.0;13.0;33.0;125.0
2011-04-14;38.0;84.0;14.0;34.0;143.0
2011-04-15;6.0;29.0;9.0;20.0;38.0
2011-04-16;4.0;17.0;12.0;24.0;23.0
2011-04-17;4.0;19.0;10.0;19.0;25.0
2011-04-18;6.0;29.0;10.0;24.0;38.0
2011-04-19;13.0;39.0;12.0;25.0;59.0
2011-04-20;6.0;27.0;10.0;17.0;36.0
2011-04-21;6.0;18.0;9.0;15.0;28.0
2011-04-22;7.0;20.0;4.0;7.0;31.0
2011-04-23;7.0;24.0;5.0;9.0;34.0
2011-04-24;4.0;17.0;5.0;8.0;24.0
2011-04-25;13.0;33.0;6.0;12.0;52.0
2011-04-26;12.0;39.0;9.0;16.0;57.0
2011-04-27;17.0;51.0;14.0;24.0;77.0
2011-04-28;25.0;65.0;15.0;27.0;103.0
2011-04-29;8.0;38.0;12.0;21.0;49.0
2011-04-30;6.0;34.0;7.0;12.0;43.0
2011-05-01;7.0;32.0;7.0;13.0;42.0
2011-05-02;19.0;43.0;8.0;14.0;72.0
2011-05-03;43.0;74.0;11.0;22.0;139.0
2011-05-04;32.0;63.0;10.0;18.0;112.0
2011-05-05;35.0;75.0;11.0;22.0;128.0
2011-05-06;6.0;24.0;12.0;23.0;33.0
2011-05-07;17.0;39.0;9.0;16.0;64.0
2011-05-08;27.0;53.0;8.0;15.0;95.0
2011-05-09;21.0;66.0;11.0;29.0;97.0
2011-05-10;10.0;38.0;12.0;27.0;52.0
2011-05-11;9.0;35.0;11.0;25.0;48.0
2011-05-12;7.0;42.0;11.0;26.0;52.0
2011-05-13;20.0;52.0;11.0;25.0;83.0
2011-05-14;13.0;47.0;12.0;24.0;67.0
2011-05-15;4.0;14.0;5.0;13.0;20.0
2011-05-16;8.0;26.0;7.0;13.0;37.0
2011-05-17;12.0;43.0;11.0;30.0;61.0
2011-05-18;6.0;26.0;9.0;21.0;34.0
2011-05-19;6.0;20.0;6.0;10.0;29.0
2011-05-20;18.0;46.0;9.0;15.0;73.0
2011-05-21;18.0;53.0;11.0;19.0;81.0
2011-05-22;11.0;43.0;10.0;16.0;59.0
2011-05-23;23.0;62.0;12.0;22.0;97.0
2011-05-24;9.0;40.0;9.0;18.0;53.0
2011-05-25;23.0;67.0;11.0;25.0;102.0
2011-05-26;21.0;57.0;13.0;30.0;89.0
2011-05-27;31.0;62.0;12.0;22.0;109.0
2011-05-28;13.0;42.0;8.0;15.0;61.0
2011-05-29;14.0;31.0;12.0;20.0;51.0
2011-05-30;22.0;45.0;13.0;22.0;79.0
2011-05-31;7.0;31.0;7.0;13.0;43.0
2011-06-01;8.0;27.0;6.0;12.0;39.0
2011-06-02;5.0;27.0;8.0;16.0;35.0
2011-06-03;7.0;34.0;9.0;14.0;46.0
2011-06-04;10.0;39.0;8.0;12.0;55.0
2011-06-05;5.0;29.0;8.0;11.0;37.0
2011-06-06;27.0;76.0;11.0;16.0;118.0
2011-06-07;34.0;72.0;11.0;17.0;125.0
2011-06-08;26.0;54.0;10.0;15.0;93.0
2011-06-09;42.0;74.0;15.0;25.0;137.0
2011-06-10;32.0;63.0;12.0;19.0;112.0
2011-06-11;16.0;41.0;9.0;14.0;65.0
2011-06-12;14.0;38.0;9.0;15.0;59.0
2011-06-13;46.0;75.0;11.0;19.0;146.0
2011-06-14;27.0;60.0;11.0;19.0;102.0
2011-06-15;30.0;60.0;14.0;23.0;106.0
2011-06-16;42.0;59.0;13.0;22.0;124.0
2011-06-17;42.0;61.0;12.0;21.0;125.0
2011-06-18;23.0;37.0;8.0;14.0;73.0
2011-06-19;8.0;35.0;9.0;16.0;47.0
2011-06-20;25.0;60.0;15.0;26.0;98.0
2011-06-21;37.0;62.0;16.0;28.0;120.0
2011-06-22;43.0;58.0;14.0;29.0;125.0
2011-06-23;10.0;36.0;10.0;18.0;52.0
2011-06-24;7.0;41.0;14.0;24.0;51.0
2011-06-25;2.0;34.0;14.0;25.0;37.0
2011-06-26;5.0;28.0;19.0;35.0;35.0
2011-06-27;20.0;53.0;19.0;42.0;84.0
2011-06-28;26.0;68.0;21.0;46.0;108.0
2011-06-29;12.0;35.0;14.0;28.0;53.0
2011-06-30;18.0;49.0;12.0;23.0;76.0
2011-07-01;15.0;47.0;13.0;28.0;70.0
