fecha;mag006;mag007;mag008;mag009;mag010;mag012;mag014
2010-09-03;0.3;37.0;73.0;;;129.0;39.0
2010-09-04;0.5;61.0;90.0;;;184.0;39.0
2010-09-05;0.5;57.0;87.0;;;175.0;39.0
2010-09-06;0.4;33.0;61.0;;;111.0;34.0
2010-09-07;0.2;8.0;22.0;;;34.0;50.0
2010-09-08;0.2;8.0;28.0;;;40.0;52.0
2010-09-09;0.4;38.0;64.0;;;122.0;43.0
2010-09-10;0.6;74.0;92.0;;;206.0;27.0
2010-09-11;0.5;56.0;80.0;;;166.0;32.0
2010-09-12;0.5;62.0;76.0;;;171.0;34.0
2010-09-13;0.4;55.0;75.0;;;160.0;38.0
2010-09-14;0.5;63.0;93.0;;;189.0;31.0
2010-09-15;0.5;94.0;98.0;;;242.0;23.0
2010-09-16;0.3;23.0;54.0;;;89.0;37.0
2010-09-17;0.4;29.0;61.0;;;107.0;27.0
2010-09-18;0.3;17.0;45.0;;;70.0;35.0
2010-09-19;0.3;39.0;60.0;;;119.0;31.0
2010-09-20;0.0;37.0;71.0;;;127.0;19.0
2010-09-21;0.4;61.0;71.0;;;165.0;24.0
2010-09-22;0.5;61.0;78.0;;;171.0;25.0
2010-09-23;0.4;42.0;63.0;;;128.0;29.0
2010-09-24;0.2;11.0;31.0;;;47.0;47.0
2010-09-25;0.3;15.0;42.0;;;64.0;48.0
2010-09-26;0.3;30.0;50.0;;;95.0;44.0
2010-09-27;0.4;34.0;64.0;;;116.0;31.0
2010-09-28;0.5;55.0;72.0;;;156.0;26.0
2010-09-29;0.5;61.0;75.0;;;169.0;28.0
2010-09-30;0.5;55.0;81.0;;;166.0;24.0
2010-10-01;0.6;87.0;91.0;;;225.0;26.0
2010-10-02;0.5;70.0;84.0;;;192.0;28.0
2010-10-03;0.3;35.0;54.0;;;108.0;33.0
2010-10-04;0.3;12.0;30.0;;;48.0;39.0
2010-10-05;0.5;67.0;70.0;;;173.0;24.0
2010-10-06;0.6;90.0;88.0;;;226.0;22.0
2010-10-07;0.4;36.0;74.0;;;129.0;29.0
2010-10-08;0.4;53.0;69.0;;;150.0;22.0
2010-10-09;0.3;29.0;58.0;;;103.0;18.0
2010-10-10;0.3;14.0;40.0;;;62.0;35.0
2010-10-11;0.4;53.0;65.0;;;146.0;18.0
2010-10-12;0.3;18.0;49.0;;;77.0;31.0
2010-10-13;0.4;40.0;60.0;;;121.0;26.0
2010-10-14;0.5;57.0;69.0;;;156.0;23.0
2010-10-15;0.5;64.0;84.0;;;182.0;20.0
2010-10-16;0.4;47.0;68.0;;;140.0;23.0
2010-10-17;0.3;18.0;41.0;;;69.0;37.0
2010-10-18;0.6;95.0;83.0;;;229.0;22.0
2010-10-19;0.7;115.0;100.0;;;277.0;11.0
2010-10-20;0.8;141.0;105.0;;;321.0;14.0
2010-10-21;0.8;144.0;109.0;;;330.0;15.0
2010-10-22;0.8;138.0;110.0;;;322.0;12.0
2010-10-23;0.7;102.0;96.0;;;253.0;19.0
2010-10-24;0.5;56.0;69.0;;;155.0;24.0
2010-10-25;0.0;0.0;0.0;;;0.0;0.0
2010-10-26;0.6;106.0;86.0;;;249.0;21.0
2010-10-27;1.0;188.0;119.0;;;408.0;11.0
2010-10-28;1.1;206.0;130.0;;;446.0;8.0
2010-10-29;0.6;110.0;84.0;;;252.0;25.0
2010-10-30;0.3;14.0;35.0;;;56.0;37.0
2010-10-31;0.2;8.0;26.0;;;38.0;48.0
2010-11-01;0.3;18.0;37.0;;;65.0;42.0
2010-11-02;0.7;110.0;84.0;;;254.0;21.0
2010-11-03;0.9;152.0;96.0;;;330.0;11.0
2010-11-04;0.7;147.0;94.0;;;319.0;13.0
2010-11-05;0.8;149.0;94.0;;;322.0;15.0
2010-11-06;0.6;105.0;82.0;;;243.0;17.0
2010-11-07;0.4;25.0;48.0;;;87.0;28.0
2010-11-08;0.3;12.0;34.0;;;53.0;43.0
2010-11-09;0.2;7.0;25.0;;;36.0;56.0
2010-11-10;0.3;17.0;40.0;;;67.0;40.0
2010-11-11;0.4;58.0;67.0;;;156.0;26.0
2010-11-12;0.8;158.0;97.0;;;339.0;11.0
2010-11-13;0.6;87.0;74.0;;;208.0;17.0
2010-11-14;0.4;28.0;60.0;;;102.0;18.0
2010-11-15;0.3;15.0;41.0;;;65.0;43.0
2010-11-16;0.6;120.0;84.0;;;268.0;23.0
2010-11-17;0.3;25.0;50.0;;;88.0;30.0
2010-11-18;0.5;57.0;64.0;;;152.0;33.0
2010-11-19;0.5;93.0;79.0;;;221.0;15.0
2010-11-20;0.3;15.0;45.0;;;68.0;39.0
2010-11-21;0.3;9.0;29.0;;;42.0;49.0
2010-11-22;0.4;25.0;50.0;;;87.0;38.0
2010-11-23;0.6;133.0;96.0;;;301.0;18.0
2010-11-24;0.7;129.0;96.0;;;295.0;13.0
2010-11-25;0.7;114.0;93.0;;;268.0;13.0
2010-11-26;0.6;90.0;95.0;;;233.0;20.0
2010-11-27;0.6;60.0;85.0;;;177.0;13.0
2010-11-28;0.6;101.0;85.0;;;239.0;21.0
2010-11-29;0.7;103.0;95.0;;;253.0;10.0
2010-11-30;0.5;59.0;71.0;;;161.0;14.0
2010-12-01;0.4;23.0;47.0;;;83.0;29.0
2010-12-02;0.4;42.0;59.0;;;124.0;26.0
2010-12-03;0.4;39.0;55.0;;;114.0;35.0
2010-12-04;0.6;72.0;83.0;;;193.0;15.0
2010-12-05;0.6;0.0;0.0;;;0.0;13.0
2010-12-06;0.4;0.0;0.0;;;0.0;22.0
2010-12-07;0.3;0.0;0.0;;;0.0;21.0
2010-12-08;0.3;29.0;50.0;;;94.0;31.0
2010-12-09;0.7;108.0;84.0;;;249.0;12.0
2010-12-10;0.7;109.0;84.0;;;251.0;11.0
2010-12-11;0.7;111.0;65.0;;;235.0;9.0
2010-12-12;0.9;155.0;73.0;;;311.0;8.0
2010-12-13;1.0;192.0;92.0;;;386.0;8.0
2010-12-14;0.7;109.0;81.0;;;248.0;11.0
2010-12-15;0.4;47.0;64.0;;;136.0;26.0
2010-12-16;0.6;101.0;84.0;;;238.0;16.0
2010-12-17;0.8;182.0;109.0;;;387.0;10.0
2010-12-18;0.8;142.0;99.0;;;316.0;11.0
2010-12-19;0.4;37.0;54.0;;;111.0;19.0
2010-12-20;0.5;57.0;65.0;;;153.0;21.0
2010-12-21;0.5;79.0;77.0;;;198.0;18.0
2010-12-22;0.4;47.0;73.0;;;145.0;23.0
2010-12-23;0.4;35.0;55.0;;;109.0;28.0
2010-12-24;0.4;28.0;47.0;;;89.0;33.0
2010-12-25;0.6;55.0;65.0;;;150.0;21.0
2010-12-26;0.6;81.0;78.0;;;201.0;14.0
2010-12-27;0.8;174.0;105.0;;;372.0;10.0
2010-12-28;0.9;188.0;114.0;;;403.0;9.0
2010-12-29;1.0;175.0;110.0;;;378.0;9.0
2010-12-30;0.8;145.0;94.0;;;317.0;9.0
2010-12-31;0.5;66.0;73.0;;;174.0;13.0
2011-01-01;0.5;36.0;55.0;;;111.0;19.0
2011-01-02;0.6;81.0;69.0;;;193.0;14.0
2011-01-03;0.6;100.0;70.0;;;223.0;11.0
2011-01-04;0.4;28.0;47.0;;;90.0;17.0
2011-01-05;0.4;62.0;61.0;;;157.0;12.0
2011-01-06;0.3;27.0;47.0;;;89.0;21.0
2011-01-07;0.3;32.0;53.0;;;102.0;25.0
2011-01-08;0.3;33.0;60.0;;;110.0;25.0
2011-01-09;0.4;32.0;57.0;;;106.0;31.0
2011-01-10;0.4;37.0;51.0;;;108.0;24.0
2011-01-11;0.3;19.0;45.0;;;75.0;33.0
2011-01-12;0.9;176.0;103.0;;;372.0;7.0
2011-01-13;1.0;218.0;103.0;;;438.0;5.0
2011-01-14;1.0;205.0;103.0;;;417.0;6.0
2011-01-15;0.9;153.0;89.0;;;324.0;8.0
2011-01-16;0.8;119.0;79.0;;;262.0;11.0
2011-01-17;0.7;124.0;86.0;;;276.0;4.0
2011-01-18;1.0;194.0;113.0;;;411.0;5.0
2011-01-19;0.9;167.0;96.0;;;352.0;5.0
2011-01-20;0.7;123.0;89.0;;;278.0;10.0
2011-01-21;0.4;41.0;71.0;;;135.0;32.0
2011-01-22;0.4;41.0;69.0;;;132.0;31.0
2011-01-23;0.5;42.0;61.0;;;126.0;31.0
2011-01-24;0.7;123.0;99.0;;;287.0;19.0
2011-01-25;0.8;124.0;103.0;;;293.0;12.0
2011-01-26;0.9;134.0;104.0;;;309.0;11.0
2011-01-27;0.6;72.0;83.0;;;194.0;11.0
2011-01-28;0.3;27.0;55.0;;;96.0;28.0
2011-01-29;0.3;21.0;46.0;;;79.0;31.0
2011-01-30;0.4;40.0;66.0;;;128.0;18.0
2011-01-31;0.6;73.0;83.0;;;195.0;18.0
2011-02-01;0.6;82.0;86.0;;;211.0;17.0
2011-02-02;0.9;192.0;128.0;;;423.0;10.0
2011-02-03;0.8;165.0;118.0;;;372.0;7.0
2011-02-04;0.8;166.0;110.0;;;365.0;9.0
2011-02-05;0.7;122.0;98.0;;;285.0;11.0
2011-02-06;0.7;135.0;100.0;;;307.0;11.0
2011-02-07;0.9;177.0;118.0;;;389.0;10.0
2011-02-08;0.9;189.0;121.0;;;410.0;11.0
2011-02-09;0.8;150.0;111.0;;;340.0;12.0
2011-02-10;0.8;154.0;111.0;;;347.0;12.0
2011-02-11;0.8;171.0;111.0;;;373.0;16.0
2011-02-12;0.5;68.0;65.0;;;169.0;23.0
2011-02-13;0.3;37.0;50.0;;;108.0;32.0
2011-02-14;0.3;20.0;33.0;;;64.0;47.0
2011-02-15;0.3;27.0;50.0;;;91.0;29.0
2011-02-16;0.3;26.0;43.0;;;84.0;40.0
2011-02-17;0.3;16.0;34.0;;;58.0;58.0
2011-02-18;0.4;48.0;57.0;;;131.0;34.0
2011-02-19;0.3;33.0;55.0;;;106.0;18.0
2011-02-20;0.3;16.0;34.0;;;59.0;36.0
2011-02-21;0.3;19.0;32.0;;;61.0;52.0
2011-02-22;0.3;12.0;26.0;;;44.0;53.0
2011-02-23;0.6;108.0;83.0;;;249.0;24.0
2011-02-24;0.6;117.0;79.0;;;259.0;14.0
2011-02-25;0.6;112.0;75.0;;;246.0;14.0
2011-02-26;0.5;80.0;67.0;;;190.0;21.0
2011-02-27;0.3;21.0;38.0;;;70.0;47.0
2011-02-28;0.3;21.0;39.0;;;72.0;49.0
2011-03-01;0.4;30.0;44.0;;;90.0;47.0
2011-03-02;0.4;32.0;51.0;;;100.0;37.0
2011-03-03;0.5;54.0;66.0;;;148.0;26.0
2011-03-04;0.4;44.0;64.0;;;132.0;32.0
2011-03-05;0.5;61.0;65.0;;;158.0;41.0
2011-03-06;0.5;50.0;62.0;;;139.0;31.0
2011-03-07;0.5;48.0;62.0;;;136.0;34.0
2011-03-08;0.3;23.0;49.0;;;84.0;55.0
2011-03-09;0.3;31.0;50.0;;;97.0;41.0
2011-03-10;0.4;66.0;62.0;;;163.0;24.0
2011-03-11;0.5;66.0;73.0;;;175.0;16.0
2011-03-12;0.3;22.0;47.0;;;81.0;35.0
2011-03-13;0.3;17.0;33.0;;;59.0;43.0
2011-03-14;0.3;28.0;52.0;;;95.0;36.0
2011-03-15;0.3;12.0;28.0;;;47.0;47.0
2011-03-16;0.3;14.0;35.0;;;57.0;46.0
2011-03-17;0.5;48.0;65.0;;;139.0;37.0
2011-03-18;0.5;65.0;84.0;;;185.0;29.0
2011-03-19;0.4;47.0;77.0;;;149.0;32.0
2011-03-20;0.5;89.0;87.0;;;224.0;32.0
2011-03-21;0.3;31.0;61.0;;;109.0;55.0
2011-03-22;0.3;17.0;47.0;;;72.0;70.0
2011-03-23;0.4;36.0;71.0;;;126.0;44.0
2011-03-24;0.4;40.0;75.0;;;136.0;40.0
2011-03-25;0.5;44.0;81.0;;;148.0;36.0
2011-03-26;0.3;24.0;50.0;;;87.0;36.0
2011-03-27;0.2;6.0;22.0;;;32.0;69.0
2011-03-28;0.3;11.0;38.0;;;54.0;65.0
2011-03-29;0.3;12.0;34.0;;;53.0;64.0
2011-03-30;0.3;13.0;38.0;;;57.0;61.0
2011-03-31;0.5;71.0;76.0;;;184.0;29.0
2011-04-01;0.6;99.0;90.0;;;241.0;28.0
2011-04-02;0.5;69.0;82.0;;;188.0;27.0
2011-04-03;0.4;45.0;64.0;;;133.0;22.0
2011-04-04;0.4;49.0;67.0;;;143.0;35.0
2011-04-05;0.4;61.0;73.0;;;166.0;26.0
2011-04-06;0.4;56.0;76.0;;;163.0;27.0
2011-04-07;0.6;103.0;96.0;;;254.0;22.0
2011-04-08;0.6;102.0;104.0;;;260.0;23.0
2011-04-09;0.4;34.0;63.0;;;116.0;36.0
2011-04-10;0.3;20.0;53.0;;;83.0;50.0
2011-04-11;0.3;24.0;56.0;;;93.0;51.0
2011-04-12;0.3;35.0;59.0;;;113.0;54.0
2011-04-13;0.5;72.0;86.0;;;196.0;30.0
2011-04-14;0.4;56.0;78.0;;;164.0;34.0
2011-04-15;0.4;26.0;69.0;;;109.0;57.0
2011-04-16;0.3;12.0;42.0;;;60.0;67.0
2011-04-17;0.3;10.0;39.0;;;53.0;76.0
2011-04-18;0.3;21.0;58.0;;;90.0;64.0
2011-04-19;0.3;13.0;40.0;;;59.0;63.0
2011-04-20;0.2;15.0;42.0;;;65.0;46.0
2011-04-21;0.3;9.0;38.0;;;52.0;57.0
2011-04-22;0.2;9.0;31.0;;;45.0;61.0
2011-04-23;0.3;14.0;49.0;;;71.0;44.0
2011-04-24;0.3;12.0;39.0;;;57.0;58.0
2011-04-25;0.3;20.0;53.0;;;84.0;53.0
