fecha;mag007;mag008;mag010;mag012;mag020;mag030;mag035;mag042;mag043;mag044
2012-04-15;2.0;15.0;10.0;19.0;0.3;0.2;0.9;1.25;1.23;0.02
2012-04-16;5.0;21.0;12.0;28.0;0.3;0.2;0.9;1.26;1.23;0.02
2012-04-17;24.0;37.0;19.0;75.0;1.4;0.3;0.7;1.35;1.3;0.05
2012-04-18;3.0;17.0;12.0;21.0;1.1;0.3;0.8;1.23;1.21;0.02
2012-04-19;4.0;17.0;11.0;22.0;0.8;0.2;0.7;1.23;1.21;0.02
2012-04-20;6.0;22.0;13.0;31.0;1.2;0.3;0.5;1.24;1.22;0.03
2012-04-21;5.0;21.0;12.0;29.0;1.2;0.2;0.4;1.24;1.22;0.02
2012-04-22;4.0;14.0;9.0;20.0;0.7;0.2;0.6;1.29;1.27;0.02
2012-04-23;8.0;21.0;15.0;33.0;1.0;0.3;0.5;1.26;1.23;0.03
2012-04-24;3.0;13.0;12.0;18.0;0.5;0.2;0.8;1.24;1.22;0.02
2012-04-25;8.0;30.0;21.0;43.0;1.3;0.3;0.2;1.29;1.26;0.03
2012-04-26;6.0;30.0;12.0;38.0;1.2;0.3;0.5;1.24;1.22;0.02
2012-04-27;11.0;36.0;14.0;54.0;1.5;0.3;0.3;1.38;1.35;0.03
2012-04-28;3.0;24.0;7.0;29.0;0.9;0.2;0.4;1.24;1.22;0.02
2012-04-29;2.0;21.0;9.0;25.0;0.6;0.2;0.6;1.3;1.28;0.02
2012-04-30;6.0;32.0;10.0;41.0;1.0;0.3;0.4;1.3;1.28;0.02
2012-05-01;8.0;34.0;13.0;47.0;1.1;0.3;0.4;1.53;1.49;0.03
2012-05-02;11.0;38.0;13.0;54.0;1.0;0.4;0.8;1.34;1.31;0.04
2012-05-03;34.0;53.0;22.0;106.0;2.1;0.5;0.4;1.45;1.39;0.07
2012-05-04;6.0;35.0;11.0;44.0;1.3;0.3;0.3;1.38;1.36;0.02
2012-05-05;3.0;21.0;10.0;25.0;0.8;0.2;0.4;1.25;1.24;0.02
2012-05-06;6.0;26.0;10.0;35.0;0.9;0.3;0.5;1.31;1.29;0.03
2012-05-07;18.0;39.0;18.0;67.0;1.4;0.3;0.3;1.38;1.34;0.04
2012-05-08;9.0;31.0;15.0;44.0;1.5;0.2;0.3;1.32;1.3;0.02
2012-05-09;27.0;45.0;20.0;86.0;2.2;0.4;0.4;1.36;1.3;0.06
2012-05-10;18.0;49.0;24.0;76.0;1.7;0.3;0.4;1.34;1.3;0.04
2012-05-11;15.0;50.0;29.0;73.0;1.8;0.3;0.3;1.34;1.3;0.04
2012-05-12;14.0;48.0;34.0;69.0;2.2;0.3;0.4;1.35;1.31;0.04
2012-05-13;9.0;30.0;25.0;44.0;1.0;0.2;0.4;1.3;1.28;0.03
2012-05-14;10.0;26.0;21.0;41.0;1.0;0.2;0.3;1.3;1.27;0.03
2012-05-15;2.0;19.0;16.0;22.0;0.5;0.2;0.2;1.24;1.23;0.01
2012-05-16;9.0;36.0;24.0;49.0;1.1;0.3;0.4;1.29;1.26;0.03
2012-05-17;9.0;40.0;45.0;54.0;2.2;0.3;0.4;1.33;1.29;0.04
2012-05-18;12.0;31.0;40.0;50.0;1.9;0.3;0.3;1.3;1.26;0.05
2012-05-19;3.0;14.0;16.0;18.0;0.9;0.2;0.3;1.23;1.22;0.02
2012-05-20;2.0;16.0;9.0;19.0;0.6;0.2;0.6;1.24;1.23;0.02
2012-05-21;4.0;21.0;10.0;28.0;0.8;0.2;0.6;1.25;1.23;0.02
2012-05-22;13.0;32.0;15.0;51.0;1.6;0.2;0.4;1.28;1.25;0.03
2012-05-23;10.0;34.0;11.0;50.0;0.9;0.2;0.3;1.29;1.27;0.02
2012-05-24;12.0;50.0;19.0;69.0;1.8;0.3;0.3;1.33;1.27;0.06
2012-05-25;15.0;49.0;28.0;72.0;4.6;0.4;0.5;1.37;1.29;0.09
2012-05-26;3.0;16.0;17.0;20.0;2.3;0.2;0.3;1.26;1.21;0.04
2012-05-27;4.0;28.0;15.0;34.0;1.7;0.2;0.5;1.32;1.27;0.05
2012-05-28;7.0;31.0;20.0;42.0;1.5;0.2;0.3;1.31;1.26;0.05
2012-05-29;6.0;31.0;19.0;41.0;1.7;0.2;0.6;1.27;1.23;0.04
2012-05-30;13.0;53.0;30.0;72.0;3.4;0.3;0.6;1.39;1.3;0.09
2012-05-31;10.0;45.0;30.0;60.0;1.9;0.2;0.8;1.37;1.31;0.06
2012-06-01;8.0;44.0;36.0;56.0;1.8;0.3;0.8;1.34;1.27;0.07
2012-06-02;4.0;30.0;56.0;37.0;1.7;0.2;0.7;1.32;1.27;0.05
2012-06-03;1.0;12.0;17.0;14.0;0.7;0.2;1.0;1.23;1.22;0.02
2012-06-04;8.0;38.0;21.0;50.0;1.8;0.2;0.4;1.33;1.28;0.05
2012-06-05;6.0;29.0;28.0;37.0;1.2;0.2;0.4;1.27;1.24;0.03
2012-06-06;10.0;23.0;27.0;38.0;2.4;0.2;0.3;1.27;1.24;0.04
2012-06-07;4.0;16.0;27.0;23.0;1.3;0.2;0.2;1.23;1.21;0.02
2012-06-08;5.0;23.0;16.0;31.0;1.3;0.2;0.4;1.25;1.22;0.03
2012-06-09;8.0;32.0;23.0;45.0;1.4;0.2;0.4;1.33;1.29;0.04
2012-06-10;2.0;8.0;13.0;10.0;0.7;0.2;0.8;1.22;1.21;0.01
2012-06-11;3.0;9.0;14.0;13.0;0.7;0.2;0.8;1.29;1.21;0.08
2012-06-12;3.0;11.0;11.0;15.0;0.7;0.2;0.9;1.33;1.22;0.11
2012-06-13;7.0;37.0;19.0;48.0;1.7;0.2;0.4;1.43;1.28;0.15
2012-06-14;10.0;35.0;35.0;50.0;1.7;0.3;0.3;1.42;1.27;0.15
2012-06-15;10.0;30.0;22.0;45.0;2.0;0.3;0.3;1.52;1.37;0.16
2012-06-16;13.0;29.0;29.0;50.0;2.4;0.4;0.5;1.45;1.28;0.17
2012-06-17;5.0;18.0;16.0;26.0;1.5;0.2;0.5;1.37;1.23;0.14
2012-06-18;15.0;34.0;33.0;56.0;2.4;0.3;0.4;1.43;1.27;0.16
2012-06-19;7.0;31.0;41.0;43.0;1.7;0.2;0.3;1.31;1.18;0.13
2012-06-20;14.0;38.0;19.0;60.0;2.4;0.2;0.3;1.37;1.22;0.15
2012-06-21;4.0;18.0;19.0;24.0;1.4;0.2;0.3;1.29;1.17;0.12
2012-06-22;7.0;40.0;19.0;51.0;1.6;0.2;0.3;1.36;1.21;0.14
2012-06-23;7.0;38.0;30.0;48.0;1.5;0.3;0.3;1.39;1.24;0.15
2012-06-24;6.0;41.0;30.0;51.0;1.3;0.3;0.5;1.41;1.25;0.16
2012-06-25;4.0;33.0;31.0;39.0;1.2;0.2;0.5;1.34;1.21;0.13
2012-06-26;11.0;47.0;43.0;64.0;2.2;0.4;0.5;1.37;1.21;0.16
2012-06-27;20.0;61.0;93.0;91.0;3.7;0.4;0.5;1.44;1.26;0.18
2012-06-28;5.0;32.0;159.0;39.0;1.9;0.3;0.4;1.31;1.17;0.14
2012-06-29;7.0;23.0;129.0;34.0;1.4;0.2;0.6;1.36;1.23;0.13
2012-06-30;2.0;15.0;21.0;18.0;1.0;0.2;0.7;1.31;1.19;0.12
2012-07-01;2.0;13.0;12.0;16.0;0.4;0.2;1.0;1.3;1.19;0.11
2012-07-02;8.0;31.0;15.0;42.0;1.1;0.2;0.8;1.34;1.21;0.13
2012-07-03;15.0;49.0;30.0;72.0;2.0;0.3;0.6;1.46;1.29;0.17
2012-07-04;18.0;41.0;34.0;69.0;2.9;0.3;0.7;1.48;1.3;0.18
2012-07-05;6.0;21.0;21.0;31.0;1.3;0.3;0.7;1.35;1.21;0.13
2012-07-06;6.0;25.0;16.0;35.0;1.2;0.2;0.7;1.33;1.21;0.12
2012-07-07;8.0;26.0;23.0;38.0;2.0;0.2;0.8;1.41;1.27;0.14
2012-07-08;4.0;20.0;14.0;26.0;0.8;0.2;0.9;1.35;1.22;0.12
2012-07-09;14.0;41.0;21.0;62.0;1.9;0.3;0.6;1.46;1.29;0.17
2012-07-10;10.0;32.0;26.0;46.0;2.0;0.3;0.6;1.46;1.3;0.16
2012-07-11;14.0;36.0;32.0;57.0;2.0;0.2;0.7;1.46;1.3;0.16
2012-07-12;7.0;37.0;16.0;48.0;1.5;0.2;0.5;1.4;1.26;0.14
2012-07-13;18.0;43.0;34.0;71.0;4.5;0.3;0.6;1.53;1.33;0.2
2012-07-14;2.0;14.0;16.0;17.0;0.7;0.2;0.7;1.31;1.2;0.12
2012-07-15;2.0;16.0;22.0;19.0;0.6;0.2;0.8;1.33;1.21;0.12
2012-07-16;4.0;24.0;27.0;30.0;1.1;0.3;0.7;1.32;1.2;0.12
2012-07-17;10.0;36.0;21.0;52.0;1.5;0.3;0.5;1.34;1.21;0.14
2012-07-18;11.0;43.0;28.0;60.0;2.5;0.3;0.3;1.42;1.26;0.16
2012-07-19;15.0;51.0;38.0;74.0;2.3;0.3;0.6;1.46;1.28;0.18
2012-07-20;17.0;43.0;44.0;68.0;3.0;0.3;0.7;1.42;1.24;0.18
2012-07-21;2.0;14.0;17.0;17.0;0.6;0.2;1.0;1.3;1.19;0.11
2012-07-22;2.0;14.0;11.0;17.0;0.8;0.2;0.8;1.31;1.19;0.12
2012-07-23;9.0;33.0;17.0;47.0;1.3;0.3;0.7;1.36;1.22;0.14
2012-07-24;3.0;26.0;45.0;31.0;1.3;0.2;0.6;1.34;1.21;0.13
2012-07-25;4.0;28.0;52.0;34.0;2.3;0.3;0.7;1.36;1.22;0.14
2012-07-26;5.0;27.0;52.0;34.0;2.8;0.3;0.5;1.32;1.19;0.13
2012-07-27;5.0;29.0;30.0;36.0;2.1;0.3;0.5;1.31;1.2;0.11
2012-07-28;3.0;24.0;23.0;28.0;1.8;0.3;0.6;1.32;1.21;0.12
2012-07-29;3.0;34.0;23.0;39.0;2.7;0.5;0.7;1.38;1.25;0.13
2012-07-30;11.0;48.0;26.0;65.0;3.8;0.6;0.7;1.46;1.3;0.16
2012-07-31;14.0;46.0;22.0;67.0;6.7;0.6;1.9;1.48;1.28;0.2
2012-08-01;22.0;47.0;29.0;81.0;6.2;0.7;1.5;1.49;1.3;0.19
2012-08-02;11.0;46.0;24.0;62.0;5.8;0.5;0.8;1.45;1.26;0.19
2012-08-03;7.0;34.0;24.0;44.0;3.0;0.3;0.5;1.38;1.25;0.14
2012-08-04;8.0;36.0;21.0;49.0;4.6;0.7;0.8;1.41;1.26;0.15
2012-08-05;6.0;26.0;20.0;35.0;3.5;0.4;1.0;1.45;1.3;0.15
2012-08-06;8.0;30.0;16.0;43.0;3.5;0.5;0.7;1.39;1.26;0.13
2012-08-07;10.0;36.0;32.0;51.0;3.3;0.4;0.6;1.41;1.28;0.13
2012-08-08;9.0;30.0;32.0;45.0;5.8;0.7;0.9;1.38;1.26;0.13
2012-08-09;15.0;56.0;60.0;78.0;6.0;0.9;0.8;1.48;1.32;0.17
2012-08-10;20.0;53.0;89.0;85.0;7.1;1.1;1.1;1.47;1.28;0.19
2012-08-11;20.0;36.0;64.0;66.0;5.8;0.9;0.9;1.5;1.33;0.17
2012-08-12;3.0;19.0;26.0;23.0;3.4;0.7;0.5;1.45;1.31;0.14
2012-08-13;11.0;37.0;27.0;53.0;4.8;0.8;0.9;1.43;1.28;0.15
2012-08-14;11.0;29.0;21.0;45.0;4.3;0.6;0.7;1.45;1.31;0.15
2012-08-15;1.0;7.0;22.0;8.0;2.0;0.2;0.3;1.29;1.2;0.09
2012-08-16;6.0;27.0;14.0;36.0;3.7;0.5;0.5;1.44;1.31;0.13
2012-08-17;16.0;46.0;35.0;71.0;5.9;0.8;0.9;1.46;1.3;0.15
2012-08-18;8.0;37.0;83.0;49.0;5.2;0.8;0.8;1.45;1.3;0.15
2012-08-19;4.0;22.0;76.0;28.0;2.9;0.6;0.4;1.41;1.28;0.12
2012-08-20;15.0;43.0;88.0;66.0;5.9;0.8;0.9;1.46;1.29;0.16
2012-08-21;20.0;47.0;100.0;78.0;9.0;1.0;1.1;1.48;1.3;0.17
2012-08-22;21.0;43.0;93.0;75.0;8.2;0.9;1.4;1.46;1.29;0.17
2012-08-23;20.0;41.0;43.0;71.0;2.5;1.4;2.2;1.57;1.4;0.17
2012-08-24;12.0;31.0;34.0;50.0;0.8;0.2;0.3;1.51;1.37;0.14
2012-08-25;3.0;15.0;15.0;19.0;0.4;0.2;0.7;1.36;1.26;0.1
2012-08-26;7.0;29.0;22.0;40.0;0.6;0.2;0.8;1.4;1.27;0.12
2012-08-27;17.0;45.0;32.0;71.0;0.8;0.2;0.5;1.47;1.33;0.14
2012-08-28;18.0;48.0;28.0;75.0;1.0;0.2;0.3;1.54;1.37;0.16
2012-08-29;23.0;43.0;36.0;78.0;1.0;0.2;0.3;1.71;1.55;0.17
2012-08-30;5.0;22.0;29.0;29.0;0.4;0.2;0.8;1.36;1.26;0.11
2012-08-31;3.0;13.0;14.0;18.0;0.6;0.2;0.9;1.33;1.24;0.09
2012-09-01;2.0;13.0;13.0;16.0;0.4;0.2;1.0;1.34;1.24;0.1
2012-09-02;2.0;16.0;11.0;19.0;0.4;0.2;1.0;1.34;1.24;0.11
2012-09-03;4.0;17.0;17.0;22.0;0.4;0.2;0.9;1.34;1.24;0.1
2012-09-04;3.0;18.0;11.0;24.0;0.7;0.2;0.7;1.35;1.24;0.1
2012-09-05;8.0;33.0;16.0;46.0;1.6;0.4;0.7;1.39;1.26;0.13
2012-09-06;16.0;48.0;23.0;72.0;2.1;0.4;0.6;1.45;1.3;0.15
2012-09-07;19.0;58.0;25.0;88.0;3.0;0.5;0.5;1.51;1.34;0.17
2012-09-08;6.0;36.0;18.0;46.0;1.7;0.3;0.4;1.45;1.31;0.14
2012-09-09;6.0;40.0;16.0;49.0;1.7;0.3;0.5;1.43;1.29;0.15
2012-09-10;21.0;55.0;25.0;87.0;2.3;0.4;0.4;1.57;1.4;0.17
2012-09-11;17.0;63.0;23.0;89.0;3.9;0.5;0.6;1.54;1.35;0.19
2012-09-12;18.0;52.0;21.0;80.0;3.5;0.4;0.6;1.48;1.31;0.17
2012-09-13;5.0;19.0;8.0;26.0;0.5;0.2;0.8;1.34;1.24;0.1
2012-09-14;16.0;41.0;13.0;66.0;1.8;0.4;0.5;1.42;1.27;0.14
2012-09-15;25.0;55.0;17.0;93.0;2.7;0.6;0.5;1.51;1.31;0.2
2012-09-16;20.0;59.0;23.0;90.0;2.5;0.5;0.5;1.54;1.34;0.2
2012-09-17;34.0;68.0;31.0;120.0;4.6;0.7;0.7;1.66;1.43;0.23
2012-09-18;37.0;62.0;21.0;118.0;3.3;0.5;0.6;1.73;1.51;0.21
2012-09-19;5.0;27.0;23.0;34.0;1.0;0.2;0.3;1.41;1.29;0.12
2012-09-20;7.0;29.0;35.0;40.0;1.3;0.2;0.4;1.39;1.28;0.12
2012-09-21;9.0;35.0;38.0;49.0;2.2;0.4;0.6;1.43;1.29;0.14
2012-09-22;26.0;53.0;38.0;93.0;3.9;0.6;0.7;1.62;1.42;0.2
2012-09-23;9.0;29.0;29.0;42.0;1.1;0.2;1.0;0.07;0.05;0.31
2012-09-24;4.0;17.0;11.0;22.0;1.2;0.2;0.3;1.35;1.24;0.11
2012-09-25;5.0;21.0;16.0;29.0;1.3;0.2;0.4;1.36;1.24;0.12
2012-09-26;7.0;26.0;14.0;37.0;1.3;0.3;0.6;1.38;1.26;0.12
2012-09-27;15.0;43.0;19.0;66.0;1.8;0.2;0.3;1.44;1.29;0.16
2012-09-28;16.0;34.0;13.0;59.0;1.4;0.3;0.3;1.39;1.27;0.12
2012-09-29;3.0;17.0;9.0;22.0;0.5;0.2;0.7;1.37;1.26;0.11
2012-09-30;8.0;34.0;12.0;45.0;1.1;0.3;0.5;1.41;1.28;0.13
2012-10-01;37.0;63.0;23.0;120.0;4.8;0.6;0.6;1.54;1.35;0.19
2012-10-02;38.0;63.0;25.0;121.0;5.3;0.8;0.9;1.58;1.37;0.21
2012-10-03;38.0;62.0;24.0;121.0;5.2;0.8;0.8;1.59;1.39;0.2
2012-10-04;38.0;68.0;25.0;126.0;4.7;0.8;0.7;1.6;1.39;0.21
2012-10-05;37.0;70.0;30.0;127.0;4.2;0.7;0.7;1.57;1.37;0.2
2012-10-06;18.0;51.0;29.0;79.0;3.8;0.5;0.7;1.53;1.35;0.18
2012-10-07;31.0;53.0;31.0;100.0;5.5;0.7;0.9;1.61;1.39;0.22
2012-10-08;48.0;67.0;32.0;141.0;4.4;0.7;0.8;1.67;1.45;0.22
2012-10-09;50.0;62.0;32.0;139.0;5.8;0.7;1.0;1.68;1.45;0.24
2012-10-10;32.0;42.0;22.0;91.0;4.1;0.3;0.7;1.63;1.44;0.19
2012-10-11;6.0;24.0;14.0;33.0;1.6;0.2;0.6;1.38;1.26;0.12
2012-10-12;12.0;31.0;15.0;50.0;1.9;0.2;0.7;1.44;1.31;0.13
2012-10-13;7.0;26.0;10.0;37.0;1.5;0.3;0.8;1.41;1.28;0.14
2012-10-14;11.0;32.0;18.0;48.0;1.3;0.2;0.7;1.55;1.38;0.17
2012-10-15;18.0;39.0;12.0;67.0;1.4;0.3;0.6;1.45;1.3;0.15
2012-10-16;42.0;54.0;20.0;119.0;3.7;0.7;0.6;1.56;1.36;0.2
2012-10-17;66.0;66.0;27.0;168.0;4.6;0.9;0.9;1.75;1.49;0.26
2012-10-18;28.0;53.0;36.0;96.0;3.5;0.8;0.9;1.57;1.38;0.19
2012-10-19;8.0;39.0;14.0;51.0;2.1;0.4;0.4;1.46;1.32;0.14
2012-10-20;7.0;33.0;12.0;44.0;1.4;0.3;0.5;1.44;1.31;0.13
2012-10-21;16.0;40.0;16.0;65.0;1.9;0.6;0.5;1.54;1.36;0.18
2012-10-22;52.0;55.0;22.0;135.0;4.5;1.0;0.8;1.67;1.46;0.21
2012-10-23;58.0;59.0;24.0;149.0;4.0;0.9;0.7;1.64;1.44;0.2
2012-10-24;38.0;53.0;22.0;110.0;3.8;0.7;0.7;1.59;1.41;0.18
2012-10-25;19.0;36.0;13.0;65.0;2.0;0.3;0.4;1.43;1.28;0.15
2012-10-26;13.0;41.0;10.0;61.0;2.5;0.4;0.5;1.49;1.34;0.15
2012-10-27;16.0;30.0;12.0;54.0;1.4;0.4;0.7;1.5;1.35;0.15
2012-10-28;5.0;22.0;8.0;29.0;0.4;0.2;1.0;1.41;1.28;0.13
2012-10-29;51.0;57.0;17.0;134.0;2.9;0.7;1.0;1.62;1.42;0.2
2012-10-30;27.0;48.0;14.0;90.0;2.8;0.4;1.7;1.52;1.36;0.16
2012-10-31;32.0;45.0;14.0;93.0;2.5;0.7;0.6;1.5;1.33;0.16
2012-11-01;8.0;26.0;16.0;37.0;1.8;0.4;0.4;1.44;1.3;0.14
2012-11-02;10.0;32.0;11.0;47.0;1.7;0.4;0.6;1.48;1.35;0.13
2012-11-03;9.0;40.0;15.0;55.0;1.9;0.5;0.4;1.64;1.49;0.16
2012-11-04;8.0;34.0;9.0;47.0;1.5;0.4;0.5;1.54;1.4;0.14
2012-11-05;38.0;48.0;18.0;107.0;2.0;0.6;0.7;1.52;1.34;0.18
2012-11-06;22.0;35.0;11.0;69.0;1.3;0.4;0.7;1.46;1.32;0.14
2012-11-07;11.0;33.0;14.0;51.0;1.0;0.3;0.6;1.43;1.3;0.12
2012-11-08;34.0;49.0;13.0;101.0;2.5;0.6;0.6;1.48;1.33;0.16
2012-11-09;14.0;39.0;11.0;61.0;2.0;0.4;0.8;1.49;1.34;0.15
2012-11-10;4.0;25.0;8.0;30.0;1.3;0.3;0.9;1.43;1.31;0.12
2012-11-11;3.0;18.0;8.0;23.0;0.4;0.2;1.0;1.42;1.29;0.12
2012-11-12;11.0;34.0;9.0;51.0;0.7;0.3;0.6;1.42;1.29;0.14
2012-11-13;20.0;44.0;13.0;75.0;1.3;0.4;0.4;1.49;1.35;0.15
2012-11-14;29.0;45.0;26.0;89.0;2.1;0.6;0.7;1.49;1.34;0.15
2012-11-15;39.0;47.0;20.0;107.0;2.8;0.7;0.5;1.52;1.35;0.17
2012-11-16;22.0;49.0;19.0;82.0;2.4;0.5;0.4;1.48;1.33;0.15
2012-11-17;7.0;35.0;15.0;45.0;1.4;0.4;0.3;1.46;1.32;0.14
2012-11-18;10.0;32.0;11.0;48.0;1.0;0.4;0.6;1.46;1.34;0.13
2012-11-19;74.0;57.0;21.0;170.0;4.6;1.1;0.9;1.69;1.46;0.23
2012-11-20;50.0;55.0;22.0;132.0;5.8;1.0;0.7;1.71;1.51;0.2
2012-11-21;53.0;54.0;20.0;135.0;5.1;0.9;0.9;1.89;1.65;0.24
2012-11-22;62.0;54.0;21.0;149.0;3.6;1.0;0.8;1.58;1.4;0.19
2012-11-23;60.0;57.0;25.0;149.0;4.3;1.0;0.7;1.66;1.46;0.2
2012-11-24;55.0;52.0;28.0;137.0;4.8;1.1;0.8;1.81;1.58;0.23
2012-11-25;52.0;52.0;38.0;131.0;4.7;1.2;0.6;1.85;1.62;0.23
2012-11-26;11.0;45.0;16.0;62.0;2.4;0.4;0.3;1.76;1.59;0.17
2012-11-27;40.0;50.0;11.0;112.0;2.6;0.7;0.7;1.53;1.36;0.18
2012-11-28;48.0;49.0;15.0;122.0;3.8;0.8;0.6;1.59;1.38;0.21
2012-11-29;12.0;41.0;8.0;60.0;1.0;0.3;0.8;1.47;1.32;0.15
2012-11-30;20.0;45.0;8.0;75.0;1.0;0.3;0.9;1.49;1.33;0.17
2012-12-01;11.0;34.0;10.0;51.0;1.1;0.4;0.6;1.47;1.31;0.16
2012-12-02;43.0;61.0;16.0;127.0;2.4;0.9;0.5;1.64;1.41;0.23
2012-12-03;103.0;81.0;25.0;239.0;6.5;1.7;1.1;1.87;1.55;0.32
2012-12-04;39.0;45.0;12.0;104.0;3.0;0.8;0.6;1.68;1.48;0.2
2012-12-05;6.0;27.0;7.0;36.0;1.3;0.4;0.5;1.43;1.3;0.13
2012-12-06;63.0;63.0;19.0;160.0;6.1;1.1;0.9;1.9;1.61;0.29
2012-12-07;49.0;53.0;18.0;129.0;3.0;1.0;0.5;1.64;1.44;0.2
2012-12-08;23.0;38.0;11.0;72.0;1.7;0.7;0.7;1.51;1.35;0.16
2012-12-09;75.0;69.0;17.0;184.0;3.2;1.1;0.6;1.7;1.46;0.24
2012-12-10;134.0;82.0;29.0;287.0;5.1;1.7;1.0;1.8;1.52;0.28
2012-12-11;74.0;64.0;19.0;177.0;3.4;1.1;0.8;1.67;1.45;0.22
2012-12-12;86.0;69.0;21.0;201.0;4.6;1.3;0.9;1.69;1.46;0.24
2012-12-13;82.0;65.0;25.0;192.0;5.1;1.4;0.9;1.84;1.59;0.26
2012-12-14;10.0;44.0;9.0;60.0;1.9;0.5;0.3;1.47;1.33;0.14
2012-12-15;3.0;21.0;8.0;26.0;1.0;0.3;0.3;1.4;1.29;0.11
2012-12-16;3.0;19.0;8.0;24.0;0.9;0.3;0.2;1.41;1.3;0.11
2012-12-17;24.0;45.0;12.0;82.0;2.3;0.7;0.6;1.47;1.32;0.15
2012-12-18;60.0;58.0;21.0;150.0;5.2;1.1;0.8;1.65;1.44;0.21
2012-12-19;72.0;59.0;18.0;169.0;5.3;1.2;0.9;1.89;1.67;0.22
2012-12-20;19.0;47.0;12.0;77.0;2.8;0.6;0.5;1.55;1.38;0.16
2012-12-21;12.0;33.0;12.0;50.0;1.8;0.5;0.4;1.46;1.32;0.14
2012-12-22;20.0;44.0;11.0;74.0;2.0;0.6;0.4;1.62;1.45;0.16
2012-12-23;15.0;36.0;10.0;59.0;1.4;0.6;0.2;1.54;1.39;0.15
2012-12-24;46.0;46.0;12.0;116.0;2.5;1.0;0.4;1.66;1.46;0.2
2012-12-25;19.0;41.0;12.0;70.0;1.7;0.8;0.3;1.58;1.41;0.17
2012-12-26;97.0;72.0;19.0;220.0;4.2;1.4;0.9;1.72;1.45;0.27
2012-12-27;106.0;61.0;25.0;223.0;4.5;1.5;0.7;1.98;1.72;0.26
2012-12-28;110.0;69.0;21.0;238.0;5.8;1.7;0.9;1.75;1.48;0.27
2012-12-29;67.0;53.0;19.0;156.0;5.3;1.4;0.7;2.0;1.73;0.28
2012-12-30;15.0;44.0;12.0;67.0;2.1;0.9;0.4;1.74;1.56;0.18
2012-12-31;15.0;40.0;10.0;62.0;1.7;0.9;0.3;1.77;1.59;0.18
2013-01-01;39.0;47.0;13.0;107.0;2.1;0.9;0.4;1.77;1.56;0.21
2013-01-02;68.0;46.0;12.0;149.0;2.5;1.0;0.8;1.82;1.59;0.23
2013-01-03;56.0;61.0;15.0;147.0;2.8;1.0;0.5;1.57;1.37;0.2
2013-01-04;102.0;77.0;22.0;233.0;4.3;1.3;0.7;1.78;1.52;0.26
2013-01-05;121.0;80.0;26.0;265.0;6.2;1.9;1.0;2.33;1.99;0.34
2013-01-06;108.0;72.0;25.0;237.0;4.7;1.8;1.0;2.37;2.03;0.35
2013-01-07;59.0;62.0;25.0;152.0;3.4;1.7;0.7;2.06;1.8;0.26
2013-01-08;24.0;48.0;11.0;85.0;1.1;0.2;1.0;1.71;1.52;0.18
2013-01-09;36.0;52.0;19.0;108.0;1.0;0.6;0.9;1.67;1.48;0.19
2013-01-10;109.0;71.0;28.0;238.0;3.8;1.3;1.5;1.8;1.54;0.26
2013-01-11;49.0;61.0;14.0;136.0;3.9;0.8;0.7;1.68;1.46;0.22
2013-01-12;12.0;34.0;7.0;53.0;1.5;0.3;0.8;2.04;1.85;0.19
2013-01-13;2.0;15.0;5.0;18.0;0.5;0.2;1.0;1.43;1.3;0.13
2013-01-14;58.0;45.0;13.0;134.0;2.4;0.6;1.0;1.61;1.42;0.19
2013-01-15;4.0;19.0;6.0;25.0;0.6;0.2;1.0;1.43;1.3;0.13
2013-01-16;10.0;33.0;7.0;48.0;1.3;0.3;0.8;1.45;1.31;0.14
2013-01-17;8.0;31.0;8.0;43.0;1.2;0.3;0.9;1.44;1.3;0.14
2013-01-18;6.0;25.0;6.0;34.0;1.1;0.2;1.0;1.42;1.29;0.13
2013-01-19;4.0;22.0;6.0;29.0;0.7;0.2;1.0;1.43;1.3;0.13
2013-01-20;2.0;15.0;7.0;18.0;0.5;0.2;1.0;1.43;1.3;0.13
2013-01-21;5.0;24.0;7.0;31.0;0.8;0.3;1.0;1.46;1.32;0.14
2013-01-22;12.0;39.0;7.0;58.0;1.4;0.4;0.9;1.5;1.34;0.16
2013-01-23;4.0;20.0;8.0;26.0;0.8;0.3;1.0;1.44;1.3;0.14
2013-01-24;21.0;32.0;10.0;64.0;0.9;0.3;0.9;1.46;1.31;0.15
2013-01-25;68.0;71.0;21.0;175.0;3.9;0.9;0.8;1.75;1.49;0.26
2013-01-26;24.0;45.0;12.0;82.0;1.4;0.4;0.9;1.55;1.37;0.18
2013-01-27;32.0;42.0;15.0;91.0;1.8;0.6;0.8;1.7;1.48;0.22
2013-01-28;66.0;62.0;20.0;164.0;2.1;0.6;0.8;1.59;1.39;0.2
2013-01-29;95.0;72.0;24.0;217.0;3.4;1.0;0.8;1.77;1.52;0.25
2013-01-30;101.0;73.0;31.0;228.0;4.3;1.1;1.0;1.88;1.61;0.26
2013-01-31;129.0;79.0;31.0;277.0;5.3;1.3;0.9;1.98;1.69;0.3
2013-02-01;94.0;55.0;21.0;198.0;5.7;0.9;1.1;1.93;1.66;0.27
2013-02-02;2.0;12.0;5.0;16.0;0.6;0.2;1.0;1.44;1.32;0.12
2013-02-03;3.0;19.0;6.0;23.0;0.7;0.2;1.0;1.45;1.33;0.13
2013-02-04;102.0;85.0;25.0;241.0;4.3;1.1;1.0;1.87;1.59;0.29
